date,location_name,iso2_code,target_group,dose,doses_administered
2023-12-31,Ireland,IE,AgeUNK,,0
2023-12-31,Iceland,IS,AgeUNK,,0
2023-12-31,Liechtenstein,LI,AgeUNK,,0
2023-12-31,Malta,MT,AgeUNK,,0
2023-12-31,Portugal,PT,AgeUNK,,0
2023-12-31,Cyprus,CY,Chronic,,0
2023-12-31,Czechia,CZ,Chronic,,3175
2023-12-31,Greece,GR,Chronic,,0
2023-12-31,Spain,ES,Chronic,,31348
2023-12-31,Ireland,IE,Chronic,,1433
2023-12-31,Iceland,IS,Chronic,,0
2023-12-31,Malta,MT,Chronic,,0
2023-12-31,Portugal,PT,Chronic,,10041
2023-12-31,Belgium,BE,HCW,,2012
2023-12-31,Bulgaria,BG,HCW,,70
2023-12-31,Cyprus,CY,HCW,,4
2023-12-31,Czechia,CZ,HCW,,1847
2023-12-31,Greece,GR,HCW,,2300
2023-12-31,Spain,ES,HCW,,21313
2023-12-31,France,FR,HCW,,9336
2023-12-31,Ireland,IE,HCW,,3553
2023-12-31,Iceland,IS,HCW,,0
2023-12-31,Malta,MT,HCW,,0
2023-12-31,Norway,NO,HCW,,465
2023-12-31,Portugal,PT,HCW,,2952
2023-12-31,Greece,GR,Pregnant,,0
2023-12-31,Spain,ES,Pregnant,,1754
2023-12-31,Ireland,IE,Pregnant,,1048
2023-12-31,Iceland,IS,Pregnant,,0
2023-12-31,Malta,MT,Pregnant,,0
2023-12-31,Portugal,PT,Pregnant,,607
2024-01-31,Belgium,BE,ALL,,6855
2024-01-31,Bulgaria,BG,ALL,,1412
2024-01-31,Cyprus,CY,ALL,,186
2024-01-31,Czechia,CZ,ALL,,17530
2024-01-31,Germany,DE,ALL,,221151
2024-01-31,Denmark,DK,ALL,,7276
2024-01-31,Estonia,EE,ALL,,2435
2024-01-31,Greece,GR,ALL,,142515
2024-01-31,Spain,ES,ALL,,486168
2024-01-31,Finland,FI,ALL,,14846
2024-01-31,France,FR,ALL,,216689
2024-01-31,Hungary,HU,ALL,,11751
2024-01-31,Ireland,IE,ALL,,28107
2024-01-31,Iceland,IS,ALL,,675
2024-01-31,Liechtenstein,LI,ALL,,40
2024-01-31,Luxembourg,LU,ALL,,766
2024-01-31,Netherlands,NL,ALL,,2600
2024-01-31,Norway,NO,ALL,,10013
2024-01-31,Poland,PL,ALL,,238524
2024-01-31,Portugal,PT,ALL,,133096
2024-01-31,Romania,RO,ALL,,158
2024-01-31,Sweden,SE,ALL,,56408
2024-01-31,Slovenia,SI,ALL,,1576
2024-01-31,Belgium,BE,Age60+,,4101
2024-01-31,Cyprus,CY,Age60+,,150
2024-01-31,Czechia,CZ,Age60+,,13121
2024-01-31,Germany,DE,Age60+,,186129
2024-01-31,Greece,GR,Age60+,,119895
2024-01-31,Spain,ES,Age60+,,322602
2024-01-31,Finland,FI,Age60+,,11990
2024-01-31,France,FR,Age60+,,180673
2024-01-31,Lithuania,LT,Age60+,,730
2024-01-31,Netherlands,NL,Age60+,,1504
2024-01-31,Norway,NO,Age60+,,7625
2024-01-31,Portugal,PT,Age60+,,75189
2024-01-31,Sweden,SE,Age60+,,33472
2024-01-31,Belgium,BE,Age60_69,,1905
2024-01-31,Bulgaria,BG,Age60_69,,297
2024-01-31,Cyprus,CY,Age60_69,,43
2024-01-31,Czechia,CZ,Age60_69,,4421
2024-01-31,Denmark,DK,Age60_69,,1789
2024-01-31,Estonia,EE,Age60_69,,574
2024-01-31,Greece,GR,Age60_69,,40726
2024-01-31,Spain,ES,Age60_69,,148156
2024-01-31,Finland,FI,Age60_69,,4500
2024-01-31,France,FR,Age60_69,,49481
2024-01-31,Hungary,HU,Age60_69,,2665
2024-01-31,Ireland,IE,Age60_69,,7165
2024-01-31,Iceland,IS,Age60_69,,258
2024-01-31,Italy,IT,Age60_69,,44083
2024-01-31,Lithuania,LT,Age60_69,,236
2024-01-31,Luxembourg,LU,Age60_69,,176
2024-01-31,Netherlands,NL,Age60_69,,627
2024-01-31,Norway,NO,Age60_69,,2763
2024-01-31,Poland,PL,Age60_69,,62991
2024-01-31,Portugal,PT,Age60_69,,36984
2024-01-31,Romania,RO,Age60_69,,18
2024-01-31,Sweden,SE,Age60_69,,15523
2024-01-31,Slovenia,SI,Age60_69,,323
2024-01-31,Belgium,BE,Age70_79,,1602
2024-01-31,Bulgaria,BG,Age70_79,,427
2024-01-31,Cyprus,CY,Age70_79,,60
2024-01-31,Czechia,CZ,Age70_79,,5937
2024-01-31,Denmark,DK,Age70_79,,1744
2024-01-31,Estonia,EE,Age70_79,,651
2024-01-31,Greece,GR,Age70_79,,51797
2024-01-31,Spain,ES,Age70_79,,107680
2024-01-31,Finland,FI,Age70_79,,5013
2024-01-31,France,FR,Age70_79,,70807
2024-01-31,Hungary,HU,Age70_79,,4716
2024-01-31,Ireland,IE,Age70_79,,5920
2024-01-31,Iceland,IS,Age70_79,,189
2024-01-31,Italy,IT,Age70_79,,73876
2024-01-31,Lithuania,LT,Age70_79,,237
2024-01-31,Luxembourg,LU,Age70_79,,223
2024-01-31,Netherlands,NL,Age70_79,,586
2024-01-31,Norway,NO,Age70_79,,3286
2024-01-31,Poland,PL,Age70_79,,82865
2024-01-31,Portugal,PT,Age70_79,,25145
2024-01-31,Romania,RO,Age70_79,,18
2024-01-31,Sweden,SE,Age70_79,,12517
2024-01-31,Slovenia,SI,Age70_79,,523
2024-01-31,Belgium,BE,Age80+,,594
2024-01-31,Bulgaria,BG,Age80+,,185
2024-01-31,Cyprus,CY,Age80+,,47
2024-01-31,Czechia,CZ,Age80+,,2763
2024-01-31,Denmark,DK,Age80+,,996
2024-01-31,Estonia,EE,Age80+,,524
2024-01-31,Greece,GR,Age80+,,27372
2024-01-31,Spain,ES,Age80+,,66766
2024-01-31,Finland,FI,Age80+,,2477
2024-01-31,France,FR,Age80+,,60385
2024-01-31,Hungary,HU,Age80+,,2187
2024-01-31,Ireland,IE,Age80+,,3191
2024-01-31,Iceland,IS,Age80+,,45
2024-01-31,Italy,IT,Age80+,,17836
2024-01-31,Lithuania,LT,Age80+,,257
2024-01-31,Luxembourg,LU,Age80+,,172
2024-01-31,Netherlands,NL,Age80+,,291
2024-01-31,Norway,NO,Age80+,,1576
2024-01-31,Poland,PL,Age80+,,30161
2024-01-31,Portugal,PT,Age80+,,13060
2024-01-31,Romania,RO,Age80+,,5
2024-01-31,Sweden,SE,Age80+,,5432
2024-01-31,Slovenia,SI,Age80+,,418
2024-01-31,Bulgaria,BG,AgeUNK,,0
2024-01-31,Cyprus,CY,AgeUNK,,0
2024-01-31,Estonia,EE,AgeUNK,,0
2024-01-31,Greece,GR,AgeUNK,,0
2024-01-31,Spain,ES,AgeUNK,,0
2024-01-31,Finland,FI,AgeUNK,,0
2024-01-31,Hungary,HU,AgeUNK,,0
2024-01-31,Ireland,IE,AgeUNK,,0
2024-01-31,Iceland,IS,AgeUNK,,0
2024-01-31,Poland,PL,AgeUNK,,30
2024-01-31,Portugal,PT,AgeUNK,,0
2024-01-31,Cyprus,CY,Chronic,,9
2024-01-31,Czechia,CZ,Chronic,,1704
2024-01-31,Greece,GR,Chronic,,0
2024-01-31,Spain,ES,Chronic,,33600
2024-01-31,Ireland,IE,Chronic,,635
2024-01-31,Iceland,IS,Chronic,,0
2024-01-31,Portugal,PT,Chronic,,5301
2024-01-31,Belgium,BE,HCW,,319
2024-01-31,Bulgaria,BG,HCW,,43
2024-01-31,Cyprus,CY,HCW,,1
2024-01-31,Czechia,CZ,HCW,,1017
2024-01-31,Greece,GR,HCW,,3692
2024-01-31,Spain,ES,HCW,,18049
2024-01-31,France,FR,HCW,,1910
2024-01-31,Ireland,IE,HCW,,1842
2024-01-31,Iceland,IS,HCW,,0
2024-01-31,Norway,NO,HCW,,70
2024-01-31,Portugal,PT,HCW,,1876
2024-01-31,Cyprus,CY,Pregnant,,0
2024-01-31,Greece,GR,Pregnant,,0
2024-01-31,Spain,ES,Pregnant,,1307
2024-01-31,Ireland,IE,Pregnant,,434
2024-01-31,Iceland,IS,Pregnant,,0
2024-01-31,Portugal,PT,Pregnant,,517
2024-02-29,Belgium,BE,ALL,,1723
2024-02-29,Bulgaria,BG,ALL,,270
2024-02-29,Cyprus,CY,ALL,,17
2024-02-29,Czechia,CZ,ALL,,2526
2024-02-29,Germany,DE,ALL,,52080
2024-02-29,Denmark,DK,ALL,,166
2024-02-29,Estonia,EE,ALL,,607
2024-02-29,Greece,GR,ALL,,19391
2024-02-29,Spain,ES,ALL,,55051
2024-02-29,Finland,FI,ALL,,3393
2024-02-29,France,FR,ALL,,49083
2024-02-29,Hungary,HU,ALL,,4905
2024-02-29,Ireland,IE,ALL,,6609
2024-02-29,Iceland,IS,ALL,,166
2024-02-29,Liechtenstein,LI,ALL,,0
2024-02-29,Luxembourg,LU,ALL,,187
2024-02-29,Netherlands,NL,ALL,,1055
2024-02-29,Norway,NO,ALL,,2801
2024-02-29,Poland,PL,ALL,,79083
2024-02-29,Portugal,PT,ALL,,39622
2024-02-29,Sweden,SE,ALL,,18338
2024-02-29,Slovenia,SI,ALL,,205
2024-02-29,Belgium,BE,Age60+,,937
2024-02-29,Cyprus,CY,Age60+,,14
2024-02-29,Czechia,CZ,Age60+,,1709
2024-02-29,Germany,DE,Age60+,,43394
2024-02-29,Greece,GR,Age60+,,16369
2024-02-29,Spain,ES,Age60+,,37746
2024-02-29,Finland,FI,Age60+,,2641
2024-02-29,France,FR,Age60+,,39865
2024-02-29,Lithuania,LT,Age60+,,108
2024-02-29,Netherlands,NL,Age60+,,633
2024-02-29,Norway,NO,Age60+,,1892
2024-02-29,Portugal,PT,Age60+,,21090
2024-02-29,Sweden,SE,Age60+,,10793
2024-02-29,Belgium,BE,Age60_69,,436
2024-02-29,Bulgaria,BG,Age60_69,,37
2024-02-29,Cyprus,CY,Age60_69,,2
2024-02-29,Czechia,CZ,Age60_69,,598
2024-02-29,Denmark,DK,Age60_69,,15
2024-02-29,Estonia,EE,Age60_69,,170
2024-02-29,Greece,GR,Age60_69,,4675
2024-02-29,Spain,ES,Age60_69,,14846
2024-02-29,Finland,FI,Age60_69,,914
2024-02-29,France,FR,Age60_69,,10471
2024-02-29,Hungary,HU,Age60_69,,915
2024-02-29,Ireland,IE,Age60_69,,1576
2024-02-29,Iceland,IS,Age60_69,,67
2024-02-29,Italy,IT,Age60_69,,4773
2024-02-29,Lithuania,LT,Age60_69,,43
2024-02-29,Luxembourg,LU,Age60_69,,44
2024-02-29,Netherlands,NL,Age60_69,,255
2024-02-29,Norway,NO,Age60_69,,676
2024-02-29,Poland,PL,Age60_69,,20254
2024-02-29,Portugal,PT,Age60_69,,11180
2024-02-29,Sweden,SE,Age60_69,,4815
2024-02-29,Slovenia,SI,Age60_69,,36
2024-02-29,Belgium,BE,Age70_79,,357
2024-02-29,Bulgaria,BG,Age70_79,,55
2024-02-29,Cyprus,CY,Age70_79,,8
2024-02-29,Czechia,CZ,Age70_79,,733
2024-02-29,Denmark,DK,Age70_79,,4
2024-02-29,Estonia,EE,Age70_79,,135
2024-02-29,Greece,GR,Age70_79,,6682
2024-02-29,Spain,ES,Age70_79,,13089
2024-02-29,Finland,FI,Age70_79,,1171
2024-02-29,France,FR,Age70_79,,14288
2024-02-29,Hungary,HU,Age70_79,,1563
2024-02-29,Ireland,IE,Age70_79,,1500
2024-02-29,Iceland,IS,Age70_79,,54
2024-02-29,Italy,IT,Age70_79,,7710
2024-02-29,Lithuania,LT,Age70_79,,31
2024-02-29,Luxembourg,LU,Age70_79,,35
2024-02-29,Netherlands,NL,Age70_79,,241
2024-02-29,Norway,NO,Age70_79,,801
2024-02-29,Poland,PL,Age70_79,,27798
2024-02-29,Portugal,PT,Age70_79,,6211
2024-02-29,Sweden,SE,Age70_79,,4311
2024-02-29,Slovenia,SI,Age70_79,,64
2024-02-29,Belgium,BE,Age80+,,144
2024-02-29,Bulgaria,BG,Age80+,,21
2024-02-29,Cyprus,CY,Age80+,,4
2024-02-29,Czechia,CZ,Age80+,,378
2024-02-29,Denmark,DK,Age80+,,1
2024-02-29,Estonia,EE,Age80+,,120
2024-02-29,Greece,GR,Age80+,,5012
2024-02-29,Spain,ES,Age80+,,9811
2024-02-29,Finland,FI,Age80+,,556
2024-02-29,France,FR,Age80+,,15106
2024-02-29,Hungary,HU,Age80+,,1703
2024-02-29,Ireland,IE,Age80+,,886
2024-02-29,Iceland,IS,Age80+,,12
2024-02-29,Italy,IT,Age80+,,3053
2024-02-29,Lithuania,LT,Age80+,,34
2024-02-29,Luxembourg,LU,Age80+,,59
2024-02-29,Netherlands,NL,Age80+,,137
2024-02-29,Norway,NO,Age80+,,415
2024-02-29,Poland,PL,Age80+,,11222
2024-02-29,Portugal,PT,Age80+,,3699
2024-02-29,Sweden,SE,Age80+,,1667
2024-02-29,Slovenia,SI,Age80+,,60
2024-02-29,Bulgaria,BG,AgeUNK,,0
2024-02-29,Cyprus,CY,AgeUNK,,0
2024-02-29,Estonia,EE,AgeUNK,,0
2024-02-29,Greece,GR,AgeUNK,,0
2024-02-29,Spain,ES,AgeUNK,,0
2024-02-29,Finland,FI,AgeUNK,,0
2024-02-29,Hungary,HU,AgeUNK,,0
2024-02-29,Ireland,IE,AgeUNK,,0
2024-02-29,Iceland,IS,AgeUNK,,0
2024-02-29,Poland,PL,AgeUNK,,11
2024-02-29,Portugal,PT,AgeUNK,,0
2024-02-29,Cyprus,CY,Chronic,,0
2024-02-29,Czechia,CZ,Chronic,,313
2024-02-29,Greece,GR,Chronic,,0
2024-02-29,Spain,ES,Chronic,,5303
2024-02-29,Ireland,IE,Chronic,,179
2024-02-29,Iceland,IS,Chronic,,0
2024-02-29,Portugal,PT,Chronic,,1256
2024-02-29,Belgium,BE,HCW,,70
2024-02-29,Bulgaria,BG,HCW,,12
2024-02-29,Cyprus,CY,HCW,,1
2024-02-29,Czechia,CZ,HCW,,136
2024-02-29,Greece,GR,HCW,,513
2024-02-29,Spain,ES,HCW,,1682
2024-02-29,France,FR,HCW,,412
2024-02-29,Ireland,IE,HCW,,339
2024-02-29,Iceland,IS,HCW,,0
2024-02-29,Norway,NO,HCW,,10
2024-02-29,Portugal,PT,HCW,,382
2024-02-29,Cyprus,CY,Pregnant,,0
2024-02-29,Greece,GR,Pregnant,,0
2024-02-29,Spain,ES,Pregnant,,245
2024-02-29,Ireland,IE,Pregnant,,161
2024-02-29,Iceland,IS,Pregnant,,0
2024-02-29,Portugal,PT,Pregnant,,240
2024-03-31,Belgium,BE,ALL,,462
2024-03-31,Bulgaria,BG,ALL,,187
2024-03-31,Cyprus,CY,ALL,,21
2024-03-31,Czechia,CZ,ALL,,653
2024-03-31,Germany,DE,ALL,,16406
2024-03-31,Denmark,DK,ALL,,163
2024-03-31,Estonia,EE,ALL,,229
2024-03-31,Greece,GR,ALL,,3869
2024-03-31,Spain,ES,ALL,,16280
2024-03-31,Finland,FI,ALL,,1271
2024-03-31,France,FR,ALL,,20799
2024-03-31,Hungary,HU,ALL,,2075
2024-03-31,Ireland,IE,ALL,,1357
2024-03-31,Iceland,IS,ALL,,89
2024-03-31,Liechtenstein,LI,ALL,,7
2024-03-31,Luxembourg,LU,ALL,,48
2024-03-31,Netherlands,NL,ALL,,374
2024-03-31,Norway,NO,ALL,,1189
2024-03-31,Poland,PL,ALL,,33463
2024-03-31,Portugal,PT,ALL,,7612
2024-03-31,Sweden,SE,ALL,,95416
2024-03-31,Slovenia,SI,ALL,,77
2024-03-31,Belgium,BE,Age60+,,220
2024-03-31,Cyprus,CY,Age60+,,11
2024-03-31,Czechia,CZ,Age60+,,400
2024-03-31,Germany,DE,Age60+,,13323
2024-03-31,Greece,GR,Age60+,,3143
2024-03-31,Spain,ES,Age60+,,11091
2024-03-31,Finland,FI,Age60+,,956
2024-03-31,France,FR,Age60+,,16859
2024-03-31,Lithuania,LT,Age60+,,14
2024-03-31,Netherlands,NL,Age60+,,175
2024-03-31,Norway,NO,Age60+,,744
2024-03-31,Portugal,PT,Age60+,,3869
2024-03-31,Sweden,SE,Age60+,,94494
2024-03-31,Belgium,BE,Age60_69,,95
2024-03-31,Bulgaria,BG,Age60_69,,33
2024-03-31,Cyprus,CY,Age60_69,,4
2024-03-31,Czechia,CZ,Age60_69,,146
2024-03-31,Denmark,DK,Age60_69,,8
2024-03-31,Estonia,EE,Age60_69,,49
2024-03-31,Greece,GR,Age60_69,,938
2024-03-31,Spain,ES,Age60_69,,4316
2024-03-31,Finland,FI,Age60_69,,307
2024-03-31,France,FR,Age60_69,,4338
2024-03-31,Hungary,HU,Age60_69,,378
2024-03-31,Ireland,IE,Age60_69,,276
2024-03-31,Iceland,IS,Age60_69,,29
2024-03-31,Italy,IT,Age60_69,,1029
2024-03-31,Lithuania,LT,Age60_69,,7
2024-03-31,Luxembourg,LU,Age60_69,,7
2024-03-31,Netherlands,NL,Age60_69,,68
2024-03-31,Norway,NO,Age60_69,,260
2024-03-31,Poland,PL,Age60_69,,8481
2024-03-31,Portugal,PT,Age60_69,,2030
2024-03-31,Sweden,SE,Age60_69,,1482
2024-03-31,Slovenia,SI,Age60_69,,14
2024-03-31,Belgium,BE,Age70_79,,95
2024-03-31,Bulgaria,BG,Age70_79,,35
2024-03-31,Cyprus,CY,Age70_79,,4
2024-03-31,Czechia,CZ,Age70_79,,170
2024-03-31,Denmark,DK,Age70_79,,7
2024-03-31,Estonia,EE,Age70_79,,45
2024-03-31,Greece,GR,Age70_79,,1255
2024-03-31,Spain,ES,Age70_79,,3913
2024-03-31,Finland,FI,Age70_79,,413
2024-03-31,France,FR,Age70_79,,6088
2024-03-31,Hungary,HU,Age70_79,,452
2024-03-31,Ireland,IE,Age70_79,,348
2024-03-31,Iceland,IS,Age70_79,,27
2024-03-31,Italy,IT,Age70_79,,1440
2024-03-31,Lithuania,LT,Age70_79,,5
2024-03-31,Luxembourg,LU,Age70_79,,8
2024-03-31,Netherlands,NL,Age70_79,,75
2024-03-31,Norway,NO,Age70_79,,340
2024-03-31,Poland,PL,Age70_79,,11393
2024-03-31,Portugal,PT,Age70_79,,1085
2024-03-31,Sweden,SE,Age70_79,,14556
2024-03-31,Slovenia,SI,Age70_79,,22
2024-03-31,Belgium,BE,Age80+,,30
2024-03-31,Bulgaria,BG,Age80+,,11
2024-03-31,Cyprus,CY,Age80+,,3
2024-03-31,Czechia,CZ,Age80+,,84
2024-03-31,Denmark,DK,Age80+,,1
2024-03-31,Estonia,EE,Age80+,,29
2024-03-31,Greece,GR,Age80+,,950
2024-03-31,Spain,ES,Age80+,,2862
2024-03-31,Finland,FI,Age80+,,236
2024-03-31,France,FR,Age80+,,6433
2024-03-31,Hungary,HU,Age80+,,612
2024-03-31,Ireland,IE,Age80+,,170
2024-03-31,Iceland,IS,Age80+,,2
2024-03-31,Italy,IT,Age80+,,746
2024-03-31,Lithuania,LT,Age80+,,2
2024-03-31,Luxembourg,LU,Age80+,,11
2024-03-31,Netherlands,NL,Age80+,,32
2024-03-31,Norway,NO,Age80+,,144
2024-03-31,Poland,PL,Age80+,,4437
2024-03-31,Portugal,PT,Age80+,,754
2024-03-31,Sweden,SE,Age80+,,78456
2024-03-31,Slovenia,SI,Age80+,,14
2024-03-31,Bulgaria,BG,AgeUNK,,0
2024-03-31,Cyprus,CY,AgeUNK,,0
2024-03-31,Estonia,EE,AgeUNK,,0
2024-03-31,Greece,GR,AgeUNK,,0
2024-03-31,Spain,ES,AgeUNK,,0
2024-03-31,Finland,FI,AgeUNK,,0
2024-03-31,Hungary,HU,AgeUNK,,0
2024-03-31,Ireland,IE,AgeUNK,,0
2024-03-31,Iceland,IS,AgeUNK,,0
2024-03-31,Poland,PL,AgeUNK,,15
2024-03-31,Portugal,PT,AgeUNK,,0
2024-03-31,Cyprus,CY,Chronic,,0
2024-03-31,Czechia,CZ,Chronic,,95
2024-03-31,Greece,GR,Chronic,,0
2024-03-31,Spain,ES,Chronic,,1681
2024-03-31,Ireland,IE,Chronic,,20
2024-03-31,Iceland,IS,Chronic,,0
2024-03-31,Portugal,PT,Chronic,,407
2024-03-31,Belgium,BE,HCW,,17
2024-03-31,Bulgaria,BG,HCW,,13
2024-03-31,Cyprus,CY,HCW,,0
2024-03-31,Czechia,CZ,HCW,,37
2024-03-31,Greece,GR,HCW,,78
2024-03-31,Spain,ES,HCW,,503
2024-03-31,France,FR,HCW,,226
2024-03-31,Ireland,IE,HCW,,2
2024-03-31,Iceland,IS,HCW,,0
2024-03-31,Norway,NO,HCW,,7
2024-03-31,Portugal,PT,HCW,,70
2024-03-31,Cyprus,CY,Pregnant,,0
2024-03-31,Greece,GR,Pregnant,,0
2024-03-31,Spain,ES,Pregnant,,112
2024-03-31,Ireland,IE,Pregnant,,76
2024-03-31,Iceland,IS,Pregnant,,0
2024-03-31,Portugal,PT,Pregnant,,93
2024-04-30,Cyprus,CY,ALL,,12
2024-04-30,Portugal,PT,ALL,,179
2024-04-30,Cyprus,CY,Age60+,,5
2024-04-30,Portugal,PT,Age60+,,67
2024-04-30,Cyprus,CY,Age60_69,,1
2024-04-30,Portugal,PT,Age60_69,,41
2024-04-30,Cyprus,CY,Age70_79,,1
2024-04-30,Portugal,PT,Age70_79,,11
2024-04-30,Cyprus,CY,Age80+,,3
2024-04-30,Portugal,PT,Age80+,,15
2024-04-30,Cyprus,CY,AgeUNK,,0
2024-04-30,Portugal,PT,AgeUNK,,0
2024-04-30,Cyprus,CY,Chronic,,0
2024-04-30,Portugal,PT,Chronic,,22
2024-04-30,Cyprus,CY,HCW,,0
2024-04-30,Portugal,PT,HCW,,4
2024-04-30,Cyprus,CY,Pregnant,,0
2024-04-30,Portugal,PT,Pregnant,,2
