YearWeekISO,ReportingCountry,Denominator,NumberOfIndivOneDose,Region,TargetGroup,Vaccine,Population
2024-02,FI,,0,FI194,AgeUNK,MODXBB,5563970
2024-02,FI,,0,FI194,AgeUNK,OTHER,5563970
2024-01,FI,,0,FI194,AgeUNK,MODXBB,5563970
2024-01,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2024-01,FI,,0,FI194,AgeUNK,BIMER,5563970
2024-01,FI,,0,FI194,AgeUNK,UNK,5563970
2023-12,FI,,0,FI194,AgeUNK,COMXBB,5563970
2023-12,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2024-02,FI,,0,FI194,AgeUNK,UNK,5563970
2023-11,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2023-12,FI,,0,FI194,AgeUNK,BIMER,5563970
2023-10,FI,,0,FI194,AgeUNK,OTHER,5563970
2023-10,FI,,0,FI194,AgeUNK,UNK,5563970
2023-09,FI,,0,FI194,AgeUNK,BIMER,5563970
2024-03,FI,,0,FI194,AgeUNK,UNK,5563970
2024-02,FI,,0,FI194,AgeUNK,BIMER,5563970
2023-12,FI,,0,FI194,AgeUNK,OTHER,5563970
2023-11,FI,,0,FI194,AgeUNK,BIMER,5563970
2023-11,FI,,0,FI194,AgeUNK,MODXBB,5563970
2023-10,FI,,0,FI194,AgeUNK,COMXBB,5563970
2023-11,FI,,0,FI194,AgeUNK,COMXBB,5563970
2023-11,FI,,0,FI194,AgeUNK,UNK,5563970
2023-09,FI,,0,FI194,AgeUNK,MODXBB,5563970
2024-02,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2023-10,FI,,0,FI194,AgeUNK,MODXBB,5563970
2023-10,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2024-02,FI,,0,FI194,AgeUNK,COMXBB,5563970
2023-12,FI,,0,FI194,AgeUNK,MODXBB,5563970
2023-11,FI,,0,FI194,AgeUNK,OTHER,5563970
2024-01,FI,,0,FI194,AgeUNK,COMXBB,5563970
2024-01,FI,,0,FI194,AgeUNK,OTHER,5563970
2023-10,FI,,0,FI194,AgeUNK,BIMER,5563970
2024-03,FI,,0,FI194,AgeUNK,COMXBB,5563970
2024-03,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2023-09,FI,,0,FI194,AgeUNK,OTHER,5563970
2024-03,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2024-01,FI,,1,FI1D8,Age70_79,NVXDXBB,5563970
2023-10,FI,,0,FI1D8,Age70_79,BIMER,5563970
2023-10,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2024-03,FI,,0,FI1D8,Age70_79,BIMER,5563970
2024-03,FI,,0,FI1D8,Age70_79,OTHER,5563970
2024-02,FI,,0,FI1D8,Age70_79,OTHER,5563970
2024-01,FI,,0,FI1D8,Age70_79,OTHER,5563970
2024-01,FI,,0,FI1D8,Age70_79,UNK,5563970
2024-03,FI,,0,FI1D8,Age70_79,UNK,5563970
2024-02,FI,,0,FI1D8,Age70_79,BIMER,5563970
2024-02,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2023-12,FI,,0,FI1D8,Age70_79,NVXDXBB,5563970
2023-12,FI,,0,FI1D8,Age70_79,UNK,5563970
2024-01,FI,,0,FI1D8,Age70_79,BIMER,5563970
2024-01,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2023-12,FI,,566,FI1D8,Age70_79,COMXBB,5563970
2023-11,FI,,5621,FI1D8,Age70_79,COMXBB,5563970
2023-11,FI,,0,FI1D8,Age70_79,NVXDXBB,5563970
2023-12,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2023-10,FI,,0,FI1D8,Age70_79,NVXDXBB,5563970
2024-02,FI,,6,FI1D8,Age70_79,COMXBB,5563970
2024-02,FI,,0,FI1D8,Age70_79,NVXDXBB,5563970
2023-10,FI,,2,FI1D8,Age70_79,COMXBB,5563970
2023-11,FI,,1,FI1D8,Age70_79,UNK,5563970
2023-09,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2023-09,FI,,0,FI1D8,Age70_79,NVXDXBB,5563970
2023-11,FI,,0,FI1D8,Age70_79,MODXBB,5563970
2023-11,FI,,1,FI1D8,Age70_79,OTHER,5563970
2023-12,FI,,0,FI1D8,Age70_79,BIMER,5563970
2023-09,FI,,2,FI1D8,Age70_79,OTHER,5563970
2024-03,FI,,1,FI1D8,Age70_79,COMXBB,5563970
2024-03,FI,,0,FI1D8,Age70_79,NVXDXBB,5563970
2024-02,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2024-01,FI,,0,FI1C4,Age80+,MODXBB,5563970
2024-02,FI,,0,FI1C4,Age80+,OTHER,5563970
2023-09,FI,,0,FI1C4,Age80+,NVXDXBB,5563970
2024-02,FI,,0,FI1C4,Age80+,UNK,5563970
2024-01,FI,,0,FI1C4,Age80+,NVXDXBB,5563970
2023-11,FI,,0,FI1C4,Age80+,MODXBB,5563970
2024-01,FI,,73,FI1C4,Age80+,COMXBB,5563970
2024-03,FI,,0,FI1C4,Age80+,BIMER,5563970
2024-03,FI,,1,FI1C4,Age80+,COMXBB,5563970
2023-09,FI,,0,FI1C4,Age80+,OTHER,5563970
2023-09,FI,,2,FI1C4,Age80+,UNK,5563970
2024-01,FI,,3,FI1C4,Age80+,OTHER,5563970
2023-12,FI,,0,FI1C4,Age80+,BIMER,5563970
2024-03,FI,,0,FI1C4,Age80+,OTHER,5563970
2023-10,FI,,58,FI1C4,Age80+,COMXBB,5563970
2023-10,FI,,0,FI1C4,Age80+,NVXDXBB,5563970
2023-09,FI,,0,FI1C4,Age80+,COMXBB,5563970
2024-03,FI,,0,FI1C4,Age80+,MODXBB,5563970
2023-10,FI,,0,FI1C4,Age80+,BIMER,5563970
2023-10,FI,,0,FI1C4,Age80+,MODXBB,5563970
2023-10,FI,,26,FI1C4,Age80+,UNK,5563970
2023-11,FI,,107,FI1C4,Age80+,UNK,5563970
2023-12,FI,,0,FI1D7,Age80+,NVXDXBB,5563970
2023-12,FI,,0,FI1D7,Age80+,UNK,5563970
2023-11,FI,,0,FI1D7,Age80+,BIMER,5563970
2023-12,FI,,0,FI1D7,Age80+,MODXBB,5563970
2023-12,FI,,4,FI1D7,Age80+,OTHER,5563970
2023-09,FI,,0,FI1D7,Age80+,NVXDXBB,5563970
2023-09,FI,,0,FI1D7,Age80+,UNK,5563970
2023-10,FI,,0,FI1D7,Age80+,BIMER,5563970
2023-10,FI,,215,FI1D7,Age80+,COMXBB,5563970
2023-09,FI,,0,FI1D7,Age80+,MODXBB,5563970
2023-09,FI,,3,FI1D7,Age80+,OTHER,5563970
2024-03,FI,,0,FI1D7,Age80+,BIMER,5563970
2024-03,FI,,0,FI1D7,Age80+,MODXBB,5563970
2024-01,FI,,0,FI1B1,Age80+,MODXBB,5563970
2023-10,FI,,410,FI1B1,Age80+,UNK,5563970
2024-03,FI,,0,FI1B1,Age80+,UNK,5563970
2024-03,FI,,0,FI1B1,Age80+,MODXBB,5563970
2023-11,FI,,0,FI1B1,Age80+,MODXBB,5563970
2023-11,FI,,426,FI1B1,Age80+,OTHER,5563970
2023-10,FI,,0,FI1B1,Age80+,BIMER,5563970
2023-11,FI,,0,FI1B1,Age80+,BIMER,5563970
2023-10,FI,,0,FI1B1,Age80+,NVXDXBB,5563970
2023-09,FI,,0,FI1B1,Age80+,BIMER,5563970
2023-09,FI,,0,FI1B1,Age80+,COMXBB,5563970
2024-03,FI,,0,FI1B1,Age80+,OTHER,5563970
2024-02,FI,,0,FI1B1,Age80+,BIMER,5563970
2024-02,FI,,0,FI1B1,Age80+,MODXBB,5563970
2024-02,FI,,0,FI1B1,Age80+,OTHER,5563970
2024-02,FI,,0,FI1B1,Age80+,UNK,5563970
2023-12,FI,,39,FI1B1,Age80+,NVXDXBB,5563970
2023-12,FI,,0,FI1B1,Age80+,UNK,5563970
2023-12,FI,,0,FI1B1,Age80+,MODXBB,5563970
2024-02,FI,,38,FI1B1,Age80+,NVXDXBB,5563970
2023-11,FI,,34647,FI1B1,Age80+,COMXBB,5563970
2023-11,FI,,0,FI1B1,Age80+,NVXDXBB,5563970
2023-11,FI,,930,FI1B1,Age80+,UNK,5563970
2023-12,FI,,43,FI1B1,Age80+,OTHER,5563970
2024-01,FI,,561,FI1B1,Age80+,COMXBB,5563970
2024-03,FI,,0,FI1B1,Age80+,BIMER,5563970
2023-09,FI,,7,FI1B1,Age80+,OTHER,5563970
2024-02,FI,,146,FI1B1,Age80+,COMXBB,5563970
2023-10,FI,,810,FI1B1,Age80+,COMXBB,5563970
2023-12,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2023-12,FI,78353,149,FI1C,Age80+,OTHER,5563970
2023-09,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2023-12,FI,78353,7546,FI1C,Age80+,COMXBB,5563970
2023-12,FI,78353,0,FI1C,Age80+,NVXDXBB,5563970
2024-03,FI,,0,FI1D5,Age70_79,BIMER,5563970
2024-03,FI,,0,FI1D5,Age70_79,MODXBB,5563970
2023-10,FI,,156,FI1D5,Age70_79,UNK,5563970
2023-11,FI,,0,FI1D5,Age70_79,MODXBB,5563970
2023-11,FI,,5,FI1D5,Age70_79,OTHER,5563970
2024-03,FI,,0,FI1D5,Age70_79,UNK,5563970
2024-03,FI,,3,FI1D5,Age70_79,COMXBB,5563970
2024-03,FI,,0,FI1D5,Age70_79,NVXDXBB,5563970
2024-03,FI,3434,0,FI20,Age70_79,BIMER,5563970
2024-03,FI,3434,0,FI20,Age70_79,UNK,5563970
2024-02,FI,3434,5,FI20,Age70_79,COMXBB,5563970
2024-02,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2023-12,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2023-12,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2024-02,FI,3434,0,FI20,Age70_79,OTHER,5563970
2024-03,FI,3434,0,FI20,Age70_79,COMXBB,5563970
2024-03,FI,3434,0,FI20,Age70_79,OTHER,5563970
2023-11,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2023-11,FI,3434,0,FI20,Age70_79,BIMER,5563970
2023-11,FI,3434,1552,FI20,Age70_79,COMXBB,5563970
2024-01,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2024-02,FI,3434,0,FI20,Age70_79,BIMER,5563970
2023-11,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2023-11,FI,3434,205,FI20,Age70_79,UNK,5563970
2023-10,FI,3434,0,FI20,Age70_79,BIMER,5563970
2023-09,FI,3434,1,FI20,Age70_79,OTHER,5563970
2023-09,FI,3434,0,FI20,Age70_79,UNK,5563970
2023-09,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2023-10,FI,3434,0,FI20,Age70_79,COMXBB,5563970
2023-10,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2024-01,FI,3434,0,FI20,Age70_79,UNK,5563970
2024-02,FI,3434,0,FI20,Age70_79,UNK,5563970
2023-10,FI,3434,13,FI20,Age70_79,UNK,5563970
2024-02,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2024-03,FI,1863,0,FI20,Age80+,MODXBB,5563970
2024-03,FI,1863,0,FI20,Age80+,OTHER,5563970
2024-03,FI,,0,FI1C3,AgeUNK,COMXBB,5563970
2023-09,FI,,0,FI1C3,AgeUNK,UNK,5563970
2023-12,FI,,0,FI1C3,AgeUNK,BIMER,5563970
2023-12,FI,,0,FI1C3,AgeUNK,COMXBB,5563970
2023-10,FI,,0,FI1C3,AgeUNK,BIMER,5563970
2023-10,FI,,0,FI1C3,AgeUNK,MODXBB,5563970
2023-09,FI,,0,FI1C3,AgeUNK,MODXBB,5563970
2023-09,FI,,0,FI1C3,AgeUNK,NVXDXBB,5563970
2023-12,FI,,0,FI1C3,AgeUNK,MODXBB,5563970
2023-11,FI,,0,FI1C3,AgeUNK,UNK,5563970
2023-10,FI,,0,FI1C3,AgeUNK,COMXBB,5563970
2024-01,FI,,0,FI1C3,AgeUNK,OTHER,5563970
2024-01,FI,,0,FI1C3,AgeUNK,UNK,5563970
2023-09,FI,,0,FI1C3,AgeUNK,OTHER,5563970
2024-03,FI,,0,FI1C3,AgeUNK,BIMER,5563970
2024-01,FI,,0,FI1C3,AgeUNK,COMXBB,5563970
2023-12,FI,,0,FI1C3,AgeUNK,OTHER,5563970
2024-02,FI,,0,FI1C3,AgeUNK,BIMER,5563970
2024-02,FI,,0,FI1C3,AgeUNK,MODXBB,5563970
2023-12,FI,,0,FI1C3,AgeUNK,NVXDXBB,5563970
2023-12,FI,,0,FI1C3,AgeUNK,UNK,5563970
2024-02,FI,,0,FI1C3,AgeUNK,COMXBB,5563970
2024-02,FI,,0,FI1C3,AgeUNK,NVXDXBB,5563970
2024-02,FI,,0,FI1C3,AgeUNK,UNK,5563970
2024-01,FI,,0,FI1C3,AgeUNK,NVXDXBB,5563970
2024-01,FI,,0,FI1C3,AgeUNK,BIMER,5563970
2024-01,FI,,0,FI1C3,AgeUNK,MODXBB,5563970
2024-02,FI,,0,FI1C3,AgeUNK,OTHER,5563970
2023-10,FI,,0,FI1C3,AgeUNK,OTHER,5563970
2023-10,FI,,0,FI1C3,AgeUNK,UNK,5563970
2023-11,FI,,0,FI1C3,AgeUNK,MODXBB,5563970
2023-11,FI,,0,FI1C3,AgeUNK,OTHER,5563970
2023-09,FI,,0,FI1C3,AgeUNK,BIMER,5563970
2024-02,FI,,0,FI1D5,Age80+,UNK,5563970
2024-03,FI,,2,FI1D5,Age80+,COMXBB,5563970
2024-03,FI,,0,FI1D5,Age80+,NVXDXBB,5563970
2023-09,FI,,0,FI1D5,Age80+,BIMER,5563970
2023-09,FI,,0,FI1D5,Age80+,UNK,5563970
2023-12,FI,,0,FI1D5,Age80+,MODXBB,5563970
2023-12,FI,,0,FI1D5,Age80+,NVXDXBB,5563970
2023-10,FI,,0,FI1D5,Age80+,MODXBB,5563970
2023-10,FI,,0,FI1D5,Age80+,OTHER,5563970
2024-02,FI,,0,FI1D5,Age80+,BIMER,5563970
2024-01,FI,,24,FI1D5,Age80+,COMXBB,5563970
2023-11,FI,,0,FI1D5,Age80+,BIMER,5563970
2023-12,FI,,5,FI1D5,Age80+,OTHER,5563970
2023-09,FI,,0,FI1D5,Age80+,COMXBB,5563970
2023-09,FI,,0,FI1D5,Age80+,OTHER,5563970
2023-12,FI,,0,FI1D5,Age80+,BIMER,5563970
2024-02,FI,,0,FI1D5,Age80+,MODXBB,5563970
2024-02,FI,,0,FI1D5,Age80+,OTHER,5563970
2024-01,FI,,0,FI1D5,Age80+,UNK,5563970
2023-11,FI,,2404,FI1D5,Age80+,COMXBB,5563970
2023-12,FI,,156,FI1D5,Age80+,COMXBB,5563970
2024-01,FI,,0,FI1D5,Age80+,BIMER,5563970
2024-01,FI,,0,FI1D5,Age80+,MODXBB,5563970
2024-01,FI,,0,FI1D5,Age80+,OTHER,5563970
2023-12,FI,,0,FI1D5,Age80+,UNK,5563970
2023-10,FI,,0,FI1D5,Age80+,NVXDXBB,5563970
2024-03,FI,,0,FI1D5,Age80+,MODXBB,5563970
2024-01,FI,,0,FI1D5,Age80+,NVXDXBB,5563970
2023-11,FI,,0,FI1D5,Age80+,MODXBB,5563970
2024-02,FI,,9,FI1D5,Age80+,COMXBB,5563970
2024-02,FI,,0,FI1D5,Age80+,NVXDXBB,5563970
2023-11,FI,,4,FI1D5,Age80+,OTHER,5563970
2023-10,FI,,0,FI1D5,Age80+,COMXBB,5563970
2023-11,FI,,0,FI1D5,Age80+,NVXDXBB,5563970
2023-11,FI,,35,FI1D5,Age80+,UNK,5563970
2023-09,FI,,0,FI193,ALL,COMXBB,5563970
2023-09,FI,,0,FI193,ALL,NVXDXBB,5563970
2024-03,FI,,3,FI193,ALL,COMXBB,5563970
2023-10,FI,,0,FI193,ALL,MODXBB,5563970
2023-12,FI,,14704,FI193,ALL,COMXBB,5563970
2023-12,FI,,292,FI193,ALL,NVXDXBB,5563970
2023-09,FI,,0,FI193,ALL,MODXBB,5563970
2023-09,FI,,15,FI193,ALL,OTHER,5563970
2023-11,FI,,38,FI193,ALL,OTHER,5563970
2023-11,FI,,1,FI193,ALL,UNK,5563970
2023-09,FI,,0,FI193,ALL,UNK,5563970
2023-10,FI,,0,FI193,ALL,BIMER,5563970
2023-10,FI,,87,FI193,ALL,COMXBB,5563970
2023-11,FI,,0,FI193,ALL,BIMER,5563970
2023-11,FI,,0,FI193,ALL,MODXBB,5563970
2023-10,FI,,0,FI193,ALL,NVXDXBB,5563970
2023-10,FI,,6,FI193,ALL,UNK,5563970
2024-02,FI,,0,FI193,ALL,MODXBB,5563970
2024-02,FI,,114,FI193,ALL,NVXDXBB,5563970
2023-12,FI,,175,FI193,ALL,OTHER,5563970
2023-12,FI,,0,FI193,ALL,BIMER,5563970
2023-12,FI,,0,FI193,ALL,MODXBB,5563970
2024-01,FI,,2,FI193,ALL,OTHER,5563970
2024-01,FI,,0,FI193,ALL,UNK,5563970
2024-03,FI,,33,FI193,ALL,NVXDXBB,5563970
2023-09,FI,,0,FI193,ALL,BIMER,5563970
2024-03,FI,,0,FI193,ALL,UNK,5563970
2023-11,FI,,26885,FI193,ALL,COMXBB,5563970
2024-02,FI,,23,FI193,ALL,COMXBB,5563970
2024-02,FI,,2,FI193,ALL,OTHER,5563970
2024-02,FI,,0,FI193,ALL,UNK,5563970
2024-02,FI,,0,FI193,ALL,BIMER,5563970
2024-01,FI,,0,FI193,ALL,BIMER,5563970
2023-12,FI,,0,FI193,ALL,UNK,5563970
2023-10,FI,,5,FI193,ALL,OTHER,5563970
2023-12,FI,,0,FI194,AgeUNK,UNK,5563970
2023-09,FI,,0,FI194,AgeUNK,COMXBB,5563970
2023-09,FI,,0,FI194,AgeUNK,NVXDXBB,5563970
2023-09,FI,,0,FI194,AgeUNK,UNK,5563970
2024-03,FI,,0,FI194,AgeUNK,BIMER,5563970
2024-03,FI,,0,FI194,AgeUNK,MODXBB,5563970
2024-03,FI,,0,FI194,AgeUNK,OTHER,5563970
2023-09,FI,,0,FI1B1,AgeUNK,MODXBB,5563970
2023-09,FI,,0,FI1B1,AgeUNK,OTHER,5563970
2024-03,FI,,0,FI1B1,AgeUNK,BIMER,5563970
2023-12,FI,,0,FI1B1,AgeUNK,BIMER,5563970
2023-10,FI,,0,FI1B1,AgeUNK,NVXDXBB,5563970
2023-10,FI,,0,FI1B1,AgeUNK,UNK,5563970
2023-09,FI,,0,FI1B1,AgeUNK,UNK,5563970
2024-03,FI,,0,FI1B1,AgeUNK,COMXBB,5563970
2024-03,FI,,0,FI1B1,AgeUNK,MODXBB,5563970
2024-03,FI,,0,FI1B1,AgeUNK,NVXDXBB,5563970
2023-09,FI,,0,FI1B1,AgeUNK,COMXBB,5563970
2023-09,FI,,0,FI1B1,AgeUNK,BIMER,5563970
2023-10,FI,,0,FI1B1,AgeUNK,OTHER,5563970
2023-12,FI,,0,FI1B1,AgeUNK,UNK,5563970
2024-02,FI,,0,FI1B1,AgeUNK,MODXBB,5563970
2024-01,FI,,0,FI1B1,AgeUNK,COMXBB,5563970
2024-02,FI,,0,FI1B1,AgeUNK,NVXDXBB,5563970
2024-02,FI,,0,FI1B1,AgeUNK,UNK,5563970
2023-11,FI,,0,FI1B1,AgeUNK,BIMER,5563970
2023-11,FI,,0,FI1B1,AgeUNK,COMXBB,5563970
2023-12,FI,,0,FI1B1,AgeUNK,NVXDXBB,5563970
2024-01,FI,,0,FI1B1,AgeUNK,NVXDXBB,5563970
2024-01,FI,,0,FI1B1,AgeUNK,UNK,5563970
2024-02,FI,,0,FI1B1,AgeUNK,OTHER,5563970
2024-01,FI,,0,FI1B1,AgeUNK,BIMER,5563970
2023-09,FI,,0,FI1B1,AgeUNK,NVXDXBB,5563970
2023-10,FI,,0,FI1B1,AgeUNK,BIMER,5563970
2023-10,FI,,0,FI1B1,AgeUNK,MODXBB,5563970
2024-02,FI,82258,77,FI1D,Age80+,NVXDXBB,5563970
2023-12,FI,82258,57,FI1D,Age80+,OTHER,5563970
2023-09,FI,82258,6,FI1D,Age80+,OTHER,5563970
2024-03,FI,82258,0,FI1D,Age80+,BIMER,5563970
2024-03,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2023-09,FI,82258,0,FI1D,Age80+,COMXBB,5563970
2023-09,FI,82258,0,FI1D,Age80+,NVXDXBB,5563970
2023-10,FI,82258,681,FI1D,Age80+,UNK,5563970
2023-09,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2023-09,FI,82258,0,FI1D,Age80+,BIMER,5563970
2024-03,FI,82258,4,FI1D,Age80+,OTHER,5563970
2024-03,FI,82258,0,FI1D,Age80+,UNK,5563970
2023-12,FI,82258,0,FI1D,Age80+,BIMER,5563970
2023-12,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2023-11,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2023-11,FI,82258,0,FI1D,Age80+,NVXDXBB,5563970
2023-11,FI,82258,45304,FI1D,Age80+,COMXBB,5563970
2023-10,FI,82258,101,FI1D,Age80+,OTHER,5563970
2024-01,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2023-10,FI,82258,0,FI1D,Age80+,MODXBB,5563970
2024-01,FI,82258,5,FI1D,Age80+,OTHER,5563970
2023-09,FI,82258,0,FI1D,Age80+,UNK,5563970
2023-12,FI,82258,0,FI1D,Age80+,UNK,5563970
2024-03,FI,82258,8,FI1D,Age80+,COMXBB,5563970
2023-12,FI,82258,9061,FI1D,Age80+,COMXBB,5563970
2024-01,FI,82258,578,FI1D,Age80+,COMXBB,5563970
2024-02,FI,82258,0,FI1D,Age80+,BIMER,5563970
2024-02,FI,82258,48,FI1D,Age80+,COMXBB,5563970
2024-01,FI,82258,15,FI1D,Age80+,NVXDXBB,5563970
2024-01,FI,82258,0,FI1D,Age80+,UNK,5563970
2024-02,FI,82258,0,FI1D,Age80+,UNK,5563970
2023-10,FI,82258,351,FI1D,Age80+,COMXBB,5563970
2023-10,FI,82258,0,FI1D,Age80+,NVXDXBB,5563970
2023-11,FI,82258,0,FI1D,Age80+,BIMER,5563970
2024-03,FI,,0,FI1D7,Age80+,COMXBB,5563970
2024-03,FI,,0,FI1D7,Age80+,UNK,5563970
2024-03,FI,,0,FI1D7,Age80+,OTHER,5563970
2023-12,FI,,866,FI1D7,Age80+,COMXBB,5563970
2024-01,FI,,1,FI1D7,Age80+,NVXDXBB,5563970
2024-01,FI,,0,FI1D7,Age80+,UNK,5563970
2024-01,FI,,0,FI1D7,Age80+,MODXBB,5563970
2024-02,FI,,0,FI1D7,Age80+,BIMER,5563970
2024-02,FI,,0,FI1D7,Age80+,MODXBB,5563970
2023-11,FI,,0,FI1D7,Age80+,NVXDXBB,5563970
2023-12,FI,,0,FI1D7,Age80+,BIMER,5563970
2024-01,FI,,0,FI1D7,Age80+,OTHER,5563970
2023-10,FI,,70,FI1D7,Age80+,OTHER,5563970
2023-09,FI,,0,FI1D7,Age80+,BIMER,5563970
2024-02,FI,,0,FI1D7,Age80+,COMXBB,5563970
2024-03,FI,,7,FI1D7,Age80+,NVXDXBB,5563970
2023-11,FI,,63,FI1D7,Age80+,UNK,5563970
2023-09,FI,,0,FI1D7,Age80+,COMXBB,5563970
2023-10,FI,,287,FI1D7,Age80+,UNK,5563970
2023-11,FI,,0,FI1D7,Age80+,MODXBB,5563970
2023-11,FI,,9,FI1D7,Age80+,OTHER,5563970
2023-11,FI,,6141,FI1D7,Age80+,COMXBB,5563970
2024-02,FI,,15,FI1D7,Age80+,NVXDXBB,5563970
2024-02,FI,,1,FI1D7,Age80+,OTHER,5563970
2024-02,FI,,0,FI1D7,Age80+,UNK,5563970
2024-01,FI,,0,FI1D7,Age80+,BIMER,5563970
2024-01,FI,,54,FI1D7,Age80+,COMXBB,5563970
2023-10,FI,,0,FI1D7,Age80+,MODXBB,5563970
2023-10,FI,,0,FI1D7,Age80+,NVXDXBB,5563970
2024-01,FI,,0,FI1C5,AgeUNK,OTHER,5563970
2023-12,FI,,0,FI1C5,AgeUNK,MODXBB,5563970
2023-12,FI,,0,FI1C5,AgeUNK,NVXDXBB,5563970
2024-01,FI,,0,FI1C5,AgeUNK,UNK,5563970
2024-03,FI,,0,FI1C5,AgeUNK,COMXBB,5563970
2023-11,FI,,0,FI1C5,AgeUNK,OTHER,5563970
2024-03,FI,78353,0,FI1C,Age80+,UNK,5563970
2023-12,FI,78353,0,FI1C,Age80+,UNK,5563970
2023-09,FI,78353,3,FI1C,Age80+,OTHER,5563970
2024-01,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2024-01,FI,78353,0,FI1C,Age80+,BIMER,5563970
2024-01,FI,78353,602,FI1C,Age80+,COMXBB,5563970
2023-11,FI,78353,0,FI1C,Age80+,NVXDXBB,5563970
2024-03,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2024-03,FI,78353,0,FI1C,Age80+,OTHER,5563970
2024-03,FI,78353,0,FI1C,Age80+,BIMER,5563970
2023-10,FI,78353,21,FI1C,Age80+,OTHER,5563970
2023-09,FI,78353,0,FI1C,Age80+,BIMER,5563970
2023-11,FI,78353,39152,FI1C,Age80+,COMXBB,5563970
2024-03,FI,78353,4,FI1C,Age80+,NVXDXBB,5563970
2024-03,FI,78353,52,FI1C,Age80+,COMXBB,5563970
2023-10,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2023-09,FI,78353,0,FI1C,Age80+,NVXDXBB,5563970
2023-09,FI,78353,9,FI1C,Age80+,UNK,5563970
2024-01,FI,78353,1,FI1C,Age80+,NVXDXBB,5563970
2024-01,FI,78353,0,FI1C,Age80+,UNK,5563970
2024-02,FI,78353,0,FI1C,Age80+,BIMER,5563970
2024-02,FI,78353,6,FI1C,Age80+,OTHER,5563970
2024-02,FI,78353,0,FI1C,Age80+,UNK,5563970
2024-02,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2023-09,FI,78353,0,FI1C,Age80+,COMXBB,5563970
2024-02,FI,78353,106,FI1C,Age80+,COMXBB,5563970
2023-10,FI,78353,0,FI1C,Age80+,NVXDXBB,5563970
2023-10,FI,78353,374,FI1C,Age80+,UNK,5563970
2023-11,FI,78353,0,FI1C,Age80+,BIMER,5563970
2023-11,FI,78353,0,FI1C,Age80+,MODXBB,5563970
2024-01,FI,78353,5,FI1C,Age80+,OTHER,5563970
2023-12,FI,78353,0,FI1C,Age80+,BIMER,5563970
2023-11,FI,78353,143,FI1C,Age80+,OTHER,5563970
2023-11,FI,78353,312,FI1C,Age80+,UNK,5563970
2024-01,FI,3434,20,FI20,Age70_79,COMXBB,5563970
2024-01,FI,3434,0,FI20,Age70_79,BIMER,5563970
2024-01,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2023-09,FI,3434,0,FI20,Age70_79,COMXBB,5563970
2023-09,FI,3434,0,FI20,Age70_79,BIMER,5563970
2023-09,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2023-10,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2023-10,FI,3434,0,FI20,Age70_79,OTHER,5563970
2023-12,FI,3434,272,FI20,Age70_79,COMXBB,5563970
2023-11,FI,3434,0,FI20,Age70_79,OTHER,5563970
2024-03,FI,3434,0,FI20,Age70_79,MODXBB,5563970
2024-03,FI,3434,0,FI20,Age70_79,NVXDXBB,5563970
2024-01,FI,3434,2,FI20,Age70_79,OTHER,5563970
2023-12,FI,3434,0,FI20,Age70_79,BIMER,5563970
2023-12,FI,3434,2,FI20,Age70_79,OTHER,5563970
2023-12,FI,3434,0,FI20,Age70_79,UNK,5563970
2024-01,FI,,0,FI193,Age80+,MODXBB,5563970
2024-01,FI,,41,FI193,Age80+,NVXDXBB,5563970
2024-03,FI,,0,FI193,Age80+,COMXBB,5563970
