YearWeekISO,ReportingCountry,Denominator,NumberOfIndivOneDose,Region,TargetGroup,Vaccine,Population
2023-10,FI,,0,FI1C5,Age60_69,OTHER,5563970
2023-09,FI,,0,FI1C5,Age60_69,MODXBB,5563970
2023-09,FI,,1,FI1C5,Age60_69,OTHER,5563970
2023-09,FI,,0,FI1C5,Age60_69,NVXDXBB,5563970
2023-09,FI,,0,FI1C5,Age60_69,UNK,5563970
2023-11,FI,,0,FI1C5,Age60_69,BIMER,5563970
2023-11,FI,,0,FI1C5,Age60_69,UNK,5563970
2023-10,FI,,0,FI1C5,Age60_69,BIMER,5563970
2023-10,FI,,0,FI1C5,Age60_69,COMXBB,5563970
2023-09,FI,,0,FI1C5,Age60_69,COMXBB,5563970
2024-02,FI,,0,FI1C5,Age60_69,NVXDXBB,5563970
2023-10,FI,,0,FI1C5,Age60_69,UNK,5563970
2023-11,FI,,0,FI1C5,Age60_69,MODXBB,5563970
2023-11,FI,,3,FI1C5,Age60_69,OTHER,5563970
2023-11,FI,,58789,FI197,Age60+,COMXBB,5563970
2023-11,FI,,0,FI197,Age60+,NVXDXBB,5563970
2023-11,FI,,0,FI197,Age60+,BIMER,5563970
2023-10,FI,,0,FI197,Age60+,NVXDXBB,5563970
2024-02,FI,,230,FI197,Age60+,COMXBB,5563970
2024-02,FI,,1,FI197,Age60+,NVXDXBB,5563970
2024-01,FI,,0,FI197,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI197,Age60+,UNK,5563970
2023-12,FI,,3,FI197,Age60+,NVXDXBB,5563970
2023-12,FI,,0,FI197,Age60+,UNK,5563970
2024-01,FI,,1507,FI197,Age60+,COMXBB,5563970
2023-12,FI,,51,FI197,Age60+,OTHER,5563970
2023-10,FI,,2025,FI197,Age60+,COMXBB,5563970
2024-02,FI,,0,FI197,Age60+,UNK,5563970
2023-09,FI,,18,FI197,Age60+,OTHER,5563970
2023-09,FI,,0,FI197,Age60+,MODXBB,5563970
2023-09,FI,,0,FI197,Age60+,NVXDXBB,5563970
2023-11,FI,,263,FI197,Age60+,UNK,5563970
2023-12,FI,,0,FI197,Age60+,MODXBB,5563970
2024-02,FI,,0,FI197,Age60+,BIMER,5563970
2024-02,FI,,0,FI197,Age60+,MODXBB,5563970
2024-03,FI,,0,FI197,Age60+,MODXBB,5563970
2024-01,FI,,0,FI197,Age60+,BIMER,5563970
2024-01,FI,,0,FI197,Age60+,MODXBB,5563970
2024-02,FI,,0,FI197,Age60+,OTHER,5563970
2024-03,FI,,77,FI197,Age60+,COMXBB,5563970
2024-03,FI,,4,FI197,Age60+,NVXDXBB,5563970
2024-01,FI,,3,FI197,Age60+,OTHER,5563970
2024-01,FI,,0,FI197,Age60+,UNK,5563970
2023-09,FI,,0,FI197,Age60+,UNK,5563970
2024-03,FI,,0,FI197,Age60+,BIMER,5563970
2024-03,FI,,0,FI197,Age60+,OTHER,5563970
2023-10,FI,,0,FI197,Age60+,BIMER,5563970
2023-10,FI,,0,FI197,Age60+,MODXBB,5563970
2023-10,FI,,0,FI20,Age60+,COMXBB,5563970
2023-11,FI,,3353,FI20,Age60+,COMXBB,5563970
2023-11,FI,,0,FI20,Age60+,NVXDXBB,5563970
2023-12,FI,,0,FI20,Age60+,UNK,5563970
2023-12,FI,,0,FI20,Age60+,MODXBB,5563970
2023-11,FI,,397,FI20,Age60+,UNK,5563970
2023-10,FI,,0,FI20,Age60+,NVXDXBB,5563970
2023-09,FI,,3,FI20,Age60+,OTHER,5563970
2023-11,FI,,0,FI20,Age60+,BIMER,5563970
2023-11,FI,,0,FI20,Age60+,MODXBB,5563970
2024-01,FI,,0,FI20,Age60+,BIMER,5563970
2024-01,FI,,0,FI20,Age60+,UNK,5563970
2024-01,FI,,50,FI20,Age60+,COMXBB,5563970
2024-01,FI,,2,FI20,Age60+,OTHER,5563970
2024-03,FI,,0,FI20,Age60+,BIMER,5563970
2024-02,FI,,0,FI20,Age60+,MODXBB,5563970
2024-02,FI,,0,FI20,Age60+,OTHER,5563970
2024-02,FI,,9,FI20,Age60+,COMXBB,5563970
2024-03,FI,,0,FI20,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI20,Age60+,UNK,5563970
2024-02,FI,,0,FI20,Age60+,NVXDXBB,5563970
2023-12,FI,,560,FI20,Age60+,COMXBB,5563970
2023-12,FI,,0,FI20,Age60+,NVXDXBB,5563970
2024-02,FI,,0,FI20,Age60+,BIMER,5563970
2023-12,FI,,3,FI20,Age60+,OTHER,5563970
2023-09,FI,,0,FI20,Age60+,MODXBB,5563970
2024-03,FI,,2,FI20,Age60+,COMXBB,5563970
2024-01,FI,,0,FI20,Age60+,MODXBB,5563970
2024-01,FI,,0,FI20,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI20,Age60+,OTHER,5563970
2024-02,FI,,0,FI20,Age60+,UNK,5563970
2023-10,FI,,0,FI20,Age60+,OTHER,5563970
2023-10,FI,,19,FI20,Age60+,UNK,5563970
2023-12,FI,,0,FI20,Age60+,BIMER,5563970
2023-09,FI,,0,FI20,Age60+,BIMER,5563970
2023-09,FI,,0,FI200,Age60_69,UNK,5563970
2023-09,FI,,0,FI193,Age60+,COMXBB,5563970
2023-09,FI,,9,FI193,Age60+,OTHER,5563970
2023-10,FI,,0,FI193,Age60+,BIMER,5563970
2023-10,FI,,79,FI193,Age60+,COMXBB,5563970
2023-10,FI,,0,FI193,Age60+,NVXDXBB,5563970
2023-11,FI,,0,FI193,Age60+,MODXBB,5563970
2023-11,FI,,37,FI193,Age60+,OTHER,5563970
2023-10,FI,,0,FI193,Age60+,MODXBB,5563970
2023-11,FI,,0,FI193,Age60+,NVXDXBB,5563970
2023-11,FI,,1,FI193,Age60+,UNK,5563970
2023-09,FI,,0,FI193,Age60+,BIMER,5563970
2023-09,FI,,0,FI193,Age60+,UNK,5563970
2023-11,FI,,0,FI193,Age60+,BIMER,5563970
2023-12,FI,,167,FI193,Age60+,OTHER,5563970
2024-02,FI,,0,FI193,Age60+,MODXBB,5563970
2024-02,FI,,1,FI193,Age60+,OTHER,5563970
2024-01,FI,,574,FI193,Age60+,COMXBB,5563970
2024-02,FI,,0,FI193,Age60+,UNK,5563970
2023-10,FI,,2,FI193,Age60+,UNK,5563970
2024-02,FI,,18,FI193,Age60+,COMXBB,5563970
2024-02,FI,,88,FI193,Age60+,NVXDXBB,5563970
2023-12,FI,,0,FI193,Age60+,MODXBB,5563970
2023-10,FI,,2,FI193,Age60+,OTHER,5563970
2024-03,FI,,0,FI193,Age60+,BIMER,5563970
2024-03,FI,,0,FI193,Age60+,COMXBB,5563970
2023-09,FI,,0,FI193,Age60+,MODXBB,5563970
2023-09,FI,,0,FI193,Age60+,NVXDXBB,5563970
2024-01,FI,,172,FI193,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI193,Age60+,MODXBB,5563970
2024-03,FI,,24,FI193,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI193,Age60+,UNK,5563970
2024-01,FI,,2,FI193,Age60+,OTHER,5563970
2024-01,FI,,0,FI193,Age60+,UNK,5563970
2023-12,FI,,0,FI193,Age60+,BIMER,5563970
2024-02,FI,,0,FI1C3,Age60_69,MODXBB,5563970
2024-02,FI,,6,FI1C3,Age60_69,NVXDXBB,5563970
2024-02,FI,,0,FI1C3,Age60_69,UNK,5563970
2023-11,FI,,0,FI1C3,Age60_69,BIMER,5563970
2023-11,FI,,6661,FI1C3,Age60_69,COMXBB,5563970
2023-11,FI,,9,FI1C3,Age60_69,OTHER,5563970
2024-01,FI,,164,FI1C3,Age60_69,COMXBB,5563970
2024-03,FI,,0,FI1C3,Age60_69,BIMER,5563970
2024-03,FI,,0,FI1C3,Age60_69,MODXBB,5563970
2024-01,FI,,0,FI1D9,Age60_69,BIMER,5563970
2024-01,FI,,0,FI1D9,Age60_69,UNK,5563970
2024-01,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2024-01,FI,,2,FI1D9,Age60_69,NVXDXBB,5563970
2024-02,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2024-02,FI,,2,FI1D9,Age60_69,OTHER,5563970
2023-12,FI,,3542,FI1D9,Age60_69,COMXBB,5563970
2023-12,FI,,3,FI1D9,Age60_69,NVXDXBB,5563970
2024-02,FI,,0,FI1D9,Age60_69,UNK,5563970
2023-12,FI,,0,FI1D9,Age60_69,BIMER,5563970
2023-11,FI,,0,FI1D9,Age60_69,NVXDXBB,5563970
2023-10,FI,,6,FI1D9,Age60_69,OTHER,5563970
2023-10,FI,,2,FI1D9,Age60_69,UNK,5563970
2023-09,FI,,0,FI1D9,Age60_69,BIMER,5563970
2024-03,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2024-03,FI,,0,FI1D9,Age60_69,OTHER,5563970
2024-02,FI,,0,FI1D9,Age60_69,BIMER,5563970
2023-12,FI,,17,FI1D9,Age60_69,OTHER,5563970
2023-12,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2023-11,FI,,0,FI1D9,Age60_69,BIMER,5563970
2023-11,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2023-11,FI,,9,FI1D9,Age60_69,UNK,5563970
2023-11,FI,,13494,FI1D9,Age60_69,COMXBB,5563970
2023-09,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2024-02,FI,,36,FI1D9,Age60_69,NVXDXBB,5563970
2023-12,FI,,332,FI19,Age60+,OTHER,5563970
2023-11,FI,,0,FI19,Age60+,BIMER,5563970
2023-11,FI,,154589,FI19,Age60+,COMXBB,5563970
2023-12,FI,,0,FI19,Age60+,UNK,5563970
2024-02,FI,,2,FI19,Age60+,OTHER,5563970
2024-01,FI,,179,FI19,Age60+,NVXDXBB,5563970
2024-01,FI,,0,FI19,Age60+,UNK,5563970
2023-10,FI,,0,FI19,Age60+,BIMER,5563970
2023-09,FI,,0,FI19,Age60+,NVXDXBB,5563970
2024-01,FI,,0,FI19,Age60+,BIMER,5563970
2024-01,FI,,0,FI19,Age60+,MODXBB,5563970
2024-01,FI,,12,FI19,Age60+,OTHER,5563970
2023-12,FI,,249,FI19,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI19,Age60+,BIMER,5563970
2024-03,FI,,0,FI19,Age60+,MODXBB,5563970
2024-02,FI,,0,FI19,Age60+,MODXBB,5563970
2024-01,FI,,3109,FI19,Age60+,COMXBB,5563970
2024-02,FI,,106,FI19,Age60+,NVXDXBB,5563970
2024-02,FI,,0,FI19,Age60+,UNK,5563970
2024-03,FI,,190,FI19,Age60+,COMXBB,5563970
2023-09,FI,,0,FI19,Age60+,UNK,5563970
2023-09,FI,,0,FI19,Age60+,MODXBB,5563970
2023-09,FI,,67,FI19,Age60+,OTHER,5563970
2023-09,FI,,0,FI19,Age60+,COMXBB,5563970
2023-10,FI,,0,FI19,Age60+,NVXDXBB,5563970
2023-10,FI,,241,FI19,Age60+,UNK,5563970
2023-12,FI,,0,FI19,Age60+,BIMER,5563970
2023-10,FI,,0,FI19,Age60+,MODXBB,5563970
2023-09,FI,,0,FI19,Age60+,BIMER,5563970
2023-10,FI,,161,FI19,Age60+,OTHER,5563970
2023-09,FI,,0,FI194,Age60+,NVXDXBB,5563970
2023-09,FI,,0,FI194,Age60+,UNK,5563970
2023-10,FI,,7,FI194,Age60+,OTHER,5563970
2023-12,FI,,7592,FI194,Age60+,COMXBB,5563970
2023-12,FI,,1,FI194,Age60+,NVXDXBB,5563970
2024-02,FI,,47,FI1D3,Age60_69,COMXBB,5563970
2024-02,FI,,6,FI1D3,Age60_69,NVXDXBB,5563970
2024-01,FI,,0,FI1D3,Age60_69,OTHER,5563970
2024-03,FI,,11,FI1D3,Age60_69,COMXBB,5563970
2024-03,FI,,0,FI1D3,Age60_69,OTHER,5563970
2024-03,FI,,0,FI1D3,Age60_69,UNK,5563970
2023-09,FI,,0,FI1D3,Age60_69,BIMER,5563970
2023-09,FI,,0,FI1D3,Age60_69,MODXBB,5563970
2023-09,FI,,16,FI1D3,Age60_69,OTHER,5563970
2024-02,FI,,0,FI1D3,Age60_69,OTHER,5563970
2023-11,FI,,16,FI1D3,Age60_69,OTHER,5563970
2023-10,FI,,2,FI1D3,Age60_69,OTHER,5563970
2023-09,FI,,0,FI1D3,Age60_69,UNK,5563970
2023-12,FI,,1,FI1D3,Age60_69,NVXDXBB,5563970
2023-10,FI,,0,FI1D3,Age60_69,BIMER,5563970
2023-10,FI,,0,FI1D3,Age60_69,MODXBB,5563970
2023-09,FI,,0,FI1D3,Age60_69,NVXDXBB,5563970
2023-11,FI,,0,FI1D3,Age60_69,NVXDXBB,5563970
2023-11,FI,,0,FI1D3,Age60_69,UNK,5563970
2023-12,FI,,0,FI1D3,Age60_69,BIMER,5563970
2023-12,FI,,0,FI1D3,Age60_69,MODXBB,5563970
2024-02,FI,,0,FI1D3,Age60_69,BIMER,5563970
2023-11,FI,,0,FI1D3,Age60_69,MODXBB,5563970
2024-02,FI,,0,FI1D3,Age60_69,MODXBB,5563970
2023-10,FI,,7,FI1D3,Age60_69,COMXBB,5563970
2023-10,FI,,0,FI1D3,Age60_69,NVXDXBB,5563970
2024-01,FI,,0,FI1D3,Age60_69,UNK,5563970
2023-12,FI,,2993,FI1D3,Age60_69,COMXBB,5563970
2023-09,FI,,0,FI1D3,Age60_69,COMXBB,5563970
2024-01,FI,,0,FI1D3,Age60_69,BIMER,5563970
2024-01,FI,,0,FI1D3,Age60_69,MODXBB,5563970
2024-01,FI,,146,FI1D3,Age60_69,COMXBB,5563970
2024-01,FI,,1,FI1D3,Age60_69,NVXDXBB,5563970
2024-02,FI,,0,FI1D3,Age60_69,UNK,5563970
2024-01,FI,,37,FI1D5,Age60_69,COMXBB,5563970
2023-10,FI,,0,FI1D5,Age60_69,OTHER,5563970
2023-10,FI,,54,FI1D5,Age60_69,UNK,5563970
2023-12,FI,,8,FI1D5,Age60_69,OTHER,5563970
2023-11,FI,,9,FI1D5,Age60_69,OTHER,5563970
2023-10,FI,,0,FI1D5,Age60_69,BIMER,5563970
2023-10,FI,,0,FI1D5,Age60_69,MODXBB,5563970
2024-01,FI,,0,FI1D5,Age60_69,MODXBB,5563970
2024-01,FI,,0,FI1D5,Age60_69,NVXDXBB,5563970
2024-03,FI,,0,FI1D5,Age60_69,MODXBB,5563970
2024-02,FI,,0,FI1D5,Age60_69,UNK,5563970
2023-09,FI,,0,FI1D5,Age60_69,NVXDXBB,5563970
2023-09,FI,,0,FI1D5,Age60_69,UNK,5563970
2024-03,FI,,0,FI1D5,Age60_69,BIMER,5563970
2024-03,FI,,0,FI1D5,Age60_69,OTHER,5563970
2024-02,FI,,0,FI1D5,Age60_69,OTHER,5563970
2024-01,FI,,1,FI1D5,Age60_69,OTHER,5563970
2024-01,FI,,0,FI1D5,Age60_69,UNK,5563970
2024-02,FI,,0,FI1D5,Age60_69,BIMER,5563970
2024-02,FI,,0,FI1D5,Age60_69,MODXBB,5563970
2024-03,FI,,0,FI1D5,Age60_69,UNK,5563970
2023-12,FI,,105,FI1D5,Age60_69,COMXBB,5563970
2023-12,FI,,0,FI1D5,Age60_69,NVXDXBB,5563970
2024-01,FI,,0,FI1D5,Age60_69,BIMER,5563970
2023-10,FI,,0,FI1D5,Age60_69,NVXDXBB,5563970
2024-02,FI,,2,FI1D5,Age60_69,COMXBB,5563970
2024-02,FI,,2,FI1D5,Age60_69,NVXDXBB,5563970
2023-12,FI,,0,FI1D5,Age60_69,MODXBB,5563970
2023-12,FI,,0,FI1D5,Age60_69,UNK,5563970
2023-12,FI,,0,FI1D5,Age60_69,BIMER,5563970
2023-11,FI,,0,FI1D5,Age60_69,MODXBB,5563970
2023-10,FI,,1,FI1D5,Age60_69,COMXBB,5563970
2023-11,FI,,28,FI1D5,Age60_69,UNK,5563970
2023-11,FI,,2516,FI1D5,Age60_69,COMXBB,5563970
2023-10,FI,,0,FI1C5,Age60_69,MODXBB,5563970
2023-10,FI,,0,FI1C5,Age60_69,NVXDXBB,5563970
2024-01,FI,,0,FI1C5,Age60_69,NVXDXBB,5563970
2024-01,FI,,0,FI1C5,Age60_69,UNK,5563970
2023-12,FI,,630,FI1C5,Age60_69,COMXBB,5563970
2023-11,FI,,6080,FI1C5,Age60_69,COMXBB,5563970
2024-03,FI,,2,FI1C5,Age60_69,COMXBB,5563970
2024-03,FI,,0,FI1C5,Age60_69,NVXDXBB,5563970
2024-01,FI,,0,FI1C5,Age60_69,MODXBB,5563970
2024-03,FI,,0,FI1C5,Age60_69,BIMER,5563970
2024-03,FI,,0,FI1C5,Age60_69,MODXBB,5563970
2024-03,FI,,0,FI1C5,Age60_69,OTHER,5563970
2024-03,FI,,0,FI1C5,Age60_69,UNK,5563970
2024-02,FI,,0,FI1C5,Age60_69,BIMER,5563970
2024-02,FI,,0,FI1C5,Age60_69,MODXBB,5563970
2024-02,FI,,12,FI1D8,Age60_69,COMXBB,5563970
2024-03,FI,,0,FI1D8,Age60_69,UNK,5563970
2024-01,FI,,99,FI1D8,Age60_69,COMXBB,5563970
2023-12,FI,,0,FI1D8,Age60_69,MODXBB,5563970
2023-12,FI,,0,FI1D8,Age60_69,NVXDXBB,5563970
2023-11,FI,,0,FI1D8,Age60_69,MODXBB,5563970
2024-02,FI,,0,FI1D8,Age60_69,OTHER,5563970
2024-03,FI,,0,FI1D8,Age60_69,BIMER,5563970
2024-03,FI,,0,FI1D8,Age60_69,COMXBB,5563970
2023-09,FI,,0,FI1D8,Age60_69,NVXDXBB,5563970
2023-12,FI,,2,FI1D8,Age60_69,OTHER,5563970
2023-12,FI,,0,FI1D8,Age60_69,UNK,5563970
2023-11,FI,,0,FI1D8,Age60_69,BIMER,5563970
2023-11,FI,,3509,FI1D8,Age60_69,COMXBB,5563970
2023-11,FI,,0,FI1D8,Age60_69,NVXDXBB,5563970
2024-03,FI,,0,FI1D8,Age60_69,OTHER,5563970
2024-02,FI,,0,FI1D8,Age60_69,BIMER,5563970
2024-01,FI,,0,FI1D8,Age60_69,NVXDXBB,5563970
2023-09,FI,,2,FI1D8,Age60_69,OTHER,5563970
2023-09,FI,,0,FI20,Age60+,COMXBB,5563970
2023-09,FI,,0,FI20,Age60+,NVXDXBB,5563970
2023-09,FI,,0,FI20,Age60+,UNK,5563970
2024-03,FI,,0,FI20,Age60+,MODXBB,5563970
2023-11,FI,,0,FI20,Age60+,OTHER,5563970
2023-10,FI,,0,FI20,Age60+,BIMER,5563970
2023-10,FI,,0,FI20,Age60+,MODXBB,5563970
2023-10,FI,,1003,FI197,Age70_79,COMXBB,5563970
2023-11,FI,,0,FI197,Age70_79,NVXDXBB,5563970
2023-11,FI,,122,FI197,Age70_79,UNK,5563970
2023-11,FI,,0,FI197,Age70_79,MODXBB,5563970
2023-12,FI,,0,FI197,Age70_79,BIMER,5563970
2023-12,FI,,0,FI197,Age70_79,MODXBB,5563970
2023-12,FI,,7153,FI197,Age70_79,COMXBB,5563970
2024-02,FI,,0,FI197,Age70_79,MODXBB,5563970
2024-01,FI,,0,FI197,Age70_79,UNK,5563970
2023-11,FI,,25,FI197,Age70_79,OTHER,5563970
2024-02,FI,,0,FI197,Age70_79,BIMER,5563970
2024-02,FI,,98,FI197,Age70_79,COMXBB,5563970
2024-03,FI,,0,FI197,Age70_79,OTHER,5563970
2024-03,FI,,0,FI197,Age70_79,UNK,5563970
2023-09,FI,,0,FI197,Age70_79,NVXDXBB,5563970
2024-01,FI,,0,FI197,Age70_79,MODXBB,5563970
2024-01,FI,,2,FI197,Age70_79,OTHER,5563970
2024-01,FI,,668,FI197,Age70_79,COMXBB,5563970
2024-01,FI,,0,FI197,Age70_79,NVXDXBB,5563970
2024-01,FI,,0,FI197,Age70_79,BIMER,5563970
2023-10,FI,,0,FI197,Age70_79,BIMER,5563970
2024-02,FI,,0,FI197,Age70_79,OTHER,5563970
2023-09,FI,,0,FI197,Age70_79,MODXBB,5563970
2023-09,FI,,4,FI197,Age70_79,OTHER,5563970
2024-03,FI,,26,FI197,Age70_79,COMXBB,5563970
2024-03,FI,,2,FI197,Age70_79,NVXDXBB,5563970
2024-03,FI,,0,FI197,Age70_79,BIMER,5563970
2023-12,FI,,0,FI197,Age60+,BIMER,5563970
2023-12,FI,,16262,FI197,Age60+,COMXBB,5563970
2023-12,FI,,3,FI200,Age60+,OTHER,5563970
2023-10,FI,,0,FI200,Age60+,COMXBB,5563970
2023-10,FI,,0,FI200,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI200,Age60+,NVXDXBB,5563970
2023-11,FI,,0,FI200,Age60+,BIMER,5563970
2024-01,FI,,0,FI200,Age60+,MODXBB,5563970
2023-11,FI,,0,FI200,Age60+,MODXBB,5563970
2023-11,FI,,0,FI200,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI200,Age60+,UNK,5563970
2024-02,FI,,0,FI200,Age60+,BIMER,5563970
2024-02,FI,,9,FI200,Age60+,COMXBB,5563970
2024-02,FI,,0,FI200,Age60+,UNK,5563970
2024-03,FI,,0,FI200,Age60+,MODXBB,5563970
2024-03,FI,,0,FI200,Age60+,OTHER,5563970
2024-01,FI,,50,FI200,Age60+,COMXBB,5563970
2024-03,FI,,2,FI200,Age60+,COMXBB,5563970
2024-03,FI,,0,FI200,Age60+,BIMER,5563970
2023-12,FI,,0,FI200,Age60+,UNK,5563970
2023-11,FI,,3353,FI200,Age60+,COMXBB,5563970
2024-02,FI,,0,FI200,Age60+,OTHER,5563970
2023-10,FI,,0,FI200,Age60+,OTHER,5563970
2023-12,FI,,0,FI200,Age60+,NVXDXBB,5563970
2024-01,FI,,0,FI200,Age60+,BIMER,5563970
2024-01,FI,,0,FI200,Age60+,NVXDXBB,5563970
2024-01,FI,,0,FI200,Age60+,UNK,5563970
2023-12,FI,,560,FI200,Age60+,COMXBB,5563970
2024-02,FI,,0,FI200,Age60+,MODXBB,5563970
2024-02,FI,,0,FI200,Age60+,NVXDXBB,5563970
2023-09,FI,,3,FI200,Age60+,OTHER,5563970
2023-10,FI,,0,FI200,Age60+,MODXBB,5563970
2024-01,FI,,2,FI200,Age60+,OTHER,5563970
2023-12,FI,,0,FI200,Age60+,BIMER,5563970
2023-12,FI,,0,FI200,Age60+,MODXBB,5563970
2023-12,FI,,12994,FI193,Age60+,COMXBB,5563970
2024-01,FI,,0,FI193,Age60+,BIMER,5563970
2024-01,FI,,0,FI193,Age60+,MODXBB,5563970
2023-12,FI,,245,FI193,Age60+,NVXDXBB,5563970
2023-12,FI,,0,FI193,Age60+,UNK,5563970
2023-11,FI,,24532,FI193,Age60+,COMXBB,5563970
2024-02,FI,,0,FI193,Age60+,BIMER,5563970
2024-03,FI,,0,FI193,Age60+,OTHER,5563970
2024-03,FI,,0,FI1B,Age60+,UNK,5563970
2024-02,FI,,708,FI1B,Age60+,COMXBB,5563970
2023-09,FI,,0,FI1B,Age60+,COMXBB,5563970
2023-10,FI,,0,FI1B,Age60+,NVXDXBB,5563970
2023-10,FI,,677,FI1B,Age60+,UNK,5563970
2023-11,FI,,0,FI1B,Age60+,BIMER,5563970
2023-11,FI,,0,FI1B,Age60+,MODXBB,5563970
2023-12,FI,,140,FI1B,Age60+,OTHER,5563970
2024-02,FI,,0,FI1B,Age60+,MODXBB,5563970
2024-02,FI,,176,FI1B,Age60+,NVXDXBB,5563970
2024-03,FI,,2,FI1B,Age60+,OTHER,5563970
2024-03,FI,,263,FI1B,Age60+,NVXDXBB,5563970
2024-02,FI,,0,FI1B,Age60+,BIMER,5563970
2024-01,FI,,10,FI1B,Age60+,OTHER,5563970
2023-11,FI,,1604,FI1B,Age60+,OTHER,5563970
2023-11,FI,,4036,FI1B,Age60+,UNK,5563970
2023-10,FI,,0,FI1B,Age60+,BIMER,5563970
2023-10,FI,,2000,FI1B,Age60+,COMXBB,5563970
2024-01,FI,,2811,FI1B,Age60+,COMXBB,5563970
2024-01,FI,,9,FI1B,Age60+,NVXDXBB,5563970
2024-02,FI,,0,FI1B,Age60+,OTHER,5563970
2024-02,FI,,0,FI1B,Age60+,UNK,5563970
2024-01,FI,,0,FI1B,Age60+,BIMER,5563970
2023-11,FI,,0,FI1B,Age60+,NVXDXBB,5563970
2023-10,FI,,0,FI1B,Age60+,MODXBB,5563970
2024-03,FI,,21,FI1B,Age60+,COMXBB,5563970
2024-03,FI,,0,FI1B,Age60+,BIMER,5563970
2024-03,FI,,0,FI1D9,Age60_69,BIMER,5563970
2024-03,FI,,14,FI1D9,Age60_69,NVXDXBB,5563970
2024-03,FI,,0,FI1D9,Age60_69,UNK,5563970
2024-02,FI,,4,FI1D9,Age60_69,COMXBB,5563970
2023-11,FI,,15,FI1D9,Age60_69,OTHER,5563970
2024-01,FI,,201,FI1D9,Age60_69,COMXBB,5563970
2024-01,FI,,0,FI1D9,Age60_69,OTHER,5563970
2024-03,FI,,1,FI1D9,Age60_69,COMXBB,5563970
2023-09,FI,,3,FI1D9,Age60_69,OTHER,5563970
2023-10,FI,,0,FI1D9,Age60_69,MODXBB,5563970
2023-10,FI,,0,FI1D9,Age60_69,NVXDXBB,5563970
2023-10,FI,,0,FI1D9,Age60_69,BIMER,5563970
2023-10,FI,,25,FI1D9,Age60_69,COMXBB,5563970
2023-09,FI,,0,FI1D9,Age60_69,COMXBB,5563970
2023-09,FI,,0,FI1D9,Age60_69,NVXDXBB,5563970
2023-09,FI,,0,FI1D9,Age60_69,UNK,5563970
2023-12,FI,,0,FI1D9,Age60_69,UNK,5563970
2023-12,FI,,18,FI1D,Age60+,NVXDXBB,5563970
2023-12,FI,,0,FI1D,Age60+,UNK,5563970
2023-09,FI,,0,FI1D,Age60+,COMXBB,5563970
2023-09,FI,,0,FI1D,Age60+,NVXDXBB,5563970
2023-10,FI,,647,FI1D,Age60+,COMXBB,5563970
2023-10,FI,,163,FI1D,Age60+,OTHER,5563970
2023-09,FI,,0,FI1D,Age60+,MODXBB,5563970
2023-09,FI,,0,FI1D,Age60+,UNK,5563970
2023-09,FI,,79,FI1D,Age60+,OTHER,5563970
2023-10,FI,,0,FI1D,Age60+,BIMER,5563970
2023-10,FI,,1117,FI1D,Age60+,UNK,5563970
2024-01,FI,,0,FI1D,Age60+,MODXBB,5563970
2023-11,FI,,0,FI1D,Age60+,MODXBB,5563970
2023-11,FI,,234,FI1D,Age60+,OTHER,5563970
2024-03,FI,,47,FI1D,Age60+,COMXBB,5563970
2024-03,FI,,202,FI1D,Age60+,NVXDXBB,5563970
2024-03,FI,,0,FI1D,Age60+,UNK,5563970
2023-12,FI,,0,FI194,Age60+,UNK,5563970
2023-12,FI,,0,FI194,Age60+,MODXBB,5563970
2023-12,FI,,75,FI194,Age60+,OTHER,5563970
2023-11,FI,,0,FI194,Age60+,BIMER,5563970
2023-09,FI,,4,FI194,Age60+,OTHER,5563970
2023-10,FI,,0,FI194,Age60+,MODXBB,5563970
2023-10,FI,,0,FI194,Age60+,NVXDXBB,5563970
2023-09,FI,,0,FI194,Age60+,COMXBB,5563970
2023-09,FI,,0,FI194,Age60+,BIMER,5563970
2024-02,FI,,0,FI194,Age60+,OTHER,5563970
2024-02,FI,,0,FI194,Age60+,UNK,5563970
2024-01,FI,,0,FI194,Age60+,BIMER,5563970
2024-01,FI,,462,FI194,Age60+,COMXBB,5563970
2024-03,FI,,2,FI194,Age60+,COMXBB,5563970
2024-03,FI,,24,FI194,Age60+,NVXDXBB,5563970
2023-11,FI,,21045,FI194,Age60+,COMXBB,5563970
2024-01,FI,,0,FI194,Age60+,MODXBB,5563970
2023-09,FI,,0,FI194,Age60+,MODXBB,5563970
2024-03,FI,,0,FI194,Age60+,BIMER,5563970
2023-10,FI,,0,FI194,Age60+,UNK,5563970
2023-11,FI,,0,FI194,Age60+,MODXBB,5563970
2023-11,FI,,23,FI194,Age60+,OTHER,5563970
