"rep","month","VE_inf","VE_sev"
136,24,0.501382512033139,0.510105681066438
136,25,0.483512191118629,0.491924448171004
136,26,0.46575934284951,0.473862731737246
136,27,0.448177407318101,0.45597490162058
136,28,0.430814304190917,0.438309711204977
136,29,0.413712636015144,0.420910504246601
136,30,0.396909924408205,0.403815455172664
136,31,0.380438869899616,0.387057833444064
136,32,0.364327627696765,0.370666284119009
136,33,0.348600092946557,0.3546651180777
136,34,0.33327619018762,0.339074606510502
136,35,0.318372162654719,0.323911275255739
136,36,0.303900857927412,0.309188195418134
137,0,0.768845617375255,0.813234892676292
137,1,0.768716043081076,0.813097837414691
137,2,0.76788549210469,0.812219334606222
137,3,0.765843004130239,0.810058923658748
137,4,0.762247881125998,0.806256236351388
137,5,0.756895038992705,0.800594348061457
137,6,0.74968611848257,0.792969220773374
137,7,0.740605500462077,0.783364333583484
137,8,0.729700488589423,0.771829721225067
137,9,0.717065024997941,0.758464749577295
137,10,0.702826393575003,0.743404051258404
137,11,0.687134442616879,0.7268061260509
137,12,0.670152925527793,0.708844181656174
137,13,0.6520526161343,0.689698851521788
137,14,0.633005905258919,0.669552479448476
137,15,0.613182628451168,0.648584706435372
137,16,0.592746912094675,0.626969134697224
137,17,0.571854857270253,0.604870877805381
137,18,0.550652908433501,0.582444835181055
137,19,0.529276777753102,0.559834554330323
137,20,0.507850816368831,0.537171565801743
137,21,0.486487741317206,0.514575094346064
137,22,0.465288641830515,0.492152065578927
137,23,0.444343201484337,0.469997340954063
137,24,0.423730083547776,0.448194125361718
137,25,0.403517436139132,0.426814501449457
137,26,0.383763481633236,0.405920053058925
137,27,0.364517161401396,0.385562547189818
137,28,0.345818812560916,0.365784649821522
137,29,0.327700858116218,0.346620655899506
137,30,0.310188495815559,0.328097217963157
137,31,0.293300374336893,0.310234061371208
137,32,0.277049248149341,0.29304467697162
137,33,0.261442604655679,0.276536984452107
137,34,0.246483259077447,0.26071396157093
137,35,0.23216991405933,0.245574236070009
137,36,0.218497682195987,0.231112638369825
138,0,0.765091162644566,0.804639767842664
138,1,0.764995091143695,0.804538730274944
138,2,0.764374088642519,0.803885627307909
138,3,0.762832440455174,0.802264289224127
138,4,0.760092521747669,0.799382740383471
138,5,0.755973050539085,0.795050328092297
138,6,0.75037061909914,0.789158299333777
138,7,0.743244062010047,0.781663360793559
138,8,0.734601274522756,0.772573815838876
138,9,0.724488143604486,0.761937923396842
138,10,0.712979297002584,0.749834168824796
138,11,0.700170413411645,0.73636317657949
138,12,0.686171870023765,0.72164102940055
138,13,0.671103532895958,0.705793789384884
138,14,0.655090521154927,0.68895304323742
138,15,0.638259798494983,0.67125231757891
138,16,0.620737465080371,0.652824230862995
138,17,0.602646640166791,0.63379826654754
138,18,0.584105840799368,0.614299067985301
138,19,0.565227775083413,0.5944451693172
138,20,0.546118479988008,0.574348088707805
138,21,0.526876743632593,0.554111720769122
138,22,0.507593760701795,0.533831974163344
138,23,0.488352977191425,0.513596608323565
138,24,0.46923008724836,0.493485230130301
138,25,0.4502931505518,0.473569417360353
138,26,0.431602803601937,0.453912940897269
138,27,0.413212542529965,0.434572062160191
138,28,0.395169058705156,0.415595886058924
138,29,0.377512611564625,0.397026753095767
138,30,0.360277425794906,0.378900657077959
138,31,0.343492102309107,0.361247677338796
138,32,0.327180034439674,0.344092416443969
138,33,0.311359822449178,0.327454436128976
138,34,0.296045680888934,0.31134868571467
138,35,0.28124783454182,0.295785918516895
138,36,0.266972899701301,0.280773092834342
139,0,0.767448472774567,0.777835103995332
139,1,0.767327088805402,0.777712077218124
139,2,0.766547566723952,0.776922005101491
139,3,0.764626502682495,0.774974941420373
139,4,0.761237759668075,0.771540335230455
139,5,0.756181146688618,0.766415286159056
139,6,0.749356195569475,0.759497966297399
139,7,0.740740294292259,0.750765457596525
139,8,0.730370535985835,0.74025535520291
139,9,0.718328729987053,0.728050575659222
139,10,0.704729097418823,0.714266885954603
139,11,0.689708239886169,0.699042736457282
139,12,0.673417027399243,0.6825310390489
139,13,0.656014101578806,0.664892582402523
139,14,0.637660733536201,0.646290820269266
139,15,0.61851681338196,0.626887806708997
139,16,0.59873778083867,0.606841085162186
139,17,0.578472334558158,0.586301366765034
139,18,0.557860782034929,0.565410857930677
