DATAFLOW,LAST UPDATE,freq,unit,month,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Denmark,2019,4898,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Denmark,2020,4821,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Denmark,2021,4989,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Denmark,2022,4484,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Denmark,2023,4525,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Denmark,2024,4729,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2015,1128,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2016,1192,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2017,1121,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2018,1217,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2019,1178,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2020,1056,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2021,1093,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2022,918,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2023,864,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Estonia,2024,883,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2015,7083,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2016,6976,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2017,6418,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2018,6094,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2019,6307,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2020,6399,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2021,6560,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2022,5561,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2023,5010,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Greece,2024,5316,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2015,33689,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2016,31613,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2017,30600,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2018,29302,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2019,28780,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2020,27218,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2021,27267,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2022,25352,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2023,24851,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Spain,2024,24807,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2015,4629,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2016,4458,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2017,4062,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2018,3989,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2019,3750,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2020,3758,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2021,4025,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2022,3496,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2023,3392,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Finland,2024,3503,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2015,63015,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2016,60789,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2017,60709,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2018,58868,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2019,59174,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2020,57744,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2021,60408,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2022,57700,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2023,53887,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,France,2024,53400,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2015,4538,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2016,4304,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2017,3921,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2018,3686,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2019,3525,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2020,3469,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2021,3509,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2022,3113,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2023,3086,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Georgia,2024,3080,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2015,3126,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2016,2796,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2017,2682,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2018,2660,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2019,2775,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2020,2709,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2021,2889,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2022,2533,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2023,2373,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Croatia,2024,2601,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2015,7309,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2016,7096,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2017,7122,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2018,7018,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2019,7257,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2020,7227,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2021,7097,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2022,6581,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2023,6617,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Hungary,2024,6380,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2015,5169,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2016,5237,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2017,4815,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2018,4720,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2019,4755,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2020,4492,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2021,4884,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2022,4204,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2023,4169,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Ireland,2024,4724,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2015,353,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2016,290,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2017,327,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2018,322,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2019,362,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2020,345,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2021,420,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2022,367,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2023,379,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Iceland,2024,311,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2015,38238,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2016,32823,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2017,31228,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2018,31370,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2019,31300,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2020,30145,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2021,30586,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2022,27605,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2023,26990,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Italy,2024,27440,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2015,24,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2016,17,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2017,27,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2018,28,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2019,33,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2020,20,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2021,27,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2022,32,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2023,35,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Liechtenstein,2024,29,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2015,2457,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2016,2522,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2017,2302,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2018,2243,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2019,2165,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2020,2009,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2021,1944,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2022,1772,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2023,1563,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Lithuania,2024,1553,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2015,468,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2016,506,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2017,485,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2018,439,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2019,501,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2020,527,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2021,540,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2022,496,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2023,481,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Luxembourg,2024,522,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2015,1784,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2016,1872,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2017,1746,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2018,1646,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2019,1541,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2020,1551,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2021,1362,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2022,1305,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2023,1183,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Latvia,2024,1061,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Monaco,2023,19,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2015,3178,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2016,3249,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2017,2744,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2018,2751,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2019,2593,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2020,2543,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2021,2207,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2022,2188,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2023,1926,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Moldova,2024,1623,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2015,603,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2016,565,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2017,544,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2018,531,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2019,553,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2020,500,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2021,519,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2022,494,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2023,494,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Montenegro,2024,532,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2015,1832,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2016,1878,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2017,1749,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2018,1672,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2019,1556,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2020,1456,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2021,1603,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2022,1364,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2023,1238,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,North Macedonia,2024,1293,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2015,348,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2016,336,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2017,312,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2018,321,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2019,333,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2020,384,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2021,368,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2022,313,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2023,346,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Malta,2024,342,f,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2015,13241,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2016,13823,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2017,13413,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2018,13417,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2019,13717,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2020,13375,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2021,14517,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2022,12890,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2023,12876,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Netherlands,2024,13171,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2015,5113,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2016,5209,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2017,4880,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2018,4805,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2019,4560,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2020,4509,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2021,4672,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2022,4264,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2023,4295,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Norway,2024,4586,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2015,29964,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2016,31130,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2017,32186,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2018,31664,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2019,31240,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2020,29491,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2021,27621,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2022,25255,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2023,22156,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Poland,2024,21740,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2015,6689,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2016,6919,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2017,7000,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2018,6720,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2019,6782,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2020,6921,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2021,6289,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2022,6206,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2023,6607,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Portugal,2024,6832,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2015,15724,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2016,15489,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2017,15322,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2018,15268,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2019,15797,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2020,15363,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2021,15255,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2022,13618,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2023,12458,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Romania,2024,11829,p,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2015,5204,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2016,4908,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2017,4816,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2018,4618,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2019,4997,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2020,4672,,
ESTAT:DEMO_FMONTH(1.0),15/05/25 23:00:00,Annual,Number,April,Serbia,2021,4682,,
