location_name,iso2_code,yearweek,week_end_date,age,value,source
Estonia,EE,2017-W41,2017-10-15,0-4,0.0,sentinel
Estonia,EE,2017-W41,2017-10-15,15-64,0.0,sentinel
Estonia,EE,2017-W41,2017-10-15,5-14,0.0,sentinel
Estonia,EE,2017-W41,2017-10-15,65+,0.0,sentinel
Estonia,EE,2017-W41,2017-10-15,total,0.0,sentinel
Estonia,EE,2017-W40,2017-10-08,0-4,0.0,sentinel
Estonia,EE,2017-W40,2017-10-08,15-64,0.0,sentinel
Estonia,EE,2017-W40,2017-10-08,5-14,0.0,sentinel
Estonia,EE,2017-W40,2017-10-08,65+,0.0,sentinel
Estonia,EE,2017-W40,2017-10-08,total,0.0,sentinel
Estonia,EE,2017-W39,2017-10-01,0-4,0.0,sentinel
Estonia,EE,2017-W39,2017-10-01,15-64,0.0,sentinel
Estonia,EE,2017-W39,2017-10-01,5-14,0.0,sentinel
Estonia,EE,2017-W39,2017-10-01,65+,0.0,sentinel
Estonia,EE,2017-W39,2017-10-01,total,0.0,sentinel
Estonia,EE,2017-W38,2017-09-24,0-4,0.0,sentinel
Estonia,EE,2017-W38,2017-09-24,15-64,0.0,sentinel
Estonia,EE,2017-W38,2017-09-24,5-14,0.0,sentinel
Estonia,EE,2017-W38,2017-09-24,65+,0.0,sentinel
Estonia,EE,2017-W38,2017-09-24,total,0.0,sentinel
Estonia,EE,2017-W37,2017-09-17,0-4,0.0,sentinel
Estonia,EE,2017-W37,2017-09-17,15-64,0.0,sentinel
Estonia,EE,2017-W37,2017-09-17,5-14,0.0,sentinel
Estonia,EE,2017-W37,2017-09-17,65+,0.0,sentinel
Estonia,EE,2017-W37,2017-09-17,total,0.0,sentinel
Estonia,EE,2017-W36,2017-09-10,0-4,0.0,sentinel
Estonia,EE,2017-W36,2017-09-10,15-64,0.0,sentinel
Estonia,EE,2017-W36,2017-09-10,5-14,0.0,sentinel
Estonia,EE,2017-W36,2017-09-10,65+,0.0,sentinel
Estonia,EE,2017-W36,2017-09-10,total,0.0,sentinel
Estonia,EE,2017-W35,2017-09-03,0-4,,sentinel
Estonia,EE,2017-W35,2017-09-03,15-64,,sentinel
Estonia,EE,2017-W35,2017-09-03,5-14,,sentinel
Estonia,EE,2017-W35,2017-09-03,65+,,sentinel
Estonia,EE,2017-W35,2017-09-03,total,,sentinel
Estonia,EE,2017-W34,2017-08-27,0-4,0.0,sentinel
Estonia,EE,2017-W34,2017-08-27,15-64,0.0,sentinel
Estonia,EE,2017-W34,2017-08-27,5-14,0.0,sentinel
Estonia,EE,2017-W34,2017-08-27,65+,0.0,sentinel
Estonia,EE,2017-W34,2017-08-27,total,0.0,sentinel
Estonia,EE,2017-W33,2017-08-20,0-4,,sentinel
Estonia,EE,2017-W33,2017-08-20,15-64,,sentinel
Estonia,EE,2017-W33,2017-08-20,5-14,,sentinel
Estonia,EE,2017-W33,2017-08-20,65+,,sentinel
Estonia,EE,2017-W33,2017-08-20,total,,sentinel
Estonia,EE,2017-W32,2017-08-13,0-4,0.0,sentinel
Estonia,EE,2017-W32,2017-08-13,15-64,0.0,sentinel
Estonia,EE,2017-W32,2017-08-13,5-14,0.0,sentinel
Estonia,EE,2017-W32,2017-08-13,65+,0.0,sentinel
Estonia,EE,2017-W32,2017-08-13,total,0.0,sentinel
Estonia,EE,2017-W31,2017-08-06,0-4,16.333333333333332,sentinel
Estonia,EE,2017-W31,2017-08-06,15-64,3.4333333333333336,sentinel
Estonia,EE,2017-W31,2017-08-06,5-14,2.0666666666666664,sentinel
Estonia,EE,2017-W31,2017-08-06,65+,0.0,sentinel
Estonia,EE,2017-W31,2017-08-06,total,3.3999999999999995,sentinel
Estonia,EE,2017-W30,2017-07-30,0-4,0.0,sentinel
Estonia,EE,2017-W30,2017-07-30,15-64,0.0,sentinel
Estonia,EE,2017-W30,2017-07-30,5-14,0.0,sentinel
Estonia,EE,2017-W30,2017-07-30,65+,0.0,sentinel
Estonia,EE,2017-W30,2017-07-30,total,0.0,sentinel
Estonia,EE,2017-W29,2017-07-23,0-4,0.0,sentinel
Estonia,EE,2017-W29,2017-07-23,15-64,0.0,sentinel
Estonia,EE,2017-W29,2017-07-23,5-14,0.0,sentinel
Estonia,EE,2017-W29,2017-07-23,65+,0.0,sentinel
Estonia,EE,2017-W29,2017-07-23,total,0.0,sentinel
Estonia,EE,2017-W28,2017-07-16,0-4,61.3,sentinel
Estonia,EE,2017-W28,2017-07-16,15-64,8.9,sentinel
Estonia,EE,2017-W28,2017-07-16,5-14,21.8,sentinel
Estonia,EE,2017-W28,2017-07-16,65+,3.85,sentinel
Estonia,EE,2017-W28,2017-07-16,total,12.1,sentinel
Estonia,EE,2017-W27,2017-07-09,0-4,0.0,sentinel
Estonia,EE,2017-W27,2017-07-09,15-64,0.0,sentinel
Estonia,EE,2017-W27,2017-07-09,5-14,0.0,sentinel
Estonia,EE,2017-W27,2017-07-09,65+,0.0,sentinel
Estonia,EE,2017-W27,2017-07-09,total,0.0,sentinel
Estonia,EE,2017-W26,2017-07-02,0-4,0.0,sentinel
Estonia,EE,2017-W26,2017-07-02,15-64,0.0,sentinel
Estonia,EE,2017-W26,2017-07-02,5-14,0.0,sentinel
Estonia,EE,2017-W26,2017-07-02,65+,0.0,sentinel
Estonia,EE,2017-W26,2017-07-02,total,0.0,sentinel
Estonia,EE,2017-W25,2017-06-25,0-4,0.0,sentinel
Estonia,EE,2017-W25,2017-06-25,15-64,0.0,sentinel
Estonia,EE,2017-W25,2017-06-25,5-14,0.0,sentinel
Estonia,EE,2017-W25,2017-06-25,65+,0.0,sentinel
Estonia,EE,2017-W25,2017-06-25,total,0.0,sentinel
Estonia,EE,2017-W24,2017-06-18,0-4,0.0,sentinel
Estonia,EE,2017-W24,2017-06-18,15-64,0.0,sentinel
Estonia,EE,2017-W24,2017-06-18,5-14,0.0,sentinel
Estonia,EE,2017-W24,2017-06-18,65+,0.0,sentinel
Estonia,EE,2017-W24,2017-06-18,total,0.0,sentinel
Estonia,EE,2017-W23,2017-06-11,0-4,0.0,sentinel
Estonia,EE,2017-W23,2017-06-11,15-64,0.0,sentinel
Estonia,EE,2017-W23,2017-06-11,5-14,0.0,sentinel
Estonia,EE,2017-W23,2017-06-11,65+,0.0,sentinel
Estonia,EE,2017-W23,2017-06-11,total,0.0,sentinel
Estonia,EE,2017-W22,2017-06-04,0-4,0.0,sentinel
Estonia,EE,2017-W22,2017-06-04,15-64,0.0,sentinel
Estonia,EE,2017-W22,2017-06-04,5-14,0.0,sentinel
Estonia,EE,2017-W22,2017-06-04,65+,0.0,sentinel
Estonia,EE,2017-W22,2017-06-04,total,0.0,sentinel
Estonia,EE,2017-W21,2017-05-28,0-4,0.0,sentinel
Estonia,EE,2017-W21,2017-05-28,15-64,0.0,sentinel
Estonia,EE,2017-W21,2017-05-28,5-14,0.0,sentinel
Estonia,EE,2017-W21,2017-05-28,65+,0.0,sentinel
Estonia,EE,2017-W21,2017-05-28,total,0.0,sentinel
Estonia,EE,2017-W20,2017-05-21,0-4,0.0,sentinel
Estonia,EE,2017-W20,2017-05-21,15-64,0.0,sentinel
Estonia,EE,2017-W20,2017-05-21,5-14,0.0,sentinel
Estonia,EE,2017-W20,2017-05-21,65+,0.0,sentinel
Estonia,EE,2017-W20,2017-05-21,total,0.0,sentinel
Estonia,EE,2017-W19,2017-05-14,0-4,0.0,sentinel
Estonia,EE,2017-W19,2017-05-14,15-64,0.0,sentinel
Estonia,EE,2017-W19,2017-05-14,5-14,0.0,sentinel
Estonia,EE,2017-W19,2017-05-14,65+,0.0,sentinel
Estonia,EE,2017-W19,2017-05-14,total,0.0,sentinel
Estonia,EE,2017-W18,2017-05-07,0-4,,sentinel
Estonia,EE,2017-W18,2017-05-07,15-64,,sentinel
Estonia,EE,2017-W18,2017-05-07,5-14,,sentinel
Estonia,EE,2017-W18,2017-05-07,65+,,sentinel
Estonia,EE,2017-W18,2017-05-07,total,,sentinel
Estonia,EE,2017-W17,2017-04-30,0-4,0.0,sentinel
Estonia,EE,2017-W17,2017-04-30,15-64,0.0,sentinel
Estonia,EE,2017-W17,2017-04-30,5-14,0.0,sentinel
Estonia,EE,2017-W17,2017-04-30,65+,0.0,sentinel
Estonia,EE,2017-W17,2017-04-30,total,0.0,sentinel
Estonia,EE,2017-W16,2017-04-23,0-4,0.0,sentinel
Estonia,EE,2017-W16,2017-04-23,15-64,0.0,sentinel
Estonia,EE,2017-W16,2017-04-23,5-14,0.0,sentinel
Estonia,EE,2017-W16,2017-04-23,65+,0.0,sentinel
Estonia,EE,2017-W16,2017-04-23,total,0.0,sentinel
Estonia,EE,2017-W15,2017-04-16,0-4,0.0,sentinel
Estonia,EE,2017-W15,2017-04-16,15-64,0.0,sentinel
Estonia,EE,2017-W15,2017-04-16,5-14,0.0,sentinel
Estonia,EE,2017-W15,2017-04-16,65+,0.0,sentinel
Estonia,EE,2017-W15,2017-04-16,total,0.0,sentinel
Estonia,EE,2017-W14,2017-04-09,0-4,0.0,sentinel
Estonia,EE,2017-W14,2017-04-09,15-64,0.0,sentinel
Estonia,EE,2017-W14,2017-04-09,5-14,0.0,sentinel
Estonia,EE,2017-W14,2017-04-09,65+,0.0,sentinel
Estonia,EE,2017-W14,2017-04-09,total,0.0,sentinel
Estonia,EE,2017-W13,2017-04-02,0-4,27.872727272727275,sentinel
Estonia,EE,2017-W13,2017-04-02,15-64,3.827272727272728,sentinel
Estonia,EE,2017-W13,2017-04-02,5-14,13.6,sentinel
Estonia,EE,2017-W13,2017-04-02,65+,3.836363636363637,sentinel
Estonia,EE,2017-W13,2017-04-02,total,6.072727272727272,sentinel
Estonia,EE,2017-W12,2017-03-26,0-4,,sentinel
Estonia,EE,2017-W12,2017-03-26,15-64,,sentinel
Estonia,EE,2017-W12,2017-03-26,5-14,,sentinel
Estonia,EE,2017-W12,2017-03-26,65+,,sentinel
Estonia,EE,2017-W12,2017-03-26,total,,sentinel
Estonia,EE,2017-W11,2017-03-19,0-4,33.285714285714285,sentinel
Estonia,EE,2017-W11,2017-03-19,15-64,3.142857142857143,sentinel
Estonia,EE,2017-W11,2017-03-19,5-14,15.135714285714286,sentinel
Estonia,EE,2017-W11,2017-03-19,65+,3.2857142857142856,sentinel
Estonia,EE,2017-W11,2017-03-19,total,5.957142857142857,sentinel
Estonia,EE,2017-W10,2017-03-12,0-4,31.528571428571425,sentinel
Estonia,EE,2017-W10,2017-03-12,15-64,4.414285714285714,sentinel
Estonia,EE,2017-W10,2017-03-12,5-14,16.02857142857143,sentinel
Estonia,EE,2017-W10,2017-03-12,65+,2.7357142857142853,sentinel
Estonia,EE,2017-W10,2017-03-12,total,6.728571428571429,sentinel
Estonia,EE,2017-W09,2017-03-05,0-4,134.88,sentinel
Estonia,EE,2017-W09,2017-03-05,15-64,12.54,sentinel
Estonia,EE,2017-W09,2017-03-05,5-14,48.620000000000005,sentinel
Estonia,EE,2017-W09,2017-03-05,65+,11.5,sentinel
Estonia,EE,2017-W09,2017-03-05,total,22.4,sentinel
Estonia,EE,2017-W08,2017-02-26,0-4,185.96666666666667,sentinel
Estonia,EE,2017-W08,2017-02-26,15-64,23.64444444444444,sentinel
Estonia,EE,2017-W08,2017-02-26,5-14,50.90555555555556,sentinel
Estonia,EE,2017-W08,2017-02-26,65+,19.366666666666667,sentinel
Estonia,EE,2017-W08,2017-02-26,total,34.144444444444446,sentinel
Estonia,EE,2017-W07,2017-02-19,0-4,200.3,sentinel
Estonia,EE,2017-W07,2017-02-19,15-64,24.33333333333333,sentinel
Estonia,EE,2017-W07,2017-02-19,5-14,89.33333333333333,sentinel
Estonia,EE,2017-W07,2017-02-19,65+,17.9,sentinel
Estonia,EE,2017-W07,2017-02-19,total,39.03333333333333,sentinel
Estonia,EE,2017-W06,2017-02-12,0-4,279.585,sentinel
Estonia,EE,2017-W06,2017-02-12,15-64,48.0225,sentinel
Estonia,EE,2017-W06,2017-02-12,5-14,159.885,sentinel
Estonia,EE,2017-W06,2017-02-12,65+,32.775,sentinel
Estonia,EE,2017-W06,2017-02-12,total,68.9225,sentinel
Estonia,EE,2017-W05,2017-02-05,0-4,382.9538461538461,sentinel
Estonia,EE,2017-W05,2017-02-05,15-64,61.0076923076923,sentinel
Estonia,EE,2017-W05,2017-02-05,5-14,255.12307692307687,sentinel
Estonia,EE,2017-W05,2017-02-05,65+,33.0076923076923,sentinel
Estonia,EE,2017-W05,2017-02-05,total,92.8846153846154,sentinel
Estonia,EE,2017-W04,2017-01-29,0-4,348.0617021276596,sentinel
Estonia,EE,2017-W04,2017-01-29,15-64,62.38085106382979,sentinel
Estonia,EE,2017-W04,2017-01-29,5-14,253.84255319148932,sentinel
Estonia,EE,2017-W04,2017-01-29,65+,37.82340425531915,sentinel
Estonia,EE,2017-W04,2017-01-29,total,92.67659574468084,sentinel
Estonia,EE,2017-W03,2017-01-22,0-4,422.70454545454544,sentinel
Estonia,EE,2017-W03,2017-01-22,15-64,59.07575757575758,sentinel
Estonia,EE,2017-W03,2017-01-22,5-14,208.25,sentinel
Estonia,EE,2017-W03,2017-01-22,65+,32.50757575757576,sentinel
Estonia,EE,2017-W03,2017-01-22,total,88.77272727272727,sentinel
Estonia,EE,2017-W02,2017-01-15,0-4,217.9985294117647,sentinel
Estonia,EE,2017-W02,2017-01-15,15-64,56.89411764705882,sentinel
Estonia,EE,2017-W02,2017-01-15,5-14,89.35588235294118,sentinel
Estonia,EE,2017-W02,2017-01-15,65+,21.96617647058823,sentinel
Estonia,EE,2017-W02,2017-01-15,total,62.80147058823529,sentinel
Estonia,EE,2017-W01,2017-01-08,0-4,192.18656716417908,sentinel
Estonia,EE,2017-W01,2017-01-08,15-64,53.28358208955223,sentinel
Estonia,EE,2017-W01,2017-01-08,5-14,136.76119402985074,sentinel
Estonia,EE,2017-W01,2017-01-08,65+,26.014925373134325,sentinel
Estonia,EE,2017-W01,2017-01-08,total,64.51492537313432,sentinel
Estonia,EE,2016-W52,2017-01-01,0-4,196.54545454545456,sentinel
Estonia,EE,2016-W52,2017-01-01,15-64,52.20303030303031,sentinel
Estonia,EE,2016-W52,2017-01-01,5-14,221.56666666666663,sentinel
Estonia,EE,2016-W52,2017-01-01,65+,37.42727272727273,sentinel
Estonia,EE,2016-W52,2017-01-01,total,74.50606060606061,sentinel
Estonia,EE,2016-W51,2016-12-25,0-4,235.3,sentinel
Estonia,EE,2016-W51,2016-12-25,15-64,40.54761904761905,sentinel
Estonia,EE,2016-W51,2016-12-25,5-14,119.6,sentinel
Estonia,EE,2016-W51,2016-12-25,65+,21.357142857142858,sentinel
Estonia,EE,2016-W51,2016-12-25,total,55.52857142857143,sentinel
Estonia,EE,2016-W50,2016-12-18,0-4,183.95,sentinel
Estonia,EE,2016-W50,2016-12-18,15-64,24.8,sentinel
Estonia,EE,2016-W50,2016-12-18,5-14,102.85,sentinel
Estonia,EE,2016-W50,2016-12-18,65+,24.9,sentinel
Estonia,EE,2016-W50,2016-12-18,total,41.05,sentinel
Estonia,EE,2016-W49,2016-12-11,0-4,42.04285714285714,sentinel
Estonia,EE,2016-W49,2016-12-11,15-64,6.285714285714286,sentinel
Estonia,EE,2016-W49,2016-12-11,5-14,22.257142857142856,sentinel
Estonia,EE,2016-W49,2016-12-11,65+,2.185714285714285,sentinel
Estonia,EE,2016-W49,2016-12-11,total,9.085714285714284,sentinel
Estonia,EE,2016-W48,2016-12-04,0-4,0.0,sentinel
Estonia,EE,2016-W48,2016-12-04,15-64,0.0,sentinel
Estonia,EE,2016-W48,2016-12-04,5-14,0.0,sentinel
Estonia,EE,2016-W48,2016-12-04,65+,0.0,sentinel
Estonia,EE,2016-W48,2016-12-04,total,0.0,sentinel
Estonia,EE,2016-W47,2016-11-27,0-4,42.9125,sentinel
Estonia,EE,2016-W47,2016-11-27,15-64,4.45,sentinel
Estonia,EE,2016-W47,2016-11-27,5-14,16.3625,sentinel
Estonia,EE,2016-W47,2016-11-27,65+,2.4,sentinel
Estonia,EE,2016-W47,2016-11-27,total,7.325,sentinel
Estonia,EE,2016-W46,2016-11-20,0-4,,sentinel
Estonia,EE,2016-W46,2016-11-20,15-64,,sentinel
Estonia,EE,2016-W46,2016-11-20,5-14,,sentinel
Estonia,EE,2016-W46,2016-11-20,65+,,sentinel
Estonia,EE,2016-W46,2016-11-20,total,,sentinel
Estonia,EE,2016-W45,2016-11-13,0-4,0.0,sentinel
Estonia,EE,2016-W45,2016-11-13,15-64,0.0,sentinel
Estonia,EE,2016-W45,2016-11-13,5-14,0.0,sentinel
Estonia,EE,2016-W45,2016-11-13,65+,0.0,sentinel
Estonia,EE,2016-W45,2016-11-13,total,0.0,sentinel
Estonia,EE,2016-W44,2016-11-06,0-4,,sentinel
Estonia,EE,2016-W44,2016-11-06,15-64,,sentinel
Estonia,EE,2016-W44,2016-11-06,5-14,,sentinel
Estonia,EE,2016-W44,2016-11-06,65+,,sentinel
Estonia,EE,2016-W44,2016-11-06,total,,sentinel
Estonia,EE,2016-W43,2016-10-30,0-4,0.0,sentinel
Estonia,EE,2016-W43,2016-10-30,15-64,0.0,sentinel
Estonia,EE,2016-W43,2016-10-30,5-14,0.0,sentinel
Estonia,EE,2016-W43,2016-10-30,65+,0.0,sentinel
Estonia,EE,2016-W43,2016-10-30,total,0.0,sentinel
Estonia,EE,2016-W42,2016-10-23,0-4,0.0,sentinel
Estonia,EE,2016-W42,2016-10-23,15-64,0.0,sentinel
Estonia,EE,2016-W42,2016-10-23,5-14,0.0,sentinel
Estonia,EE,2016-W42,2016-10-23,65+,0.0,sentinel
Estonia,EE,2016-W42,2016-10-23,total,0.0,sentinel
Estonia,EE,2016-W41,2016-10-16,0-4,0.0,sentinel
Estonia,EE,2016-W41,2016-10-16,15-64,0.0,sentinel
Estonia,EE,2016-W41,2016-10-16,5-14,0.0,sentinel
Estonia,EE,2016-W41,2016-10-16,65+,0.0,sentinel
Estonia,EE,2016-W41,2016-10-16,total,0.0,sentinel
Estonia,EE,2016-W40,2016-10-09,0-4,0.0,sentinel
Estonia,EE,2016-W40,2016-10-09,15-64,0.0,sentinel
Estonia,EE,2016-W40,2016-10-09,5-14,0.0,sentinel
Estonia,EE,2016-W40,2016-10-09,65+,0.0,sentinel
Estonia,EE,2016-W40,2016-10-09,total,0.0,sentinel
Estonia,EE,2016-W39,2016-10-02,0-4,0.0,sentinel
Estonia,EE,2016-W39,2016-10-02,15-64,0.0,sentinel
Estonia,EE,2016-W39,2016-10-02,5-14,0.0,sentinel
Estonia,EE,2016-W39,2016-10-02,65+,0.0,sentinel
Estonia,EE,2016-W39,2016-10-02,total,0.0,sentinel
Estonia,EE,2016-W38,2016-09-25,0-4,0.0,sentinel
Estonia,EE,2016-W38,2016-09-25,15-64,0.0,sentinel
Estonia,EE,2016-W38,2016-09-25,5-14,0.0,sentinel
Estonia,EE,2016-W38,2016-09-25,65+,0.0,sentinel
Estonia,EE,2016-W38,2016-09-25,total,0.0,sentinel
Estonia,EE,2016-W37,2016-09-18,0-4,,sentinel
Estonia,EE,2016-W37,2016-09-18,15-64,,sentinel
Estonia,EE,2016-W37,2016-09-18,5-14,,sentinel
Estonia,EE,2016-W37,2016-09-18,65+,,sentinel
Estonia,EE,2016-W37,2016-09-18,total,,sentinel
Estonia,EE,2016-W36,2016-09-11,0-4,0.0,sentinel
Estonia,EE,2016-W36,2016-09-11,15-64,0.0,sentinel
Estonia,EE,2016-W36,2016-09-11,5-14,0.0,sentinel
Estonia,EE,2016-W36,2016-09-11,65+,0.0,sentinel
Estonia,EE,2016-W36,2016-09-11,total,0.0,sentinel
Estonia,EE,2016-W35,2016-09-04,0-4,,sentinel
Estonia,EE,2016-W35,2016-09-04,15-64,,sentinel
Estonia,EE,2016-W35,2016-09-04,5-14,,sentinel
Estonia,EE,2016-W35,2016-09-04,65+,,sentinel
Estonia,EE,2016-W35,2016-09-04,total,,sentinel
Estonia,EE,2016-W34,2016-08-28,0-4,,sentinel
Estonia,EE,2016-W34,2016-08-28,15-64,,sentinel
Estonia,EE,2016-W34,2016-08-28,5-14,,sentinel
Estonia,EE,2016-W34,2016-08-28,65+,,sentinel
Estonia,EE,2016-W34,2016-08-28,total,,sentinel
Estonia,EE,2016-W33,2016-08-21,0-4,,sentinel
Estonia,EE,2016-W33,2016-08-21,15-64,,sentinel
Estonia,EE,2016-W33,2016-08-21,5-14,,sentinel
Estonia,EE,2016-W33,2016-08-21,65+,,sentinel
Estonia,EE,2016-W33,2016-08-21,total,,sentinel
Estonia,EE,2016-W32,2016-08-14,0-4,,sentinel
Estonia,EE,2016-W32,2016-08-14,15-64,,sentinel
Estonia,EE,2016-W32,2016-08-14,5-14,,sentinel
Estonia,EE,2016-W32,2016-08-14,65+,,sentinel
Estonia,EE,2016-W32,2016-08-14,total,,sentinel
Estonia,EE,2016-W31,2016-08-07,0-4,,sentinel
Estonia,EE,2016-W31,2016-08-07,15-64,,sentinel
Estonia,EE,2016-W31,2016-08-07,5-14,,sentinel
Estonia,EE,2016-W31,2016-08-07,65+,,sentinel
Estonia,EE,2016-W31,2016-08-07,total,,sentinel
Estonia,EE,2016-W30,2016-07-31,0-4,,sentinel
Estonia,EE,2016-W30,2016-07-31,15-64,,sentinel
Estonia,EE,2016-W30,2016-07-31,5-14,,sentinel
Estonia,EE,2016-W30,2016-07-31,65+,,sentinel
Estonia,EE,2016-W30,2016-07-31,total,,sentinel
Estonia,EE,2016-W29,2016-07-24,0-4,,sentinel
Estonia,EE,2016-W29,2016-07-24,15-64,,sentinel
Estonia,EE,2016-W29,2016-07-24,5-14,,sentinel
Estonia,EE,2016-W29,2016-07-24,65+,,sentinel
Estonia,EE,2016-W29,2016-07-24,total,,sentinel
Estonia,EE,2016-W28,2016-07-17,0-4,,sentinel
Estonia,EE,2016-W28,2016-07-17,15-64,,sentinel
Estonia,EE,2016-W28,2016-07-17,5-14,,sentinel
Estonia,EE,2016-W28,2016-07-17,65+,,sentinel
Estonia,EE,2016-W28,2016-07-17,total,,sentinel
Estonia,EE,2016-W27,2016-07-10,0-4,,sentinel
Estonia,EE,2016-W27,2016-07-10,15-64,,sentinel
Estonia,EE,2016-W27,2016-07-10,5-14,,sentinel
Estonia,EE,2016-W27,2016-07-10,65+,,sentinel
Estonia,EE,2016-W27,2016-07-10,total,,sentinel
Estonia,EE,2016-W26,2016-07-03,0-4,,sentinel
Estonia,EE,2016-W26,2016-07-03,15-64,,sentinel
Estonia,EE,2016-W26,2016-07-03,5-14,,sentinel
Estonia,EE,2016-W26,2016-07-03,65+,,sentinel
Estonia,EE,2016-W26,2016-07-03,total,,sentinel
Estonia,EE,2016-W25,2016-06-26,0-4,,sentinel
Estonia,EE,2016-W25,2016-06-26,15-64,,sentinel
Estonia,EE,2016-W25,2016-06-26,5-14,,sentinel
Estonia,EE,2016-W25,2016-06-26,65+,,sentinel
Estonia,EE,2016-W25,2016-06-26,total,,sentinel
Estonia,EE,2016-W24,2016-06-19,0-4,,sentinel
Estonia,EE,2016-W24,2016-06-19,15-64,,sentinel
Estonia,EE,2016-W24,2016-06-19,5-14,,sentinel
Estonia,EE,2016-W24,2016-06-19,65+,,sentinel
Estonia,EE,2016-W24,2016-06-19,total,,sentinel
Estonia,EE,2016-W23,2016-06-12,0-4,,sentinel
Estonia,EE,2016-W23,2016-06-12,15-64,,sentinel
Estonia,EE,2016-W23,2016-06-12,5-14,,sentinel
Estonia,EE,2016-W23,2016-06-12,65+,,sentinel
Estonia,EE,2016-W23,2016-06-12,total,,sentinel
Estonia,EE,2016-W22,2016-06-05,0-4,,sentinel
Estonia,EE,2016-W22,2016-06-05,15-64,,sentinel
Estonia,EE,2016-W22,2016-06-05,5-14,,sentinel
Estonia,EE,2016-W22,2016-06-05,65+,,sentinel
Estonia,EE,2016-W22,2016-06-05,total,,sentinel
Estonia,EE,2016-W21,2016-05-29,0-4,,sentinel
Estonia,EE,2016-W21,2016-05-29,15-64,,sentinel
Estonia,EE,2016-W21,2016-05-29,5-14,,sentinel
Estonia,EE,2016-W21,2016-05-29,65+,,sentinel
Estonia,EE,2016-W21,2016-05-29,total,,sentinel
Estonia,EE,2016-W20,2016-05-22,0-4,,sentinel
Estonia,EE,2016-W20,2016-05-22,15-64,,sentinel
Estonia,EE,2016-W20,2016-05-22,5-14,,sentinel
Estonia,EE,2016-W20,2016-05-22,65+,,sentinel
Estonia,EE,2016-W20,2016-05-22,total,,sentinel
Estonia,EE,2016-W19,2016-05-15,0-4,,sentinel
Estonia,EE,2016-W19,2016-05-15,15-64,,sentinel
Estonia,EE,2016-W19,2016-05-15,5-14,,sentinel
Estonia,EE,2016-W19,2016-05-15,65+,,sentinel
Estonia,EE,2016-W19,2016-05-15,total,,sentinel
Estonia,EE,2016-W18,2016-05-08,0-4,0.0,sentinel
Estonia,EE,2016-W18,2016-05-08,15-64,0.0,sentinel
Estonia,EE,2016-W18,2016-05-08,5-14,0.0,sentinel
Estonia,EE,2016-W18,2016-05-08,65+,0.0,sentinel
Estonia,EE,2016-W18,2016-05-08,total,0.0,sentinel
Estonia,EE,2016-W17,2016-05-01,0-4,,sentinel
Estonia,EE,2016-W17,2016-05-01,15-64,,sentinel
Estonia,EE,2016-W17,2016-05-01,5-14,,sentinel
Estonia,EE,2016-W17,2016-05-01,65+,,sentinel
Estonia,EE,2016-W17,2016-05-01,total,,sentinel
Estonia,EE,2016-W16,2016-04-24,0-4,48.766666666666666,sentinel
Estonia,EE,2016-W16,2016-04-24,15-64,7.983333333333332,sentinel
Estonia,EE,2016-W16,2016-04-24,5-14,25.75,sentinel
Estonia,EE,2016-W16,2016-04-24,65+,5.066666666666666,sentinel
Estonia,EE,2016-W16,2016-04-24,total,11.683333333333332,sentinel
Estonia,EE,2016-W15,2016-04-17,0-4,,sentinel
Estonia,EE,2016-W15,2016-04-17,15-64,,sentinel
Estonia,EE,2016-W15,2016-04-17,5-14,,sentinel
Estonia,EE,2016-W15,2016-04-17,65+,,sentinel
Estonia,EE,2016-W15,2016-04-17,total,,sentinel
Estonia,EE,2016-W14,2016-04-10,0-4,73.66363636363637,sentinel
Estonia,EE,2016-W14,2016-04-10,15-64,7.418181818181817,sentinel
Estonia,EE,2016-W14,2016-04-10,5-14,29.154545454545453,sentinel
Estonia,EE,2016-W14,2016-04-10,65+,10.363636363636363,sentinel
Estonia,EE,2016-W14,2016-04-10,total,13.936363636363636,sentinel
Estonia,EE,2016-W13,2016-04-03,0-4,87.88571428571427,sentinel
Estonia,EE,2016-W13,2016-04-03,15-64,11.104761904761904,sentinel
Estonia,EE,2016-W13,2016-04-03,5-14,26.038095238095234,sentinel
Estonia,EE,2016-W13,2016-04-03,65+,5.790476190476189,sentinel
Estonia,EE,2016-W13,2016-04-03,total,16.114285714285714,sentinel
Estonia,EE,2016-W12,2016-03-27,0-4,88.83157894736841,sentinel
Estonia,EE,2016-W12,2016-03-27,15-64,18.694736842105264,sentinel
Estonia,EE,2016-W12,2016-03-27,5-14,71.30526315789474,sentinel
Estonia,EE,2016-W12,2016-03-27,65+,6.0,sentinel
Estonia,EE,2016-W12,2016-03-27,total,26.11578947368421,sentinel
Estonia,EE,2016-W11,2016-03-20,0-4,123.79999999999998,sentinel
Estonia,EE,2016-W11,2016-03-20,15-64,21.3,sentinel
Estonia,EE,2016-W11,2016-03-20,5-14,87.13333333333333,sentinel
Estonia,EE,2016-W11,2016-03-20,65+,17.733333333333334,sentinel
Estonia,EE,2016-W11,2016-03-20,total,33.43333333333333,sentinel
Estonia,EE,2016-W10,2016-03-13,0-4,,sentinel
Estonia,EE,2016-W10,2016-03-13,15-64,,sentinel
Estonia,EE,2016-W10,2016-03-13,5-14,,sentinel
Estonia,EE,2016-W10,2016-03-13,65+,,sentinel
