"rep","VE0_inf","VE0_sev","delta","a","d","mean","half_life"
1,0.765986554828777,0.775074257726961,0.00908770289818423,0.0815230634010187,0,36.7994022163121,32.8005338421395
2,0.759644467831172,0.795400223995224,0.0357557561640514,0.0722630170535958,0,41.515011721348,37.0037137809615
3,0.769224330051455,0.775422586442644,0.00619825639118896,0.0876073824785356,0,34.2436894600181,30.5225418720294
4,0.769072298970904,0.785767681815952,0.0166953828450485,0.0863963351874901,0,34.72369509065,30.9503868907994
5,0.765391657240222,0.783990883557338,0.0185992263171164,0.091738971710725,0,32.7014783799814,29.1479177293568
6,0.77029642790205,0.788680683119605,0.0183842552175549,0.103650928864698,0,28.9433006810395,25.7981286736999
7,0.76788324087136,0.782916463209798,0.0150332223384387,0.0889109676579598,0,33.7416190490806,30.0750297790805
8,0.763962997144915,0.776850340082888,0.0128873429379738,0.074970166213646,0,40.0159176845195,35.667521296135
9,0.750490808307194,0.790642078861611,0.040151270554417,0.0780582445751583,0,38.432839686927,34.2564711076143
10,0.769370262132438,0.795749132022288,0.0263788698898508,0.0907937030326146,0,33.0419390309739,29.4513816562747
11,0.773738998457444,0.809044139341964,0.0353051408845204,0.100999904521199,0,29.7029983763035,26.4752725527452
12,0.777931646040681,0.806576950865356,0.0286453048246758,0.106107717253012,0,28.2731555975949,25.2008060226562
13,0.765800236700031,0.792911651144844,0.0271114144448126,0.0932640066435232,0,32.1667501533223,28.6712966366613
14,0.766367390677818,0.797915601322176,0.0315482106443582,0.0922752555122327,0,32.5114244696109,28.9785163439132
15,0.767027411133007,0.801148351360376,0.0341209402273698,0.0906765569145262,0,33.0846263034432,29.4894302451357
16,0.761903329365407,0.785879216215849,0.0239758868504423,0.0956708318104691,0,31.3575197709498,27.9500026225066
17,0.765903830375402,0.788205343757429,0.0223015133820277,0.0971927160370099,0,30.8665106020664,27.5123497833086
18,0.759606118207203,0.793686754103966,0.0340806358967636,0.0934310921638623,0,32.1092254250706,28.6200229288796
19,0.757335211114611,0.793713345094799,0.0363781339801881,0.0825994264481785,0,36.3198647860122,32.3731061459322
20,0.764065437566903,0.778114602829208,0.0140491652623056,0.0802108981389306,0,37.4014014255744,33.3371158039953
21,0.768409165954886,0.80234163939832,0.0339324734434344,0.091610979689053,0,32.7471664442694,29.1886410239921
22,0.759236584152748,0.780539186939297,0.0213026027865485,0.0782819486898715,0,38.3230112459906,34.1585773572596
23,0.776443714273008,0.789629318104867,0.0131856038318583,0.104679648376907,0,28.658865849437,25.5446024271315
24,0.759304781344634,0.812589141609119,0.053284360264485,0.108232097665901,0,27.718209890569,24.7061644157938
25,0.763532951126509,0.794682866551301,0.0311499154247924,0.100944091171044,0,29.7194215649204,26.489911088199
26,0.76744029603615,0.797162781613371,0.0297224855772212,0.0918360314548975,0,32.666916813292,29.1171118529142
27,0.758901364339902,0.765549627239754,0.00664826289985157,0.0788419011394708,0,38.0508328267354,33.9159756595635
28,0.76774327740908,0.794255574598318,0.0265122971892375,0.0842576002278948,0,35.6050966546138,31.7360094848124
29,0.768637930119955,0.789558112466045,0.0209201823460897,0.094484326830835,0,31.7512978144111,28.3009901185785
30,0.760598091066717,0.775309717312408,0.0147116262456909,0.0729221786948218,0,41.1397472441814,36.669228043647
31,0.76825393478175,0.77222592040621,0.00397198562446,0.0888449393695728,0,33.7666953378261,30.0973811111157
32,0.767361376855699,0.800601896606957,0.0332405197512586,0.100009755672983,0,29.9970735835968,26.7373915875126
33,0.76340759359561,0.791861565805008,0.0284539722093977,0.0928989681723817,0,32.293146619597,28.7839580202675
34,0.776221886684263,0.798434885025973,0.0222129983417099,0.0924745165797512,0,32.4413699141943,28.9160743835185
35,0.761048583990787,0.789380963187777,0.0283323791969897,0.0899322337383173,0,33.3584508612266,29.7334992009733
36,0.761029024143376,0.766812085873451,0.0057830617300759,0.0829226784141159,0,36.1782814710591,32.2469082178706
37,0.77187205217159,0.795008699535863,0.0231366473642723,0.0975596355270724,0,30.7504223831127,27.4088764841477
38,0.758892599897987,0.786428171267733,0.0275355713697464,0.075865296541172,0,39.5437721431947,35.2466822369675
39,0.758187986784921,0.800698401599642,0.0425104148147214,0.0936773414231673,0,32.0248200303651,28.5447895870654
40,0.763607036472438,0.774048873102117,0.0104418366296793,0.0848293148637105,0,35.3651329710713,31.5221218548816
41,0.74559149861004,0.776594790795646,0.0310032921856063,0.0696715502533157,0,43.0591825370963,38.3800847013985
42,0.756743516363476,0.795727227833058,0.0389837114695815,0.0888638542779657,0,33.7595080066639,30.0909748032731
43,0.759557619241604,0.760266598012423,0.000708978770819153,0.0687283577661549,0,43.650104520282,38.9067931624114
44,0.76935896010892,0.792560434090376,0.0232014739814564,0.0744310422234005,0,40.3057637026722,35.9258707136485
45,0.750881899659073,0.774213302586459,0.023331402927386,0.0789418041686781,0,38.0026784489214,33.873054057472
46,0.766480750628266,0.804588380380119,0.0381076297518524,0.0842480904851516,0,35.6091156811291,31.7395917771131
47,0.774376397866147,0.793606842973597,0.01923044510745,0.0964042898316742,0,31.1189471468347,27.737354890212
48,0.753704360934872,0.786685197730757,0.0329808367958851,0.0839637143730229,0,35.7297199439272,31.8470903766871
49,0.766721572146605,0.780945043760878,0.0142234716142734,0.0976011131855209,0,30.7373543403914,27.3972285020688
50,0.76606173377085,0.798255114578403,0.0321933808075532,0.0949313777742067,0,31.6017745695788,28.1677150663512
51,0.76198640101649,0.804444759171541,0.0424583581550509,0.0952632778943864,0,31.4916730382294,28.0695779014085
52,0.761467441176035,0.762505563940919,0.00103812276488471,0.0473904322001623,0,63.303917282901,56.4248916048257
53,0.762530980698951,0.775864545490449,0.0133335647914973,0.0764269520550753,0,39.2531681472541,34.9876572085858
54,0.764674015090485,0.788318511158794,0.0236444960683093,0.0882455132305561,0,33.9960626911648,30.3018238787249
55,0.772078623123155,0.811818594233197,0.0397399711100423,0.102266176371591,0,29.3352123491868,26.1474526072418
56,0.76834392637867,0.799850016071506,0.0315060896928352,0.0981993773352029,0,30.5500918784802,27.2303152276854
57,0.76322511774524,0.781754273192389,0.0185291554471494,0.0936868482798546,0,32.0215703173045,28.5418930094907
58,0.770452688716171,0.789105158361225,0.0186524696450536,0.0959070768246447,0,31.2802777368052,27.881154222739
59,0.763061434379939,0.792973242676265,0.0299118082963256,0.097701441489802,0,30.7057905620884,27.3690946543415
60,0.767716823889578,0.804666320004207,0.0369494961146291,0.100342900767913,0,29.8974813070117,26.6486216716497
61,0.757085977976328,0.784754874692348,0.0276688967160205,0.0874360339532633,0,34.310796868984,30.5823569425544
62,0.755428973914476,0.785065569925008,0.0296365960105321,0.0797369242284834,0,37.6237236265046,33.5352789924245
63,0.770643009701241,0.786317753412303,0.0156747437110615,0.0851251057235557,0,35.2422469787294,31.4125894737075
64,0.761315822123458,0.767638398929746,0.0063225768062878,0.091864322237401,0,32.656856622174,29.1081448692311
65,0.762984393182722,0.783628054848596,0.0206436616658746,0.0746404536519,0,40.192681759292,35.8250770081156
66,0.767707161225696,0.805647169780142,0.037940008554446,0.0911221160636201,0,32.9228526465018,29.3452359922486
67,0.756941570787801,0.781306017063966,0.0243644462761643,0.0800965581110806,0,37.4547929492738,33.384705448786
68,0.760351422959693,0.782850536611777,0.0224991136520847,0.0761145311473916,0,39.4142873217029,35.1312680994112
69,0.760191844444033,0.795305314655338,0.0351134702113053,0.102256634257312,0,29.3379497749848,26.1498925661031
70,0.768468943289536,0.797399811501772,0.0289308682122353,0.0863403292717465,0,34.7462191226749,30.9704633113442
71,0.7675885597502,0.80234005262346,0.0347514928732595,0.0927861173102271,0,32.332423071111,28.818966430717
72,0.765802511821884,0.799967389170905,0.0341648773490208,0.0926968928479417,0,32.3635443198851,28.8467058371242
73,0.765828088112676,0.790322578452208,0.0244944903395326,0.108829250532347,0,27.5661183489297,24.5706001550127
74,0.755930472917804,0.786622619318566,0.0306921464007624,0.0854708747301753,0,35.099675877552,31.285511098858
75,0.770457301168789,0.775375777486219,0.00491847631743053,0.0975112180254461,0,30.7656909712392,27.4224858856978
76,0.772659004278846,0.79574766780244,0.0230886635235941,0.0908658785439225,0,33.0156935482649,29.4279881826868
77,0.771729147232996,0.813618243738425,0.041889096505428,0.11932165378248,0,25.1421255480495,22.4100145718281
78,0.781343452661162,0.798833387305018,0.0174899346438553,0.108122093831312,0,27.7464105040407,24.7313005626016
79,0.776467436135325,0.784518870614923,0.0080514344795982,0.0920491126188731,0,32.5912973482039,29.0497097030324
80,0.785856450953871,0.807105454651261,0.0212490036973903,0.112626184843493,0,26.636789696542,23.7422585495178
81,0.762430358324337,0.793477837797131,0.0310474794727936,0.0896299659655859,0,33.470948780142,29.8337723460333
82,0.764911635172046,0.790943851651078,0.0260322164790319,0.0863267712101673,0,34.7516761943562,30.9753273812361
83,0.758014862901066,0.781177593588375,0.0231627306873089,0.0828549011455512,0,36.2078761608791,32.2732869513969
84,0.765316886372862,0.815618647636126,0.0503017612632644,0.0987894723601054,0,30.367608291949,27.0676615242239
85,0.761174083085237,0.788701639022656,0.0275275559374183,0.0812996380642853,0,36.9005332794697,32.8906753297673
86,0.77300269092667,0.803389495951505,0.0303868050248341,0.0911992106467604,0,32.895021554735,29.3204292124538
87,0.770301870505246,0.785261122164499,0.0149592516592534,0.0941586541226964,0,31.8611181091305,28.3988766079384
88,0.772664952232167,0.781461500640603,0.00879654840843536,0.0832673051441356,0,36.0285467964527,32.1134447112382
89,0.760640864751507,0.78452693005836,0.0238860653068528,0.0771362041309971,0,38.8922430627417,34.6659526499238
90,0.760901070133253,0.782161993250876,0.0212609231176223,0.0901090555018772,0,33.2929912902872,29.6751529034093
91,0.768826504422352,0.798419705975744,0.0295932015533921,0.0967759834194371,0,30.9994266552445,27.6308222920413
92,0.76471700311816,0.781334680008996,0.016617676890836,0.0909761859907553,0,32.9756624475865,29.3923071282821
93,0.759987189202333,0.787116372769392,0.027129183567058,0.0796120651642868,0,37.6827305485572,33.5878738289473
94,0.767656695397079,0.794091080384782,0.0264343849877034,0.0954765308423339,0,31.421334369114,28.0068827010036
95,0.763983328580883,0.791223869629236,0.0272405410483526,0.0932184465320315,0,32.1824715129655,28.6853096085566
96,0.764706192202533,0.810618467702951,0.0459122755004176,0.0959233759716277,0,31.2749626419252,27.8764167015026
97,0.759880208285729,0.79759224807895,0.0377120397932213,0.0966170898954149,0,31.0504073683798,27.6762631010158
98,0.76993530609262,0.781640722449849,0.0117054163572294,0.0847892327661518,0,35.3818509983925,31.5370231899005
99,0.765683321367712,0.782267886662521,0.0165845652948097,0.0930079713291286,0,32.2552998106351,28.7502238978794
100,0.758815337483178,0.760830170561948,0.00201483307877073,0.0556448782447960,0,53.9133177145654,48.0547371895827
101,0.769804642926044,0.78534617317014,0.0155415302440953,0.0741409754671399,0,40.4634546699434,36.0664259291429
102,0.76776809063979,0.791647828284815,0.0238797376450249,0.0969734538399951,0,30.9363014433822,27.5745566865347
103,0.772384102141389,0.79919340613779,0.0268093039964009,0.0985175819776494,0,30.451417298088,27.1423632850291
104,0.768199548651935,0.782687704886823,0.014488156234888,0.0961965012239404,0,31.1861654200516,27.7972687777393
105,0.772130549400336,0.78454379321236,0.0124132438120244,0.0920821175700319,0,32.5796156644463,29.0392974289098
106,0.755760566268912,0.781097523264413,0.0253369569955014,0.0844483314515059,0,35.5246805761075,31.6643319535038
107,0.768305855300231,0.784755487123389,0.0164496318231578,0.0903163636023533,0,33.2165720622728,29.6070378981725
108,0.763304249833874,0.776370193966481,0.013065944132607,0.079931652539681,0,37.5320652667689,33.4535808411133
109,0.759312343344071,0.811479222074547,0.0521668787304756,0.0929297609898683,0,32.2824460974034,28.7744202881522
110,0.763657955082299,0.800085676504246,0.036427721421947,0.0888254811587715,0,33.7740923084631,30.1039742776101
111,0.772407512159409,0.786562094099152,0.0141545819397432,0.0984303850270316,0,30.4783934267464,27.1664080077067
112,0.77078529377984,0.803560526040611,0.0327752322607713,0.0853325780111668,0,35.156561185898,31.3362148703638
113,0.748549679601285,0.748549679601285,0,0.037633801812839,0,79.7155709890712,71.0531456082588
114,0.758455461516892,0.792524588085771,0.0340691265688793,0.0808035125827047,0,37.1270988613201,33.0926207850567
115,0.766644459165667,0.7811778316052,0.0145333724395336,0.0646735450014983,0,46.3868185968544,41.3461176426629
116,0.760940198767862,0.808103437916238,0.0471632391483761,0.0920139595926799,0,32.6037485320723,29.0608078582538
117,0.767291952919536,0.776205737860933,0.0089137849413967,0.0864274876281357,0,34.7111790742761,30.9392309482048
118,0.753778983000508,0.780007810041732,0.0262288270412232,0.0667722274787699,0,44.9288590972024,40.0465897419731
119,0.776066666132618,0.798531733550466,0.0224650674178482,0.0842429607430284,0,35.6112839997527,31.7415244717795
120,0.766325000768584,0.776561206151259,0.0102362053826749,0.0902862254037498,0,33.2276599955789,29.616920942726
121,0.770999644010221,0.796850813458129,0.0258511694479086,0.0896160856972341,0,33.4761329582664,29.8383931768014
122,0.772171073920576,0.807043119445419,0.0348720455248426,0.095231334563278,0,31.5022362519408,28.0789932458966
123,0.773106383050271,0.805360677259402,0.0322542942091317,0.104728281781787,0,28.6455573314077,25.5327401013947
124,0.765356828240966,0.767183127095117,0.00182629885415078,0.0846593393716913,0,35.4361376106267,31.5854106569386
125,0.775590438857644,0.803210471763293,0.0276200329056494,0.0967895582893511,0,30.9950789426225,27.6269470308575
126,0.773943154378212,0.799843531831974,0.0259003774537618,0.0943522449884921,0,31.7957458284739,28.3406081151131
127,0.768386439032719,0.779044920005684,0.010658480972965,0.066269684150528,0,45.2695684075642,40.3502753072756
128,0.763976515985907,0.791215313136552,0.0272387971506447,0.0896331695389096,0,33.4697524971234,29.8327060591026
129,0.770391049375039,0.796599356759778,0.0262083073847396,0.104681126863045,0,28.6584610798555,25.5442416425112
130,0.769830383403499,0.781289423789115,0.0114590403856157,0.0955452756317245,0,31.3987267310148,27.9867317595778
131,0.772068705080947,0.81304896383966,0.0409802587587131,0.0966056550317952,0,31.054082693323,27.6795390406485
132,0.746569734497283,0.774473139949188,0.027903405451905,0.0826193650906128,0,36.3110996642222,32.36529350071
133,0.761219472226697,0.775428468361906,0.014208996135209,0.0761072443618229,0,39.4180609895379,35.1346316953415
134,0.762125321276857,0.770916872062128,0.00879155078527039,0.0867632821380678,0,34.5768385666422,30.8194887757337
