"rep","VE0_inf","VE0_sev","delta","a","d","mean","half_life"
135,0.763596760469383,0.807777001971183,0.0441802415017998,0.107671306831692,0,27.8625762821797,24.8348429928495
136,0.765064148060567,0.778374911249707,0.0133107631891396,0.0866184198519753,0,34.6346655264179,30.8710318725472
137,0.768845617375255,0.813234892676292,0.0443892753010376,0.102982285989502,0,29.1312236000066,25.9656306354725
138,0.765091162644566,0.804639767842664,0.0395486051980975,0.0931319921298855,0,32.2123464922353,28.7119381734124
139,0.767448472774567,0.777835103995332,0.0103866312207645,0.100770739538168,0,29.7705466264215,26.5354805596837
140,0.769768811452504,0.773014600767985,0.00324578931548042,0.0819998871909764,0,36.58541618494,32.6098009595098
141,0.762838416125539,0.807576998887023,0.0447385827614838,0.102398514181508,0,29.2973001022485,26.1136601578041
142,0.768259827925171,0.782576456789429,0.0143166288642579,0.0932058152442377,0,32.1868328938357,28.6891970527055
143,0.766576486943273,0.79131325893496,0.0247367719916871,0.103711305697908,0,28.9264509766993,25.7831099705646
144,0.749809182122367,0.774550474709778,0.024741292587411,0.0604354569689881,0,49.6397338658235,44.245549452404
145,0.765119743548455,0.774353397248628,0.00923365370017344,0.0847657711420554,0,35.3916440513757,31.5457520644596
146,0.77645101943262,0.787492651287731,0.0110416318551109,0.0949893942734882,0,31.5824732112994,28.1505111223382
147,0.767130124607584,0.796961454089911,0.029831329482327,0.0954598045956262,0,31.426839942824,28.0117900023705
148,0.765088124146883,0.806368752689345,0.0412806285424623,0.0919213245694177,0,32.6366054237441,29.0900943010306
149,0.77488649146095,0.790305933307435,0.0154194418464849,0.10057807187862,0,29.8275751758344,26.586312006727
150,0.757852311141258,0.767815683008975,0.00996337186771746,0.0728821276444761,0,41.1623548455418,36.6893789523263
151,0.77194380997915,0.77194380997915,0,0.0857770488509881,0,34.9743904714139,31.1738400401869
152,0.759161829787836,0.785082547167464,0.0259207173796277,0.0776489467349609,0,38.6354242542387,34.4370414852781
153,0.770844255442807,0.792327320065505,0.0214830646226987,0.102948247012229,0,29.1408555955658,25.974215954181
154,0.768967985495501,0.810268176902388,0.0413001914068871,0.09979537494318,0,30.0615133888529,26.7948289339309
155,0.767533756834478,0.799514298858558,0.0319805420240804,0.0975529872889824,0,30.7525180250305,27.4107443996438
156,0.760216706936286,0.790434790913498,0.0302180839772124,0.0810144487792507,0,37.0304315489999,33.0064579873419
157,0.765510406250644,0.788572035512107,0.0230616292614632,0.0881314862463116,0,34.0400477488323,30.3410292267925
158,0.768733214677579,0.804381173815785,0.0356479591382064,0.102028803112456,0,29.4034616547782,26.2082854882923
159,0.770146323246828,0.777536580207722,0.00739025696089382,0.089238778066019,0,33.6176723282853,29.9645519352783
160,0.760091836664397,0.784023163356997,0.0239313266925997,0.0871078396307392,0,34.440068915925,30.6975814270611
161,0.765028473385797,0.788497038956549,0.0234685655707519,0.0677268617150197,0,44.2955708271759,39.4821187972894
162,0.771577202795594,0.788108399032733,0.0165311962371389,0.101460770397497,0,29.5680782655875,26.355013760727
163,0.77334906279888,0.791950690063494,0.0186016272646143,0.101010212987612,0,29.6999670752889,26.4725706531075
164,0.767213045036678,0.805836518390934,0.0386234733542554,0.107480940934344,0,27.9119253508638,24.8788294627366
165,0.767417288177088,0.7917546014798,0.0243373133027114,0.0950917142569186,0,31.5484900387284,28.1202207878532
166,0.757880309642006,0.786859121894188,0.0289788122521818,0.0810331041853214,0,37.0219064191229,32.9988592549115
167,0.766060682427206,0.785432105167016,0.0193714227398093,0.0892052758850437,0,33.6302978746012,29.9758055055612
168,0.768126670581406,0.814625686503078,0.0464990159216721,0.0981572975464892,0,30.5631886266953,27.2419887959277
169,0.763180154917472,0.78956040555832,0.026380250640847,0.0915928042365832,0,32.7536647120338,29.1944331466595
170,0.768506627936465,0.791980428600127,0.0234738006636618,0.0971270359967063,0,30.8873834068378,27.5309544099614
171,0.775558719349809,0.805951917236126,0.030393197886317,0.108749823216949,0,27.5862517405218,24.5885457180518
172,0.758300001387193,0.790096762852315,0.031796761465122,0.0838219392280019,0,35.7901526453567,31.9009560578946
173,0.751399341284808,0.786414496247312,0.0350151549625038,0.0824204954271496,0,36.3987135050851,32.4433866375326
174,0.762604169955588,0.790399454411413,0.0277952844558254,0.0794864801560977,0,37.7422675417067,33.6409411355079
175,0.76027247501324,0.78911437923126,0.02884190421802,0.089894918576211,0,33.3722978730624,29.7458415041896
176,0.757258423194949,0.764969649910811,0.00771122671586187,0.0688158614303005,0,43.5946006872053,38.8573207458623
177,0.754215888739042,0.777353585651637,0.0231376969125943,0.0697754658597015,0,42.9950551105189,38.3229257885092
178,0.761791552370584,0.78724647900696,0.0254549266363757,0.0844695013796054,0,35.5157773042606,31.656396170531
179,0.772130520125295,0.792567873761311,0.0204373536360158,0.100551960314364,0,29.8353208691392,26.5932160013594
180,0.763798253292098,0.781061334931808,0.0172630816397095,0.0879237904197997,0,34.1204580202496,30.4127015820492
181,0.757221750373148,0.793985101107166,0.0367633507340183,0.0908732361031385,0,33.0130204298556,29.4256055431446
182,0.77415902271281,0.789341145747814,0.0151821230350045,0.0863278993043142,0,34.7512220750873,30.9749226095945
183,0.760139985472191,0.776644367348952,0.0165043818767616,0.0732749507112064,0,40.9416856767833,36.4926891665729
184,0.77034226702159,0.796203443570118,0.0258611765485279,0.0939296244627743,0,31.938805431815,28.4681219082244
185,0.757003036754681,0.788163444340922,0.031160407586241,0.0718195325820265,0,41.7713662585264,37.2322111250999
186,0.773963993115798,0.804808270843946,0.0308442777281479,0.100625432187266,0,29.8135365462773,26.5737989082485
187,0.763857096354224,0.784058235589416,0.0202011392351912,0.0920131696525125,0,32.6040284377714,29.0610573475336
188,0.752306641726899,0.789102321846981,0.0367956801200824,0.0733946229237428,0,40.8749289865145,36.4331867033133
189,0.770679397044391,0.797662503676542,0.0269831066321513,0.0885866284339989,0,33.8651560967255,30.185142467548
190,0.759647361134178,0.795798057853842,0.0361506967196644,0.0836581533517607,0,35.860222582081,31.9634117281615
191,0.76987354747781,0.788191309186577,0.0183177617087669,0.0936298640059715,0,32.0410590344195,28.5592639526792
192,0.770414200439638,0.800002579022559,0.0295883785829213,0.100958967105135,0,29.7150425169853,26.4860078968062
193,0.760827012231173,0.787729586842767,0.0269025746115934,0.10329759951093,0,29.042301217102,25.8863711515103
194,0.76779850612333,0.79284444565077,0.0250459395274406,0.0964096393652855,0,31.1172204330454,27.7358158126545
195,0.780212035201933,0.794924854917368,0.0147128197154342,0.107024097968792,0,28.0310701695873,24.9850272111588
196,0.771203973538732,0.777398533869913,0.00619456033118135,0.0838746997562708,0,35.7676392132266,31.8808890853893
197,0.762601450863806,0.808742672512221,0.0461412216484147,0.106259419591079,0,28.2327911402581,25.1648278363501
198,0.765975009907076,0.782937288388367,0.0169622784812912,0.076702205722738,0,39.112304160383,34.8621004416214
199,0.759201106585249,0.759201106585249,0,0.0716547071060265,0,41.8674518557579,37.3178554207655
200,0.768230335402112,0.786324997334377,0.0180946619322649,0.0833204632404797,0,36.0055607389195,32.0929564719569
201,0.767568696015065,0.787348831179371,0.019780135164306,0.0930913576424838,0,32.22640721947,28.7244709682876
202,0.762747253642115,0.784995405827606,0.0222481521854917,0.079945159183531,0,37.5257242669674,33.4479288966236
203,0.763729529631824,0.786605953855283,0.0228764242234587,0.0627253933307398,0,47.8275199356907,42.6302627693456
204,0.765241325523077,0.772646350665597,0.0074050251425201,0.0765188287427828,0,39.2060365963581,34.9456472862205
205,0.773140945806849,0.782622049958197,0.00948110415134771,0.0748407903937781,0,40.0850924237353,35.7291790470228
206,0.762664414531215,0.791441769895116,0.0287773553639007,0.0870157655340566,0,34.4765110274855,30.7300634958321
207,0.776697025300789,0.792339453073992,0.0156424277732028,0.101021713530597,0,29.6965859630897,26.4695569551006
208,0.766802623783854,0.79515796439295,0.0283553406090968,0.0876160127259698,0,34.2403164291769,30.5195353772064
209,0.757367162596934,0.790850094376492,0.0334829317795577,0.0875354917111156,0,34.2718129681683,30.547609292294
210,0.762595099192078,0.783640708282146,0.0210456090900679,0.0942155751638006,0,31.8418689774412,28.3817192152259
211,0.762190632710254,0.791091384318756,0.0289007516085015,0.0992905016157304,0,30.214370470304,26.9310755458643
212,0.771183238906128,0.784696949564049,0.0135137106579206,0.0846021826639667,0,35.4600780445082,31.6067495636717
213,0.767060818893155,0.789751289055096,0.0226904701619415,0.0902458475770057,0,33.2425267261204,29.6301721552153
214,0.766133132948658,0.790817603478104,0.0246844705294464,0.0970386185940317,0,30.9155266580074,27.5560394278373
215,0.769181113160626,0.812109637219613,0.0429285240589863,0.103113848108727,0,29.0940553090084,25.9325012987628
216,0.767412337313193,0.798379876119489,0.0309675388062963,0.105552404584251,0,28.4219010624758,25.3333878136867
217,0.76912964304366,0.771377785752126,0.00224814270846573,0.0732053755217365,0,40.9805971025888,36.5273722174408
218,0.752516583039655,0.781413290072552,0.0288967070328968,0.0784244945803897,0,38.2533545935042,34.0964900610101
219,0.758854621351775,0.794689707364972,0.0358350860131973,0.0794503429036265,0,37.7594342624677,33.6562424059462
220,0.74715647182263,0.765409451706747,0.0182529798841166,0.0693108866822401,0,43.2832437096596,38.5797978932099
221,0.771732823069476,0.799351784357222,0.0276189612877458,0.0979981962886855,0,30.6128083333547,27.2862164944635
222,0.765346477542406,0.78402533408197,0.0186788565395641,0.0886609318786692,0,33.8367749631308,30.1598454171373
223,0.761010420535396,0.779922042970157,0.0189116224347614,0.0858965395110011,0,34.9257376033848,31.1304741171503
224,0.774608456120445,0.774608456120445,0,0.095651028797369,0,31.3640118430437,27.9557892227663
225,0.757340555065247,0.805936193983936,0.0485956389186889,0.101711060661369,0,29.4953172299326,26.2901594242799
226,0.778317073437518,0.79327718551153,0.0149601120740118,0.109546871408775,0,27.3855379110323,24.4096427913668
227,0.772929116654784,0.795996071369305,0.0230669547145212,0.0995313899346811,0,30.1412449074487,26.8658962941726
228,0.776324051474673,0.810563752144548,0.0342397006698747,0.118841198856362,0,25.2437709217825,22.5006144816155
229,0.77744428518749,0.800243077103216,0.0227987919157257,0.0963577764978542,0,31.1339687260925,27.7507441245237
230,0.759713364551378,0.797056804296701,0.0373434397453231,0.091660576438282,0,32.7294472342752,29.172847301484
231,0.761486769439866,0.77380974155802,0.0123229721181539,0.075641004769555,0,39.6610278927373,35.3511961950599
232,0.77559285674415,0.798018884079598,0.0224260273354485,0.101439922679305,0,29.5741550344463,26.3604301873698
233,0.749713635439152,0.792536842382777,0.0428232069436252,0.0857730424000397,0,34.976024121987,31.1752961673977
234,0.744261957699515,0.775361254911968,0.0310992972124537,0.0779955813751746,0,38.4637173940584,34.2839934372374
235,0.767455195068764,0.800459306821888,0.0330041117531238,0.100267758234716,0,29.9198870386362,26.6685926471044
236,0.772446336403554,0.79158121487609,0.0191348784725363,0.107158160632428,0,27.9960012592091,24.9537691223751
237,0.759316398285312,0.780269166317657,0.0209527680323446,0.0709491189011507,0,42.2838232026493,37.6889810812947
238,0.758094131357286,0.785543605194419,0.0274494738371329,0.0619696336153874,0,48.4108074386789,43.1501663636758
239,0.769504028064982,0.799973320528377,0.0304692924633955,0.0813216473076506,0,36.8905463590845,32.8817736547306
240,0.768860576702055,0.78779969738954,0.0189391206874846,0.0800285003720395,0,37.4866452083131,33.4130964290098
241,0.760866188575816,0.774074560761508,0.0132083721856917,0.0605160395969218,0,49.5736340312759,44.1866324665439
242,0.771326558775572,0.792065690487634,0.0207391317120621,0.0800721380106438,0,37.4662157715985,33.3948869910848
243,0.757667448235069,0.807421990367944,0.049754542132875,0.10552272232302,0,28.4298957983341,25.3405137882484
244,0.769570861480285,0.806812768020117,0.0372419065398319,0.100112207894474,0,29.9663753611571,26.710029238578
245,0.773434892750967,0.780422073001796,0.00698718025082899,0.0991273272244033,0,30.2641066192437,26.9754070332859
246,0.76479167625135,0.796767859930405,0.0319761836790553,0.0975340602126258,0,30.7584857378023,27.4160636209611
247,0.763843312624482,0.786755330594165,0.0229120179696836,0.0810089636513357,0,37.032938884542,33.0086928590884
248,0.766786683705421,0.804091784131085,0.0373051004256641,0.112545694120721,0,26.6558398652026,23.7592385998506
249,0.762280862073981,0.78663243780248,0.0243515757284988,0.100347677043809,0,29.8960582683971,26.647353269898
250,0.765332981129751,0.780428289021693,0.0150953078919417,0.0947512307946174,0,31.6618578443883,28.2212692919647
251,0.764652304064802,0.774258469213098,0.00960616514829625,0.0725187245267286,0,41.3686260973092,36.8732353947349
252,0.760425869726146,0.781935480247099,0.0215096105209532,0.0763174114832787,0,39.3095093464655,35.037875997483
253,0.765377724822259,0.779782689040362,0.0144049642181038,0.093661456974396,0,32.0302512571431,28.5496306205335
254,0.757589848222929,0.78549904805442,0.0279091998314907,0.0767703645376764,0,39.0775791943478,34.8311489218953
255,0.750900133218446,0.788209574117708,0.0373094408992623,0.0829392078223496,0,36.171071303524,32.2404815552077
256,0.768778461477663,0.7708606459318,0.00208218445413762,0.0895042081336862,0,33.5179771158816,29.8756902692892
257,0.765069637774426,0.797766522073372,0.0326968842989456,0.0838046738164703,0,35.7975261209167,31.9075282824438
258,0.768074951588919,0.785467567630485,0.0173926160415652,0.0833377418229638,0,35.9980956332242,32.0863025744138
259,0.760605337535587,0.797915509379476,0.0373101718438891,0.10199760520647,0,29.4124552623289,26.2163017904892
260,0.771236877822717,0.809591304058207,0.0383544262354903,0.111801241173667,0,26.833333588309,23.9174446717128
261,0.75974020889673,0.797653468166746,0.0379132592700163,0.0971377120589574,0,30.8839886838097,27.527928580169
