country,iso2_code,month,total_deaths,share_of_year,reference_year
Netherlands,NL,5,13891,0.08068422734005169,2024
Netherlands,NL,6,13070,0.07591554613307001,2024
Netherlands,NL,7,13425,0.0779775215636163,2024
Netherlands,NL,8,13366,0.077634827055441,2024
Netherlands,NL,9,13212,0.07674033630528854,2024
Netherlands,NL,10,14453,0.08394853773995876,2024
Netherlands,NL,11,14096,0.0818749455464235,2024
Netherlands,NL,12,15073,0.08754973426654662,2024
Norway,NO,1,4149,0.09246300588340167,2025
Norway,NO,2,3608,0.08040648957033339,2025
Norway,NO,3,4070,0.09070244250311998,2025
Norway,NO,4,3525,0.07855678374041719,2025
Norway,NO,5,3623,0.08074077375646282,2025
Norway,NO,6,3457,0.07704136209663041,2025
Norway,NO,7,3670,0.08178819753966839,2025
Norway,NO,8,3654,0.08143162774113033,2025
Norway,NO,9,3536,0.0788019254769121,2025
Norway,NO,10,3828,0.08530932430023178,2025
Norway,NO,11,3692,0.08227848101265822,2025
Norway,NO,12,4060,0.0904795863790337,2025
Poland,PL,1,38795,0.09496847032097605,2024
Poland,PL,2,34884,0.08539451266083074,2024
Poland,PL,3,33919,0.08303223469048039,2024
Poland,PL,4,32047,0.0784496602236453,2024
Poland,PL,5,32722,0.08010203082466756,2024
Poland,PL,6,30908,0.0756614378316981,2024
Poland,PL,7,31889,0.07806288310518379,2024
Poland,PL,8,32769,0.08021708477762764,2024
Poland,PL,9,32067,0.07849861935256448,2024
Poland,PL,10,35602,0.08715214538902924,2024
Poland,PL,11,33404,0.08177153712081155,2024
Poland,PL,12,39498,0.09668938370248517,2024
Portugal,PT,1,13431,0.11346241573318465,2024
Portugal,PT,2,9522,0.08043996147802727,2024
Portugal,PT,3,10538,0.08902292733201547,2024
Portugal,PT,4,9522,0.08043996147802727,2024
Portugal,PT,5,9568,0.08082856032574721,2024
Portugal,PT,6,9220,0.0778887255647355,2024
Portugal,PT,7,9533,0.08053288728943855,2024
Portugal,PT,8,9164,0.07741564870664167,2024
Portugal,PT,9,8487,0.07169648740432866,2024
Portugal,PT,10,9105,0.07691722844543565,2024
Portugal,PT,11,9398,0.07939243414939091,2024
Portugal,PT,12,10886,0.09196276209302719,2024
Romania,RO,1,23596,0.09818942953089954,2025
Romania,RO,2,20645,0.08590950892801412,2025
Romania,RO,3,21569,0.08975452642617275,2025
Romania,RO,4,19527,0.08125720420621611,2025
Romania,RO,5,18781,0.07815289354211834,2025
Romania,RO,6,18674,0.07770763718681209,2025
Romania,RO,7,19122,0.07957188809501022,2025
Romania,RO,8,17555,0.07305117119066543,2025
Romania,RO,9,18833,0.07836927980824848,2025
Romania,RO,10,20437,0.08504396386349355,2025
Romania,RO,11,20029,0.08334616392924168,2025
Romania,RO,12,21543,0.08964633329310769,2025
Slovakia,SK,1,5303,0.09842972752245897,2024
Slovakia,SK,2,4628,0.08590095775484445,2024
Slovakia,SK,3,4348,0.08070383844383398,2024
Slovakia,SK,4,3959,0.07348355482960874,2024
Slovakia,SK,5,4319,0.08016556537233648,2024
Slovakia,SK,6,4077,0.07567376939639171,2024
Slovakia,SK,7,4416,0.08196599599079367,2024
Slovakia,SK,8,4618,0.0857153463508798,2024
Slovakia,SK,9,4363,0.08098225554978097,2024
Slovakia,SK,10,4821,0.0894832578513624,2024
Slovakia,SK,11,4370,0.08111218353255624,2024
Slovakia,SK,12,4654,0.08638354740515257,2024
Slovenia,SI,1,2104,0.09783316283827768,2024
Slovenia,SI,2,2033,0.09453175857900122,2024
Slovenia,SI,3,1822,0.08472054310424998,2024
Slovenia,SI,4,1656,0.07700176694875849,2024
Slovenia,SI,5,1621,0.07537431414488979,2024
Slovenia,SI,6,1568,0.07290988561331721,2024
Slovenia,SI,7,1752,0.0814656374965126,2024
Slovenia,SI,8,1723,0.08011717660187855,2024
Slovenia,SI,9,1734,0.0806286617688087,2024
Slovenia,SI,10,1841,0.08560401748349297,2024
Slovenia,SI,11,1789,0.0831860876034595,2024
Slovenia,SI,12,1863,0.0866269878173533,2024
Spain,ES,1,48374,0.11163806134623862,2024
Spain,ES,2,35498,0.08192268370754492,2024
Spain,ES,3,37719,0.08704833249098223,2024
Spain,ES,4,34814,0.08034414081341115,2024
Spain,ES,5,35249,0.08134803870661027,2024
Spain,ES,6,33333,0.0769262723540367,2024
Spain,ES,7,35011,0.08079877962941166,2024
Spain,ES,8,34607,0.0798664238849233,2024
Spain,ES,9,30950,0.07142675814830457,2024
Spain,ES,10,34389,0.07936332103269937,2024
Spain,ES,11,34214,0.078959454064171,2024
Spain,ES,12,39153,0.09035773382166619,2024
Sweden,SE,1,8985,0.09871565277579407,2024
Sweden,SE,2,7600,0.0834990496489744,2024
Sweden,SE,3,7657,0.0841252925213417,2024
Sweden,SE,4,7238,0.07952185807358902,2024
Sweden,SE,5,7157,0.0786319339918039,2024
Sweden,SE,6,6900,0.07580834770762149,2024
Sweden,SE,7,7205,0.07915929641063954,2024
Sweden,SE,8,7307,0.08027994155066524,2024
Sweden,SE,9,7167,0.07874180116239467,2024
Sweden,SE,10,7836,0.08609191487491623,2024
Sweden,SE,11,7715,0.08476252211076808,2024
Sweden,SE,12,8252,0.09066238917149166,2024
