country,age_group,target_end_date,year_week,week,year,weekly_rsv_hospitalisations
Italy,total,2025-12-28,2025-W52,52,2025,2698
Italy,total,2026-01-04,2026-W1,1,2026,2376
Italy,total,2026-01-11,2026-W2,2,2026,1834
Italy,total,2026-01-18,2026-W3,3,2026,1430
Italy,total,2026-01-25,2026-W4,4,2026,1294
Italy,total,2026-02-01,2026-W5,5,2026,1120
Italy,total,2026-02-08,2026-W6,6,2026,977
Italy,total,2026-02-15,2026-W7,7,2026,867
Italy,total,2026-02-22,2026-W8,8,2026,824
Italy,total,2026-03-01,2026-W9,9,2026,716
Italy,total,2026-03-08,2026-W10,10,2026,596
Italy,total,2026-03-15,2026-W11,11,2026,535
Italy,total,2026-03-22,2026-W12,12,2026,449
Italy,total,2026-03-29,2026-W13,13,2026,406
Italy,total,2026-04-05,2026-W14,14,2026,338
Italy,total,2026-04-12,2026-W15,15,2026,287
Italy,total,2026-04-19,2026-W16,16,2026,256
Italy,total,2026-04-26,2026-W17,17,2026,206
Italy,total,2026-05-03,2026-W18,18,2026,194
Latvia,total,2025-09-07,2025-W36,36,2025,0
Latvia,total,2025-09-14,2025-W37,37,2025,0
Latvia,total,2025-09-21,2025-W38,38,2025,0
Latvia,total,2025-09-28,2025-W39,39,2025,2
Latvia,total,2025-10-05,2025-W40,40,2025,2
Latvia,total,2025-10-12,2025-W41,41,2025,11
Latvia,total,2025-10-19,2025-W42,42,2025,16
Latvia,total,2025-10-26,2025-W43,43,2025,25
Latvia,total,2025-11-02,2025-W44,44,2025,38
Latvia,total,2025-11-09,2025-W45,45,2025,53
Latvia,total,2025-11-16,2025-W46,46,2025,72
Latvia,total,2025-11-23,2025-W47,47,2025,87
Latvia,total,2025-11-30,2025-W48,48,2025,103
Latvia,total,2025-12-07,2025-W49,49,2025,104
Latvia,total,2025-12-14,2025-W50,50,2025,107
Latvia,total,2025-12-21,2025-W51,51,2025,100
Latvia,total,2025-12-28,2025-W52,52,2025,90
Latvia,total,2026-01-04,2026-W1,1,2026,79
Latvia,total,2026-01-11,2026-W2,2,2026,61
Latvia,total,2026-01-18,2026-W3,3,2026,44
Latvia,total,2026-01-25,2026-W4,4,2026,41
Latvia,total,2026-02-01,2026-W5,5,2026,35
Latvia,total,2026-02-08,2026-W6,6,2026,28
Latvia,total,2026-02-15,2026-W7,7,2026,25
Latvia,total,2026-02-22,2026-W8,8,2026,25
Latvia,total,2026-03-01,2026-W9,9,2026,19
Latvia,total,2026-03-08,2026-W10,10,2026,17
Latvia,total,2026-03-15,2026-W11,11,2026,16
Latvia,total,2026-03-22,2026-W12,12,2026,11
Latvia,total,2026-03-29,2026-W13,13,2026,11
Latvia,total,2026-04-05,2026-W14,14,2026,8
Latvia,total,2026-04-12,2026-W15,15,2026,7
Latvia,total,2026-04-19,2026-W16,16,2026,5
Latvia,total,2026-04-26,2026-W17,17,2026,2
Latvia,total,2026-05-03,2026-W18,18,2026,2
Lithuania,total,2025-09-07,2025-W36,36,2025,0
Lithuania,total,2025-09-14,2025-W37,37,2025,0
Lithuania,total,2025-09-21,2025-W38,38,2025,2
Lithuania,total,2025-09-28,2025-W39,39,2025,3
Lithuania,total,2025-10-05,2025-W40,40,2025,9
Lithuania,total,2025-10-12,2025-W41,41,2025,15
Lithuania,total,2025-10-19,2025-W42,42,2025,23
Lithuania,total,2025-10-26,2025-W43,43,2025,40
Lithuania,total,2025-11-02,2025-W44,44,2025,55
Lithuania,total,2025-11-09,2025-W45,45,2025,77
Lithuania,total,2025-11-16,2025-W46,46,2025,102
Lithuania,total,2025-11-23,2025-W47,47,2025,123
Lithuania,total,2025-11-30,2025-W48,48,2025,142
Lithuania,total,2025-12-07,2025-W49,49,2025,145
Lithuania,total,2025-12-14,2025-W50,50,2025,152
Lithuania,total,2025-12-21,2025-W51,51,2025,140
Lithuania,total,2025-12-28,2025-W52,52,2025,127
Lithuania,total,2026-01-04,2026-W1,1,2026,112
Lithuania,total,2026-01-11,2026-W2,2,2026,85
Lithuania,total,2026-01-18,2026-W3,3,2026,65
Lithuania,total,2026-01-25,2026-W4,4,2026,58
Lithuania,total,2026-02-01,2026-W5,5,2026,50
Lithuania,total,2026-02-08,2026-W6,6,2026,45
Lithuania,total,2026-02-15,2026-W7,7,2026,39
Lithuania,total,2026-02-22,2026-W8,8,2026,35
Lithuania,total,2026-03-01,2026-W9,9,2026,30
Lithuania,total,2026-03-08,2026-W10,10,2026,24
Lithuania,total,2026-03-15,2026-W11,11,2026,21
Lithuania,total,2026-03-22,2026-W12,12,2026,17
Lithuania,total,2026-03-29,2026-W13,13,2026,15
Lithuania,total,2026-04-05,2026-W14,14,2026,12
Lithuania,total,2026-04-12,2026-W15,15,2026,11
Lithuania,total,2026-04-19,2026-W16,16,2026,9
Lithuania,total,2026-04-26,2026-W17,17,2026,7
Lithuania,total,2026-05-03,2026-W18,18,2026,6
Luxembourg,total,2025-09-07,2025-W36,36,2025,0
Luxembourg,total,2025-09-14,2025-W37,37,2025,0
Luxembourg,total,2025-09-21,2025-W38,38,2025,0
Luxembourg,total,2025-09-28,2025-W39,39,2025,0
Luxembourg,total,2025-10-05,2025-W40,40,2025,0
Luxembourg,total,2025-10-12,2025-W41,41,2025,0
Luxembourg,total,2025-10-19,2025-W42,42,2025,1
Luxembourg,total,2025-10-26,2025-W43,43,2025,7
Luxembourg,total,2025-11-02,2025-W44,44,2025,9
Luxembourg,total,2025-11-09,2025-W45,45,2025,14
Luxembourg,total,2025-11-16,2025-W46,46,2025,20
Luxembourg,total,2025-11-23,2025-W47,47,2025,26
Luxembourg,total,2025-11-30,2025-W48,48,2025,29
Luxembourg,total,2025-12-07,2025-W49,49,2025,30
Luxembourg,total,2025-12-14,2025-W50,50,2025,33
Luxembourg,total,2025-12-21,2025-W51,51,2025,28
Luxembourg,total,2025-12-28,2025-W52,52,2025,26
Luxembourg,total,2026-01-04,2026-W1,1,2026,22
Luxembourg,total,2026-01-11,2026-W2,2,2026,17
Luxembourg,total,2026-01-18,2026-W3,3,2026,11
Luxembourg,total,2026-01-25,2026-W4,4,2026,11
Luxembourg,total,2026-02-01,2026-W5,5,2026,8
Luxembourg,total,2026-02-08,2026-W6,6,2026,8
Luxembourg,total,2026-02-15,2026-W7,7,2026,7
Luxembourg,total,2026-02-22,2026-W8,8,2026,5
Luxembourg,total,2026-03-01,2026-W9,9,2026,3
Luxembourg,total,2026-03-08,2026-W10,10,2026,1
Luxembourg,total,2026-03-15,2026-W11,11,2026,1
Luxembourg,total,2026-03-22,2026-W12,12,2026,1
Luxembourg,total,2026-03-29,2026-W13,13,2026,0
Luxembourg,total,2026-04-05,2026-W14,14,2026,0
Luxembourg,total,2026-04-12,2026-W15,15,2026,0
Luxembourg,total,2026-04-19,2026-W16,16,2026,0
Luxembourg,total,2026-04-26,2026-W17,17,2026,0
Luxembourg,total,2026-05-03,2026-W18,18,2026,0
Malta,total,2025-09-07,2025-W36,36,2025,0
Malta,total,2025-09-14,2025-W37,37,2025,0
Malta,total,2025-09-21,2025-W38,38,2025,0
Malta,total,2025-09-28,2025-W39,39,2025,0
Malta,total,2025-10-05,2025-W40,40,2025,0
Malta,total,2025-10-12,2025-W41,41,2025,0
Malta,total,2025-10-19,2025-W42,42,2025,1
Malta,total,2025-10-26,2025-W43,43,2025,3
Malta,total,2025-11-02,2025-W44,44,2025,7
Malta,total,2025-11-09,2025-W45,45,2025,10
Malta,total,2025-11-16,2025-W46,46,2025,15
Malta,total,2025-11-23,2025-W47,47,2025,18
Malta,total,2025-11-30,2025-W48,48,2025,22
Malta,total,2025-12-07,2025-W49,49,2025,22
Malta,total,2025-12-14,2025-W50,50,2025,25
Malta,total,2025-12-21,2025-W51,51,2025,22
Malta,total,2025-12-28,2025-W52,52,2025,19
Malta,total,2026-01-04,2026-W1,1,2026,16
Malta,total,2026-01-11,2026-W2,2,2026,11
Malta,total,2026-01-18,2026-W3,3,2026,8
Malta,total,2026-01-25,2026-W4,4,2026,8
Malta,total,2026-02-01,2026-W5,5,2026,6
Malta,total,2026-02-08,2026-W6,6,2026,4
Malta,total,2026-02-15,2026-W7,7,2026,3
Malta,total,2026-02-22,2026-W8,8,2026,2
Malta,total,2026-03-01,2026-W9,9,2026,2
Malta,total,2026-03-08,2026-W10,10,2026,1
Malta,total,2026-03-15,2026-W11,11,2026,1
Malta,total,2026-03-22,2026-W12,12,2026,0
Malta,total,2026-03-29,2026-W13,13,2026,0
Malta,total,2026-04-05,2026-W14,14,2026,0
Malta,total,2026-04-12,2026-W15,15,2026,0
Malta,total,2026-04-19,2026-W16,16,2026,0
Malta,total,2026-04-26,2026-W17,17,2026,0
Malta,total,2026-05-03,2026-W18,18,2026,0
Netherlands,total,2025-09-07,2025-W36,36,2025,13
Netherlands,total,2025-09-14,2025-W37,37,2025,14
Netherlands,total,2025-09-21,2025-W38,38,2025,22
Netherlands,total,2025-09-28,2025-W39,39,2025,32
Netherlands,total,2025-10-05,2025-W40,40,2025,51
Netherlands,total,2025-10-12,2025-W41,41,2025,83
Netherlands,total,2025-10-19,2025-W42,42,2025,127
Netherlands,total,2025-10-26,2025-W43,43,2025,200
Netherlands,total,2025-11-02,2025-W44,44,2025,273
Netherlands,total,2025-11-09,2025-W45,45,2025,377
Netherlands,total,2025-11-16,2025-W46,46,2025,498
Netherlands,total,2025-11-23,2025-W47,47,2025,589
Netherlands,total,2025-11-30,2025-W48,48,2025,690
Netherlands,total,2025-12-07,2025-W49,49,2025,699
Netherlands,total,2025-12-14,2025-W50,50,2025,723
Netherlands,total,2025-12-21,2025-W51,51,2025,675
Netherlands,total,2025-12-28,2025-W52,52,2025,608
Netherlands,total,2026-01-04,2026-W1,1,2026,533
Netherlands,total,2026-01-11,2026-W2,2,2026,412
Netherlands,total,2026-01-18,2026-W3,3,2026,321
Netherlands,total,2026-01-25,2026-W4,4,2026,289
Netherlands,total,2026-02-01,2026-W5,5,2026,250
Netherlands,total,2026-02-08,2026-W6,6,2026,217
Netherlands,total,2026-02-15,2026-W7,7,2026,194
Netherlands,total,2026-02-22,2026-W8,8,2026,182
Netherlands,total,2026-03-01,2026-W9,9,2026,159
Netherlands,total,2026-03-08,2026-W10,10,2026,132
Netherlands,total,2026-03-15,2026-W11,11,2026,117
Netherlands,total,2026-03-22,2026-W12,12,2026,98
Netherlands,total,2026-03-29,2026-W13,13,2026,87
Netherlands,total,2026-04-05,2026-W14,14,2026,73
Netherlands,total,2026-04-12,2026-W15,15,2026,60
Netherlands,total,2026-04-19,2026-W16,16,2026,55
Netherlands,total,2026-04-26,2026-W17,17,2026,43
Netherlands,total,2026-05-03,2026-W18,18,2026,41
Norway,total,2025-09-07,2025-W36,36,2025,4
Norway,total,2025-09-14,2025-W37,37,2025,4
Norway,total,2025-09-21,2025-W38,38,2025,8
Norway,total,2025-09-28,2025-W39,39,2025,13
Norway,total,2025-10-05,2025-W40,40,2025,22
Norway,total,2025-10-12,2025-W41,41,2025,38
Norway,total,2025-10-19,2025-W42,42,2025,58
Norway,total,2025-10-26,2025-W43,43,2025,92
Norway,total,2025-11-02,2025-W44,44,2025,126
Norway,total,2025-11-09,2025-W45,45,2025,176
Norway,total,2025-11-16,2025-W46,46,2025,233
Norway,total,2025-11-23,2025-W47,47,2025,278
Norway,total,2025-11-30,2025-W48,48,2025,327
Norway,total,2025-12-07,2025-W49,49,2025,332
Norway,total,2025-12-14,2025-W50,50,2025,345
Norway,total,2025-12-21,2025-W51,51,2025,320
Norway,total,2025-12-28,2025-W52,52,2025,289
Norway,total,2026-01-04,2026-W1,1,2026,254
Norway,total,2026-01-11,2026-W2,2,2026,193
Norway,total,2026-01-18,2026-W3,3,2026,150
Norway,total,2026-01-25,2026-W4,4,2026,136
Norway,total,2026-02-01,2026-W5,5,2026,118
Norway,total,2026-02-08,2026-W6,6,2026,101
Norway,total,2026-02-15,2026-W7,7,2026,89
Norway,total,2026-02-22,2026-W8,8,2026,85
Norway,total,2026-03-01,2026-W9,9,2026,72
Norway,total,2026-03-08,2026-W10,10,2026,59
Norway,total,2026-03-15,2026-W11,11,2026,54
Norway,total,2026-03-22,2026-W12,12,2026,45
Norway,total,2026-03-29,2026-W13,13,2026,39
Norway,total,2026-04-05,2026-W14,14,2026,34
Norway,total,2026-04-12,2026-W15,15,2026,28
Norway,total,2026-04-19,2026-W16,16,2026,23
Norway,total,2026-04-26,2026-W17,17,2026,17
Norway,total,2026-05-03,2026-W18,18,2026,16
Poland,total,2025-09-07,2025-W36,36,2025,41
Poland,total,2025-09-14,2025-W37,37,2025,48
Poland,total,2025-09-21,2025-W38,38,2025,64
Poland,total,2025-09-28,2025-W39,39,2025,96
Poland,total,2025-10-05,2025-W40,40,2025,145
Poland,total,2025-10-12,2025-W41,41,2025,239
Poland,total,2025-10-19,2025-W42,42,2025,351
Poland,total,2025-10-26,2025-W43,43,2025,547
Poland,total,2025-11-02,2025-W44,44,2025,752
Poland,total,2025-11-09,2025-W45,45,2025,1034
Poland,total,2025-11-16,2025-W46,46,2025,1360
Poland,total,2025-11-23,2025-W47,47,2025,1606
Poland,total,2025-11-30,2025-W48,48,2025,1878
Poland,total,2025-12-07,2025-W49,49,2025,1909
Poland,total,2025-12-14,2025-W50,50,2025,1981
Poland,total,2025-12-21,2025-W51,51,2025,1845
Poland,total,2025-12-28,2025-W52,52,2025,1661
Poland,total,2026-01-04,2026-W1,1,2026,1462
Poland,total,2026-01-11,2026-W2,2,2026,1130
Poland,total,2026-01-18,2026-W3,3,2026,878
Poland,total,2026-01-25,2026-W4,4,2026,796
Poland,total,2026-02-01,2026-W5,5,2026,690
Poland,total,2026-02-08,2026-W6,6,2026,601
Poland,total,2026-02-15,2026-W7,7,2026,534
Poland,total,2026-02-22,2026-W8,8,2026,506
Poland,total,2026-03-01,2026-W9,9,2026,439
Poland,total,2026-03-08,2026-W10,10,2026,365
Poland,total,2026-03-15,2026-W11,11,2026,327
Poland,total,2026-03-22,2026-W12,12,2026,274
Poland,total,2026-03-29,2026-W13,13,2026,249
Poland,total,2026-04-05,2026-W14,14,2026,207
Poland,total,2026-04-12,2026-W15,15,2026,175
Poland,total,2026-04-19,2026-W16,16,2026,155
Poland,total,2026-04-26,2026-W17,17,2026,126
Poland,total,2026-05-03,2026-W18,18,2026,118
Portugal,total,2025-09-07,2025-W36,36,2025,11
Portugal,total,2025-09-14,2025-W37,37,2025,12
Portugal,total,2025-09-21,2025-W38,38,2025,15
Portugal,total,2025-09-28,2025-W39,39,2025,28
Portugal,total,2025-10-05,2025-W40,40,2025,40
Portugal,total,2025-10-12,2025-W41,41,2025,70
Portugal,total,2025-10-19,2025-W42,42,2025,102
Portugal,total,2025-10-26,2025-W43,43,2025,164
Portugal,total,2025-11-02,2025-W44,44,2025,224
Portugal,total,2025-11-09,2025-W45,45,2025,309
Portugal,total,2025-11-16,2025-W46,46,2025,407
Portugal,total,2025-11-23,2025-W47,47,2025,483
Portugal,total,2025-11-30,2025-W48,48,2025,564
Portugal,total,2025-12-07,2025-W49,49,2025,572
Portugal,total,2025-12-14,2025-W50,50,2025,595
Portugal,total,2025-12-21,2025-W51,51,2025,555
Portugal,total,2025-12-28,2025-W52,52,2025,498
Portugal,total,2026-01-04,2026-W1,1,2026,438
Portugal,total,2026-01-11,2026-W2,2,2026,339
Portugal,total,2026-01-18,2026-W3,3,2026,261
Portugal,total,2026-01-25,2026-W4,4,2026,236
Portugal,total,2026-02-01,2026-W5,5,2026,205
Portugal,total,2026-02-08,2026-W6,6,2026,179
Portugal,total,2026-02-15,2026-W7,7,2026,158
Portugal,total,2026-02-22,2026-W8,8,2026,149
Portugal,total,2026-03-01,2026-W9,9,2026,130
Portugal,total,2026-03-08,2026-W10,10,2026,107
Portugal,total,2026-03-15,2026-W11,11,2026,96
Portugal,total,2026-03-22,2026-W12,12,2026,80
Portugal,total,2026-03-29,2026-W13,13,2026,72
Portugal,total,2026-04-05,2026-W14,14,2026,60
Portugal,total,2026-04-12,2026-W15,15,2026,49
Portugal,total,2026-04-19,2026-W16,16,2026,45
Portugal,total,2026-04-26,2026-W17,17,2026,36
Portugal,total,2026-05-03,2026-W18,18,2026,35
Romania,total,2025-09-07,2025-W36,36,2025,23
Romania,total,2025-09-14,2025-W37,37,2025,26
Romania,total,2025-09-21,2025-W38,38,2025,36
Romania,total,2025-09-28,2025-W39,39,2025,56
Romania,total,2025-10-05,2025-W40,40,2025,84
Romania,total,2025-10-12,2025-W41,41,2025,137
Romania,total,2025-10-19,2025-W42,42,2025,204
Romania,total,2025-10-26,2025-W43,43,2025,319
Romania,total,2025-11-02,2025-W44,44,2025,440
Romania,total,2025-11-09,2025-W45,45,2025,606
Romania,total,2025-11-16,2025-W46,46,2025,795
Romania,total,2025-11-23,2025-W47,47,2025,944
Romania,total,2025-11-30,2025-W48,48,2025,1102
Romania,total,2025-12-07,2025-W49,49,2025,1120
Romania,total,2025-12-14,2025-W50,50,2025,1162
Romania,total,2025-12-21,2025-W51,51,2025,1080
Romania,total,2025-12-28,2025-W52,52,2025,973
Romania,total,2026-01-04,2026-W1,1,2026,858
Romania,total,2026-01-11,2026-W2,2,2026,660
Romania,total,2026-01-18,2026-W3,3,2026,512
Romania,total,2026-01-25,2026-W4,4,2026,465
Romania,total,2026-02-01,2026-W5,5,2026,403
Romania,total,2026-02-08,2026-W6,6,2026,351
Romania,total,2026-02-15,2026-W7,7,2026,311
Romania,total,2026-02-22,2026-W8,8,2026,295
Romania,total,2026-03-01,2026-W9,9,2026,257
Romania,total,2026-03-08,2026-W10,10,2026,213
Romania,total,2026-03-15,2026-W11,11,2026,192
Romania,total,2026-03-22,2026-W12,12,2026,158
Romania,total,2026-03-29,2026-W13,13,2026,143
Romania,total,2026-04-05,2026-W14,14,2026,120
Romania,total,2026-04-12,2026-W15,15,2026,101
Romania,total,2026-04-19,2026-W16,16,2026,91
Romania,total,2026-04-26,2026-W17,17,2026,72
Romania,total,2026-05-03,2026-W18,18,2026,66
Slovakia,total,2025-09-07,2025-W36,36,2025,3
Slovakia,total,2025-09-14,2025-W37,37,2025,7
Slovakia,total,2025-09-21,2025-W38,38,2025,7
Slovakia,total,2025-09-28,2025-W39,39,2025,14
Slovakia,total,2025-10-05,2025-W40,40,2025,21
Slovakia,total,2025-10-12,2025-W41,41,2025,36
Slovakia,total,2025-10-19,2025-W42,42,2025,55
Slovakia,total,2025-10-26,2025-W43,43,2025,88
Slovakia,total,2025-11-02,2025-W44,44,2025,123
Slovakia,total,2025-11-09,2025-W45,45,2025,171
Slovakia,total,2025-11-16,2025-W46,46,2025,225
Slovakia,total,2025-11-23,2025-W47,47,2025,268
Slovakia,total,2025-11-30,2025-W48,48,2025,314
Slovakia,total,2025-12-07,2025-W49,49,2025,320
Slovakia,total,2025-12-14,2025-W50,50,2025,332
Slovakia,total,2025-12-21,2025-W51,51,2025,308
Slovakia,total,2025-12-28,2025-W52,52,2025,277
Slovakia,total,2026-01-04,2026-W1,1,2026,243
Slovakia,total,2026-01-11,2026-W2,2,2026,187
Slovakia,total,2026-01-18,2026-W3,3,2026,144
Slovakia,total,2026-01-25,2026-W4,4,2026,129
Slovakia,total,2026-02-01,2026-W5,5,2026,112
Slovakia,total,2026-02-08,2026-W6,6,2026,97
Slovakia,total,2026-02-15,2026-W7,7,2026,85
Slovakia,total,2026-02-22,2026-W8,8,2026,80
Slovakia,total,2026-03-01,2026-W9,9,2026,70
Slovakia,total,2026-03-08,2026-W10,10,2026,56
Slovakia,total,2026-03-15,2026-W11,11,2026,52
Slovakia,total,2026-03-22,2026-W12,12,2026,42
Slovakia,total,2026-03-29,2026-W13,13,2026,38
Slovakia,total,2026-04-05,2026-W14,14,2026,32
Slovakia,total,2026-04-12,2026-W15,15,2026,24
Slovakia,total,2026-04-19,2026-W16,16,2026,23
Slovakia,total,2026-04-26,2026-W17,17,2026,17
Slovakia,total,2026-05-03,2026-W18,18,2026,16
Slovenia,total,2025-09-07,2025-W36,36,2025,0
Slovenia,total,2025-09-14,2025-W37,37,2025,0
Slovenia,total,2025-09-21,2025-W38,38,2025,0
Slovenia,total,2025-09-28,2025-W39,39,2025,2
Slovenia,total,2025-10-05,2025-W40,40,2025,5
Slovenia,total,2025-10-12,2025-W41,41,2025,11
Slovenia,total,2025-10-19,2025-W42,42,2025,16
Slovenia,total,2025-10-26,2025-W43,43,2025,28
Slovenia,total,2025-11-02,2025-W44,44,2025,41
Slovenia,total,2025-11-09,2025-W45,45,2025,59
Slovenia,total,2025-11-16,2025-W46,46,2025,78
Slovenia,total,2025-11-23,2025-W47,47,2025,93
Slovenia,total,2025-11-30,2025-W48,48,2025,108
Slovenia,total,2025-12-07,2025-W49,49,2025,110
Slovenia,total,2025-12-14,2025-W50,50,2025,114
Slovenia,total,2025-12-21,2025-W51,51,2025,108
Slovenia,total,2025-12-28,2025-W52,52,2025,94
Slovenia,total,2026-01-04,2026-W1,1,2026,85
Slovenia,total,2026-01-11,2026-W2,2,2026,61
Slovenia,total,2026-01-18,2026-W3,3,2026,49
Slovenia,total,2026-01-25,2026-W4,4,2026,45
Slovenia,total,2026-02-01,2026-W5,5,2026,39
Slovenia,total,2026-02-08,2026-W6,6,2026,32
Slovenia,total,2026-02-15,2026-W7,7,2026,28
Slovenia,total,2026-02-22,2026-W8,8,2026,26
Slovenia,total,2026-03-01,2026-W9,9,2026,22
Slovenia,total,2026-03-08,2026-W10,10,2026,17
Slovenia,total,2026-03-15,2026-W11,11,2026,15
Slovenia,total,2026-03-22,2026-W12,12,2026,12
Slovenia,total,2026-03-29,2026-W13,13,2026,11
Slovenia,total,2026-04-05,2026-W14,14,2026,8
Slovenia,total,2026-04-12,2026-W15,15,2026,7
Slovenia,total,2026-04-19,2026-W16,16,2026,6
Slovenia,total,2026-04-26,2026-W17,17,2026,2
Slovenia,total,2026-05-03,2026-W18,18,2026,2
Spain,total,2025-09-07,2025-W36,36,2025,46
Spain,total,2025-09-14,2025-W37,37,2025,51
Spain,total,2025-09-21,2025-W38,38,2025,68
Spain,total,2025-09-28,2025-W39,39,2025,107
Spain,total,2025-10-05,2025-W40,40,2025,157
Spain,total,2025-10-12,2025-W41,41,2025,254
Spain,total,2025-10-19,2025-W42,42,2025,378
Spain,total,2025-10-26,2025-W43,43,2025,589
Spain,total,2025-11-02,2025-W44,44,2025,807
Spain,total,2025-11-09,2025-W45,45,2025,1111
Spain,total,2025-11-16,2025-W46,46,2025,1462
Spain,total,2025-11-23,2025-W47,47,2025,1726
Spain,total,2025-11-30,2025-W48,48,2025,2018
Spain,total,2025-12-07,2025-W49,49,2025,2053
Spain,total,2025-12-14,2025-W50,50,2025,2129
Spain,total,2025-12-21,2025-W51,51,2025,1982
Spain,total,2025-12-28,2025-W52,52,2025,1785
Spain,total,2026-01-04,2026-W1,1,2026,1571
Spain,total,2026-01-11,2026-W2,2,2026,1213
Spain,total,2026-01-18,2026-W3,3,2026,943
Spain,total,2026-01-25,2026-W4,4,2026,856
Spain,total,2026-02-01,2026-W5,5,2026,741
Spain,total,2026-02-08,2026-W6,6,2026,645
Spain,total,2026-02-15,2026-W7,7,2026,573
Spain,total,2026-02-22,2026-W8,8,2026,546
Spain,total,2026-03-01,2026-W9,9,2026,473
Spain,total,2026-03-08,2026-W10,10,2026,393
Spain,total,2026-03-15,2026-W11,11,2026,353
Spain,total,2026-03-22,2026-W12,12,2026,294
Spain,total,2026-03-29,2026-W13,13,2026,268
Spain,total,2026-04-05,2026-W14,14,2026,223
Spain,total,2026-04-12,2026-W15,15,2026,188
Spain,total,2026-04-19,2026-W16,16,2026,168
Spain,total,2026-04-26,2026-W17,17,2026,136
Spain,total,2026-05-03,2026-W18,18,2026,127
Sweden,total,2025-09-07,2025-W36,36,2025,12
Sweden,total,2025-09-14,2025-W37,37,2025,13
Sweden,total,2025-09-21,2025-W38,38,2025,17
Sweden,total,2025-09-28,2025-W39,39,2025,29
Sweden,total,2025-10-05,2025-W40,40,2025,44
Sweden,total,2025-10-12,2025-W41,41,2025,75
Sweden,total,2025-10-19,2025-W42,42,2025,114
Sweden,total,2025-10-26,2025-W43,43,2025,180
Sweden,total,2025-11-02,2025-W44,44,2025,247
Sweden,total,2025-11-09,2025-W45,45,2025,341
Sweden,total,2025-11-16,2025-W46,46,2025,450
Sweden,total,2025-11-23,2025-W47,47,2025,532
Sweden,total,2025-11-30,2025-W48,48,2025,621
Sweden,total,2025-12-07,2025-W49,49,2025,632
Sweden,total,2025-12-14,2025-W50,50,2025,656
Sweden,total,2025-12-21,2025-W51,51,2025,610
Sweden,total,2025-12-28,2025-W52,52,2025,549
Sweden,total,2026-01-04,2026-W1,1,2026,484
Sweden,total,2026-01-11,2026-W2,2,2026,374
Sweden,total,2026-01-18,2026-W3,3,2026,289
Sweden,total,2026-01-25,2026-W4,4,2026,262
Sweden,total,2026-02-01,2026-W5,5,2026,227
Sweden,total,2026-02-08,2026-W6,6,2026,196
Sweden,total,2026-02-15,2026-W7,7,2026,173
Sweden,total,2026-02-22,2026-W8,8,2026,165
Sweden,total,2026-03-01,2026-W9,9,2026,143
Sweden,total,2026-03-08,2026-W10,10,2026,120
Sweden,total,2026-03-15,2026-W11,11,2026,105
Sweden,total,2026-03-22,2026-W12,12,2026,88
Sweden,total,2026-03-29,2026-W13,13,2026,79
Sweden,total,2026-04-05,2026-W14,14,2026,66
Sweden,total,2026-04-12,2026-W15,15,2026,54
Sweden,total,2026-04-19,2026-W16,16,2026,48
Sweden,total,2026-04-26,2026-W17,17,2026,38
Sweden,total,2026-05-03,2026-W18,18,2026,37
