survtype,location_name,iso2_code,yearweek,week_end_date,indicator,age,value
non-sentinel,Slovenia,SI,2021-W26,2021-07-04,deaths,65+,1
non-sentinel,Slovenia,SI,2021-W26,2021-07-04,deaths,total,2
non-sentinel,Slovenia,SI,2021-W26,2021-07-04,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W25,2021-06-27,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W25,2021-06-27,deaths,15-64,1
non-sentinel,Slovenia,SI,2021-W25,2021-06-27,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W25,2021-06-27,deaths,65+,7
non-sentinel,Slovenia,SI,2021-W25,2021-06-27,deaths,total,8
non-sentinel,Slovenia,SI,2021-W25,2021-06-27,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W24,2021-06-20,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W24,2021-06-20,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W24,2021-06-20,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W24,2021-06-20,deaths,65+,13
non-sentinel,Slovenia,SI,2021-W24,2021-06-20,deaths,total,17
non-sentinel,Slovenia,SI,2021-W24,2021-06-20,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W23,2021-06-13,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W23,2021-06-13,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W23,2021-06-13,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W23,2021-06-13,deaths,65+,17
non-sentinel,Slovenia,SI,2021-W23,2021-06-13,deaths,total,21
non-sentinel,Slovenia,SI,2021-W23,2021-06-13,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W22,2021-06-06,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W22,2021-06-06,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W22,2021-06-06,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W22,2021-06-06,deaths,65+,10
non-sentinel,Slovenia,SI,2021-W22,2021-06-06,deaths,total,14
non-sentinel,Slovenia,SI,2021-W22,2021-06-06,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W21,2021-05-30,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W21,2021-05-30,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W21,2021-05-30,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W21,2021-05-30,deaths,65+,20
non-sentinel,Slovenia,SI,2021-W21,2021-05-30,deaths,total,24
non-sentinel,Slovenia,SI,2021-W21,2021-05-30,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W20,2021-05-23,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W20,2021-05-23,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W20,2021-05-23,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W20,2021-05-23,deaths,65+,27
non-sentinel,Slovenia,SI,2021-W20,2021-05-23,deaths,total,31
non-sentinel,Slovenia,SI,2021-W20,2021-05-23,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W19,2021-05-16,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W19,2021-05-16,deaths,15-64,5
non-sentinel,Slovenia,SI,2021-W19,2021-05-16,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W19,2021-05-16,deaths,65+,27
non-sentinel,Slovenia,SI,2021-W19,2021-05-16,deaths,total,32
non-sentinel,Slovenia,SI,2021-W19,2021-05-16,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W18,2021-05-09,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W18,2021-05-09,deaths,15-64,5
non-sentinel,Slovenia,SI,2021-W18,2021-05-09,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W18,2021-05-09,deaths,65+,26
non-sentinel,Slovenia,SI,2021-W18,2021-05-09,deaths,total,31
non-sentinel,Slovenia,SI,2021-W18,2021-05-09,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W17,2021-05-02,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W17,2021-05-02,deaths,15-64,8
non-sentinel,Slovenia,SI,2021-W17,2021-05-02,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W17,2021-05-02,deaths,65+,53
non-sentinel,Slovenia,SI,2021-W17,2021-05-02,deaths,total,61
non-sentinel,Slovenia,SI,2021-W17,2021-05-02,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W16,2021-04-25,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W16,2021-04-25,deaths,15-64,6
non-sentinel,Slovenia,SI,2021-W16,2021-04-25,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W16,2021-04-25,deaths,65+,46
non-sentinel,Slovenia,SI,2021-W16,2021-04-25,deaths,total,52
non-sentinel,Slovenia,SI,2021-W16,2021-04-25,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W15,2021-04-18,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W15,2021-04-18,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W15,2021-04-18,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W15,2021-04-18,deaths,65+,32
non-sentinel,Slovenia,SI,2021-W15,2021-04-18,deaths,total,36
non-sentinel,Slovenia,SI,2021-W15,2021-04-18,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W14,2021-04-11,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W14,2021-04-11,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W14,2021-04-11,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W14,2021-04-11,deaths,65+,41
non-sentinel,Slovenia,SI,2021-W14,2021-04-11,deaths,total,45
non-sentinel,Slovenia,SI,2021-W14,2021-04-11,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W13,2021-04-04,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W13,2021-04-04,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W13,2021-04-04,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W13,2021-04-04,deaths,65+,52
non-sentinel,Slovenia,SI,2021-W13,2021-04-04,deaths,total,56
non-sentinel,Slovenia,SI,2021-W13,2021-04-04,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W12,2021-03-28,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W12,2021-03-28,deaths,15-64,5
non-sentinel,Slovenia,SI,2021-W12,2021-03-28,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W12,2021-03-28,deaths,65+,43
non-sentinel,Slovenia,SI,2021-W12,2021-03-28,deaths,total,48
non-sentinel,Slovenia,SI,2021-W12,2021-03-28,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W11,2021-03-21,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W11,2021-03-21,deaths,15-64,7
non-sentinel,Slovenia,SI,2021-W11,2021-03-21,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W11,2021-03-21,deaths,65+,39
non-sentinel,Slovenia,SI,2021-W11,2021-03-21,deaths,total,46
non-sentinel,Slovenia,SI,2021-W11,2021-03-21,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W10,2021-03-14,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W10,2021-03-14,deaths,15-64,2
non-sentinel,Slovenia,SI,2021-W10,2021-03-14,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W10,2021-03-14,deaths,65+,48
non-sentinel,Slovenia,SI,2021-W10,2021-03-14,deaths,total,50
non-sentinel,Slovenia,SI,2021-W10,2021-03-14,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W09,2021-03-07,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W09,2021-03-07,deaths,15-64,3
non-sentinel,Slovenia,SI,2021-W09,2021-03-07,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W09,2021-03-07,deaths,65+,40
non-sentinel,Slovenia,SI,2021-W09,2021-03-07,deaths,total,43
non-sentinel,Slovenia,SI,2021-W09,2021-03-07,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W08,2021-02-28,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W08,2021-02-28,deaths,15-64,2
non-sentinel,Slovenia,SI,2021-W08,2021-02-28,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W08,2021-02-28,deaths,65+,70
non-sentinel,Slovenia,SI,2021-W08,2021-02-28,deaths,total,72
non-sentinel,Slovenia,SI,2021-W08,2021-02-28,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W07,2021-02-21,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W07,2021-02-21,deaths,15-64,6
non-sentinel,Slovenia,SI,2021-W07,2021-02-21,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W07,2021-02-21,deaths,65+,47
non-sentinel,Slovenia,SI,2021-W07,2021-02-21,deaths,total,53
non-sentinel,Slovenia,SI,2021-W07,2021-02-21,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W06,2021-02-14,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W06,2021-02-14,deaths,15-64,4
non-sentinel,Slovenia,SI,2021-W06,2021-02-14,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W06,2021-02-14,deaths,65+,85
non-sentinel,Slovenia,SI,2021-W06,2021-02-14,deaths,total,89
non-sentinel,Slovenia,SI,2021-W06,2021-02-14,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W05,2021-02-07,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W05,2021-02-07,deaths,15-64,14
non-sentinel,Slovenia,SI,2021-W05,2021-02-07,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W05,2021-02-07,deaths,65+,104
non-sentinel,Slovenia,SI,2021-W05,2021-02-07,deaths,total,118
non-sentinel,Slovenia,SI,2021-W05,2021-02-07,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W04,2021-01-31,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W04,2021-01-31,deaths,15-64,9
non-sentinel,Slovenia,SI,2021-W04,2021-01-31,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W04,2021-01-31,deaths,65+,129
non-sentinel,Slovenia,SI,2021-W04,2021-01-31,deaths,total,138
non-sentinel,Slovenia,SI,2021-W04,2021-01-31,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W03,2021-01-24,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W03,2021-01-24,deaths,15-64,11
non-sentinel,Slovenia,SI,2021-W03,2021-01-24,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W03,2021-01-24,deaths,65+,166
non-sentinel,Slovenia,SI,2021-W03,2021-01-24,deaths,total,177
non-sentinel,Slovenia,SI,2021-W03,2021-01-24,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W02,2021-01-17,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W02,2021-01-17,deaths,15-64,16
non-sentinel,Slovenia,SI,2021-W02,2021-01-17,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W02,2021-01-17,deaths,65+,166
non-sentinel,Slovenia,SI,2021-W02,2021-01-17,deaths,total,182
non-sentinel,Slovenia,SI,2021-W02,2021-01-17,deaths,unk,0
non-sentinel,Slovenia,SI,2021-W01,2021-01-10,deaths,0-4,0
non-sentinel,Slovenia,SI,2021-W01,2021-01-10,deaths,15-64,15
non-sentinel,Slovenia,SI,2021-W01,2021-01-10,deaths,5-14,0
non-sentinel,Slovenia,SI,2021-W01,2021-01-10,deaths,65+,158
non-sentinel,Slovenia,SI,2021-W01,2021-01-10,deaths,total,173
non-sentinel,Slovenia,SI,2021-W01,2021-01-10,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W53,2021-01-10,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W53,2021-01-10,deaths,15-64,15
non-sentinel,Slovenia,SI,2020-W53,2021-01-10,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W53,2021-01-10,deaths,65+,264
non-sentinel,Slovenia,SI,2020-W53,2021-01-10,deaths,total,279
non-sentinel,Slovenia,SI,2020-W53,2021-01-10,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W52,2021-01-03,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W52,2021-01-03,deaths,15-64,21
non-sentinel,Slovenia,SI,2020-W52,2021-01-03,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W52,2021-01-03,deaths,65+,281
non-sentinel,Slovenia,SI,2020-W52,2021-01-03,deaths,total,302
non-sentinel,Slovenia,SI,2020-W52,2021-01-03,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W51,2020-12-27,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W51,2020-12-27,deaths,15-64,12
non-sentinel,Slovenia,SI,2020-W51,2020-12-27,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W51,2020-12-27,deaths,65+,315
non-sentinel,Slovenia,SI,2020-W51,2020-12-27,deaths,total,327
non-sentinel,Slovenia,SI,2020-W51,2020-12-27,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W50,2020-12-20,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W50,2020-12-20,deaths,15-64,22
non-sentinel,Slovenia,SI,2020-W50,2020-12-20,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W50,2020-12-20,deaths,65+,353
non-sentinel,Slovenia,SI,2020-W50,2020-12-20,deaths,total,375
non-sentinel,Slovenia,SI,2020-W50,2020-12-20,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W49,2020-12-13,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W49,2020-12-13,deaths,15-64,24
non-sentinel,Slovenia,SI,2020-W49,2020-12-13,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W49,2020-12-13,deaths,65+,395
non-sentinel,Slovenia,SI,2020-W49,2020-12-13,deaths,total,419
non-sentinel,Slovenia,SI,2020-W49,2020-12-13,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W48,2020-12-06,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W48,2020-12-06,deaths,15-64,18
non-sentinel,Slovenia,SI,2020-W48,2020-12-06,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W48,2020-12-06,deaths,65+,356
non-sentinel,Slovenia,SI,2020-W48,2020-12-06,deaths,total,374
non-sentinel,Slovenia,SI,2020-W48,2020-12-06,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W47,2020-11-29,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W47,2020-11-29,deaths,15-64,6
non-sentinel,Slovenia,SI,2020-W47,2020-11-29,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W47,2020-11-29,deaths,65+,289
non-sentinel,Slovenia,SI,2020-W47,2020-11-29,deaths,total,295
non-sentinel,Slovenia,SI,2020-W47,2020-11-29,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W46,2020-11-22,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W46,2020-11-22,deaths,15-64,15
non-sentinel,Slovenia,SI,2020-W46,2020-11-22,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W46,2020-11-22,deaths,65+,246
non-sentinel,Slovenia,SI,2020-W46,2020-11-22,deaths,total,261
non-sentinel,Slovenia,SI,2020-W46,2020-11-22,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W45,2020-11-15,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W45,2020-11-15,deaths,15-64,9
non-sentinel,Slovenia,SI,2020-W45,2020-11-15,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W45,2020-11-15,deaths,65+,191
non-sentinel,Slovenia,SI,2020-W45,2020-11-15,deaths,total,200
non-sentinel,Slovenia,SI,2020-W45,2020-11-15,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W44,2020-11-08,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W44,2020-11-08,deaths,15-64,8
non-sentinel,Slovenia,SI,2020-W44,2020-11-08,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W44,2020-11-08,deaths,65+,145
non-sentinel,Slovenia,SI,2020-W44,2020-11-08,deaths,total,153
non-sentinel,Slovenia,SI,2020-W44,2020-11-08,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W43,2020-11-01,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W43,2020-11-01,deaths,15-64,5
non-sentinel,Slovenia,SI,2020-W43,2020-11-01,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W43,2020-11-01,deaths,65+,74
non-sentinel,Slovenia,SI,2020-W43,2020-11-01,deaths,total,79
non-sentinel,Slovenia,SI,2020-W43,2020-11-01,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W42,2020-10-25,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W42,2020-10-25,deaths,15-64,3
non-sentinel,Slovenia,SI,2020-W42,2020-10-25,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W42,2020-10-25,deaths,65+,32
non-sentinel,Slovenia,SI,2020-W42,2020-10-25,deaths,total,35
non-sentinel,Slovenia,SI,2020-W42,2020-10-25,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W41,2020-10-18,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W41,2020-10-18,deaths,15-64,1
non-sentinel,Slovenia,SI,2020-W41,2020-10-18,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W41,2020-10-18,deaths,65+,17
non-sentinel,Slovenia,SI,2020-W41,2020-10-18,deaths,total,18
non-sentinel,Slovenia,SI,2020-W41,2020-10-18,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W40,2020-10-11,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W40,2020-10-11,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W40,2020-10-11,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W40,2020-10-11,deaths,65+,8
non-sentinel,Slovenia,SI,2020-W40,2020-10-11,deaths,total,8
non-sentinel,Slovenia,SI,2020-W40,2020-10-11,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W39,2020-10-04,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W39,2020-10-04,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W39,2020-10-04,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W39,2020-10-04,deaths,65+,8
non-sentinel,Slovenia,SI,2020-W39,2020-10-04,deaths,total,8
non-sentinel,Slovenia,SI,2020-W39,2020-10-04,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W38,2020-09-27,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W38,2020-09-27,deaths,15-64,1
non-sentinel,Slovenia,SI,2020-W38,2020-09-27,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W38,2020-09-27,deaths,65+,8
non-sentinel,Slovenia,SI,2020-W38,2020-09-27,deaths,total,9
non-sentinel,Slovenia,SI,2020-W38,2020-09-27,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W37,2020-09-20,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W37,2020-09-20,deaths,15-64,1
non-sentinel,Slovenia,SI,2020-W37,2020-09-20,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W37,2020-09-20,deaths,65+,3
non-sentinel,Slovenia,SI,2020-W37,2020-09-20,deaths,total,4
non-sentinel,Slovenia,SI,2020-W37,2020-09-20,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W36,2020-09-13,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W36,2020-09-13,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W36,2020-09-13,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W36,2020-09-13,deaths,65+,4
non-sentinel,Slovenia,SI,2020-W36,2020-09-13,deaths,total,4
non-sentinel,Slovenia,SI,2020-W36,2020-09-13,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W35,2020-09-06,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W35,2020-09-06,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W35,2020-09-06,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W35,2020-09-06,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W35,2020-09-06,deaths,total,1
non-sentinel,Slovenia,SI,2020-W35,2020-09-06,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W34,2020-08-30,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W34,2020-08-30,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W34,2020-08-30,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W34,2020-08-30,deaths,65+,4
non-sentinel,Slovenia,SI,2020-W34,2020-08-30,deaths,total,4
non-sentinel,Slovenia,SI,2020-W34,2020-08-30,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W33,2020-08-23,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W33,2020-08-23,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W33,2020-08-23,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W33,2020-08-23,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W33,2020-08-23,deaths,total,1
non-sentinel,Slovenia,SI,2020-W33,2020-08-23,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W32,2020-08-16,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W32,2020-08-16,deaths,15-64,1
non-sentinel,Slovenia,SI,2020-W32,2020-08-16,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W32,2020-08-16,deaths,65+,6
non-sentinel,Slovenia,SI,2020-W32,2020-08-16,deaths,total,7
non-sentinel,Slovenia,SI,2020-W32,2020-08-16,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W31,2020-08-09,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W31,2020-08-09,deaths,15-64,1
non-sentinel,Slovenia,SI,2020-W31,2020-08-09,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W31,2020-08-09,deaths,65+,5
non-sentinel,Slovenia,SI,2020-W31,2020-08-09,deaths,total,6
non-sentinel,Slovenia,SI,2020-W31,2020-08-09,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W30,2020-08-02,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W30,2020-08-02,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W30,2020-08-02,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W30,2020-08-02,deaths,65+,5
non-sentinel,Slovenia,SI,2020-W30,2020-08-02,deaths,total,5
non-sentinel,Slovenia,SI,2020-W30,2020-08-02,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W29,2020-07-26,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W29,2020-07-26,deaths,15-64,1
non-sentinel,Slovenia,SI,2020-W29,2020-07-26,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W29,2020-07-26,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W29,2020-07-26,deaths,total,2
non-sentinel,Slovenia,SI,2020-W29,2020-07-26,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W28,2020-07-19,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W28,2020-07-19,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W28,2020-07-19,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W28,2020-07-19,deaths,65+,0
non-sentinel,Slovenia,SI,2020-W28,2020-07-19,deaths,total,0
non-sentinel,Slovenia,SI,2020-W28,2020-07-19,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W27,2020-07-12,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W27,2020-07-12,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W27,2020-07-12,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W27,2020-07-12,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W27,2020-07-12,deaths,total,1
non-sentinel,Slovenia,SI,2020-W27,2020-07-12,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W26,2020-07-05,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W26,2020-07-05,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W26,2020-07-05,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W26,2020-07-05,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W26,2020-07-05,deaths,total,1
non-sentinel,Slovenia,SI,2020-W26,2020-07-05,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W25,2020-06-28,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W25,2020-06-28,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W25,2020-06-28,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W25,2020-06-28,deaths,65+,0
non-sentinel,Slovenia,SI,2020-W25,2020-06-28,deaths,total,0
non-sentinel,Slovenia,SI,2020-W25,2020-06-28,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W24,2020-06-21,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W24,2020-06-21,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W24,2020-06-21,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W24,2020-06-21,deaths,65+,0
non-sentinel,Slovenia,SI,2020-W24,2020-06-21,deaths,total,0
non-sentinel,Slovenia,SI,2020-W24,2020-06-21,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W23,2020-06-14,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W23,2020-06-14,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W23,2020-06-14,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W23,2020-06-14,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W23,2020-06-14,deaths,total,1
non-sentinel,Slovenia,SI,2020-W23,2020-06-14,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W22,2020-06-07,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W22,2020-06-07,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W22,2020-06-07,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W22,2020-06-07,deaths,65+,2
non-sentinel,Slovenia,SI,2020-W22,2020-06-07,deaths,total,2
non-sentinel,Slovenia,SI,2020-W22,2020-06-07,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W21,2020-05-31,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W21,2020-05-31,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W21,2020-05-31,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W21,2020-05-31,deaths,65+,3
non-sentinel,Slovenia,SI,2020-W21,2020-05-31,deaths,total,3
non-sentinel,Slovenia,SI,2020-W21,2020-05-31,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W20,2020-05-24,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W20,2020-05-24,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W20,2020-05-24,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W20,2020-05-24,deaths,65+,1
non-sentinel,Slovenia,SI,2020-W20,2020-05-24,deaths,total,1
non-sentinel,Slovenia,SI,2020-W20,2020-05-24,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W19,2020-05-17,deaths,0-4,0
non-sentinel,Slovenia,SI,2020-W19,2020-05-17,deaths,15-64,0
non-sentinel,Slovenia,SI,2020-W19,2020-05-17,deaths,5-14,0
non-sentinel,Slovenia,SI,2020-W19,2020-05-17,deaths,65+,7
non-sentinel,Slovenia,SI,2020-W19,2020-05-17,deaths,total,7
non-sentinel,Slovenia,SI,2020-W19,2020-05-17,deaths,unk,0
non-sentinel,Slovenia,SI,2020-W18,2020-05-10,deaths,0-4,0
